,date,continent,location,life_expectancy
1165,2021Q1,Oceania,Cook Islands,6862.5
1166,2021Q1,Oceania,Fiji,6069.599999999999
1167,2021Q1,Oceania,French Polynesia,6989.4
1168,2021Q1,Oceania,Guam,7206.299999999999
1169,2021Q1,Oceania,Kiribati,6153.3
1170,2021Q1,Oceania,Marshall Islands,6633.0
1171,2021Q1,Oceania,Micronesia (country),6109.2
1172,2021Q1,Oceania,Nauru,5396.4
1173,2021Q1,Oceania,New Caledonia,6979.5
1174,2021Q1,Oceania,New Zealand,7406.1
1175,2021Q1,Oceania,Niue,6633.9
1176,2021Q1,Oceania,Northern Mariana Islands,6906.599999999999
1177,2021Q1,Oceania,Palau,6633.0
1178,2021Q1,Oceania,Papua New Guinea,5805.0
1179,2021Q1,Oceania,Pitcairn,0.0
1180,2021Q1,Oceania,Samoa,6598.799999999999
1181,2021Q1,Oceania,Solomon Islands,6570.0
1182,2021Q1,Oceania,Tokelau,7367.4
1183,2021Q1,Oceania,Tonga,6381.9
1184,2021Q1,Oceania,Tuvalu,6081.299999999999
1185,2021Q1,Oceania,Vanuatu,6342.3
1186,2021Q1,Oceania,Wallis and Futuna,7194.599999999999
1187,2021Q1,South America,Argentina,6900.3
1188,2021Q1,South America,Bolivia,6435.900000000001
1189,2021Q1,South America,Brazil,6829.2
1190,2021Q1,South America,Chile,7216.200000000001
1191,2021Q1,South America,Colombia,6956.1
1192,2021Q1,South America,Ecuador,6930.900000000001
1193,2021Q1,South America,Falkland Islands,7329.599999999999
1194,2021Q1,South America,French Guiana,7195.5
1195,2021Q1,South America,Guyana,6291.9
1196,2021Q1,South America,Paraguay,6682.5
1197,2021Q1,South America,Peru,6906.599999999999
1198,2021Q1,South America,Suriname,6451.200000000001
1199,2021Q1,South America,Uruguay,7011.9
1200,2021Q1,South America,Venezuela,6485.400000000001
1201,2021Q2,Africa,Algeria,6996.08
1202,2021Q2,Africa,Angola,5564.65
1203,2021Q2,Africa,Benin,5621.070000000001
1204,2021Q2,Africa,Botswana,6332.6900000000005
1205,2021Q2,Africa,Burkina Faso,5603.78
1206,2021Q2,Africa,Burundi,5603.78
1207,2021Q2,Africa,Cameroon,5395.39
1208,2021Q2,Africa,Cape Verde,6641.18
1209,2021Q2,Africa,Central African Republic,4848.4800000000005
1210,2021Q2,Africa,Chad,4935.84
1211,2021Q2,Africa,Comoros,5853.119999999999
1212,2021Q2,Africa,Congo,5875.869999999999
1213,2021Q2,Africa,Cote d'Ivoire,5257.9800000000005
1214,2021Q2,Africa,Democratic Republic of Congo,5521.88
1215,2021Q2,Africa,Djibouti,6107.01
1216,2021Q2,Africa,Egypt,6551.089999999999
1217,2021Q2,Africa,Equatorial Guinea,5345.34
1218,2021Q2,Africa,Eritrea,6035.119999999999
1219,2021Q2,Africa,Eswatini,5477.29
1220,2021Q2,Africa,Ethiopia,6060.599999999999
1221,2021Q2,Africa,Gabon,6048.7699999999995
1222,2021Q2,Africa,Gambia,5646.55
1223,2021Q2,Africa,Ghana,5830.369999999999
1224,2021Q2,Africa,Guinea,5605.6
1225,2021Q2,Africa,Guinea-Bissau,5307.12
1226,2021Q2,Africa,Kenya,6069.7
1227,2021Q2,Africa,Lesotho,4944.03
1228,2021Q2,Africa,Liberia,5833.099999999999
1229,2021Q2,Africa,Libya,6634.8099999999995
1230,2021Q2,Africa,Madagascar,6100.64
1231,2021Q2,Africa,Malawi,5847.660000000001
1232,2021Q2,Africa,Mali,5397.21
1233,2021Q2,Africa,Mauritania,5907.72
1234,2021Q2,Africa,Mauritius,6824.089999999999
1235,2021Q2,Africa,Mayotte,7230.86
1236,2021Q2,Africa,Morocco,6977.880000000001
1237,2021Q2,Africa,Mozambique,5537.35
1238,2021Q2,Africa,Namibia,5797.61
1239,2021Q2,Africa,Niger,5680.22
1240,2021Q2,Africa,Nigeria,4976.79
1241,2021Q2,Africa,Reunion,7323.68
1242,2021Q2,Africa,Rwanda,6280.82
1243,2021Q2,Africa,Saint Helena,7330.96
1244,2021Q2,Africa,Sao Tome and Principe,6405.49
1245,2021Q2,Africa,Senegal,6182.54
1246,2021Q2,Africa,Seychelles,6679.400000000001
1247,2021Q2,Africa,Sierra Leone,4977.7
1248,2021Q2,Africa,Somalia,5223.4
1249,2021Q2,Africa,South Africa,5835.83
1250,2021Q2,Africa,South Sudan,5264.35
1251,2021Q2,Africa,Sudan,5943.21
1252,2021Q2,Africa,Tanzania,5956.86
1253,2021Q2,Africa,Togo,5554.64
1254,2021Q2,Africa,Tunisia,6979.7
1255,2021Q2,Africa,Uganda,5766.67
1256,2021Q2,Africa,Zambia,5813.99
1257,2021Q2,Africa,Zimbabwe,5595.59
1258,2021Q2,Asia,Afghanistan,5899.53
1259,2021Q2,Asia,Armenia,6833.1900000000005
1260,2021Q2,Asia,Azerbaijan,6643.0
1261,2021Q2,Asia,Bahrain,7033.39
1262,2021Q2,Asia,Bangladesh,6605.6900000000005
1263,2021Q2,Asia,Bhutan,6531.9800000000005
1264,2021Q2,Asia,Brunei,6903.26
1265,2021Q2,Asia,Cambodia,6353.619999999999
1266,2021Q2,Asia,China,6998.8099999999995
1267,2021Q2,Asia,Georgia,6713.07
1268,2021Q2,Asia,Hong Kong,7722.26
1269,2021Q2,Asia,India,6339.0599999999995
1270,2021Q2,Asia,Indonesia,6526.5199999999995
1271,2021Q2,Asia,Iran,6977.880000000001
1272,2021Q2,Asia,Iraq,6424.599999999999
1273,2021Q2,Asia,Israel,7550.2699999999995
1274,2021Q2,Asia,Japan,7701.33
1275,2021Q2,Asia,Jordan,6782.2300000000005
1276,2021Q2,Asia,Kazakhstan,6697.599999999999
1277,2021Q2,Asia,Kuwait,6869.589999999999
1278,2021Q2,Asia,Kyrgyzstan,6501.95
1279,2021Q2,Asia,Laos,6180.72
1280,2021Q2,Asia,Lebanon,7182.630000000001
1281,2021Q2,Asia,Macao,7665.839999999999
1282,2021Q2,Asia,Malaysia,6930.5599999999995
1283,2021Q2,Asia,Maldives,7181.72
1284,2021Q2,Asia,Mongolia,6358.17
1285,2021Q2,Asia,Myanmar,6108.83
1286,2021Q2,Asia,Nepal,6440.9800000000005
1287,2021Q2,Asia,North Korea,6576.57
1288,2021Q2,Asia,Northern Cyprus,0.0
1289,2021Q2,Asia,Oman,7085.26
1290,2021Q2,Asia,Pakistan,6121.57
1291,2021Q2,Asia,Palestine,6738.55
1292,2021Q2,Asia,Philippines,6481.93
1293,2021Q2,Asia,Qatar,7300.93
1294,2021Q2,Asia,Saudi Arabia,6836.83
1295,2021Q2,Asia,Singapore,7609.42
1296,2021Q2,Asia,South Korea,7555.7300000000005
1297,2021Q2,Asia,Sri Lanka,7005.18
1298,2021Q2,Asia,Syria,6615.7
1299,2021Q2,Asia,Taiwan,7321.86
1300,2021Q2,Asia,Tajikistan,6470.099999999999
1301,2021Q2,Asia,Thailand,7020.650000000001
1302,2021Q2,Asia,Timor,6324.5
1303,2021Q2,Asia,Turkey,7069.79
1304,2021Q2,Asia,Turkmenistan,6205.29
1305,2021Q2,Asia,United Arab Emirates,7095.2699999999995
1306,2021Q2,Asia,Uzbekistan,6526.5199999999995
1307,2021Q2,Asia,Vietnam,6861.400000000001
1308,2021Q2,Asia,Yemen,6016.92
1309,2021Q2,Europe,Albania,7149.869999999999
1310,2021Q2,Europe,Andorra,7619.43
1311,2021Q2,Europe,Austria,7420.14
1312,2021Q2,Europe,Belarus,6805.89
1313,2021Q2,Europe,Belgium,7428.33
1314,2021Q2,Europe,Bosnia and Herzegovina,7043.400000000001
1315,2021Q2,Europe,Bulgaria,6829.55
1316,2021Q2,Europe,Croatia,7142.589999999999
1317,2021Q2,Europe,Cyprus,7369.18
1318,2021Q2,Europe,Czechia,7223.58
1319,2021Q2,Europe,Denmark,7361.900000000001
1320,2021Q2,Europe,England,0.0
1321,2021Q2,Europe,Estonia,7165.339999999999
1322,2021Q2,Europe,Faeroe Islands,7340.97
1323,2021Q2,Europe,Finland,7453.8099999999995
1324,2021Q2,Europe,France,7522.0599999999995
1325,2021Q2,Europe,Germany,7401.03
1326,2021Q2,Europe,Gibraltar,7273.630000000001
1327,2021Q2,Europe,Greece,7483.839999999999
1328,2021Q2,Europe,Guernsey,0.0
1329,2021Q2,Europe,Hungary,6996.08
1330,2021Q2,Europe,Iceland,7552.089999999999
1331,2021Q2,Europe,Ireland,7489.3
1332,2021Q2,Europe,Isle of Man,7407.400000000001
1333,2021Q2,Europe,Italy,7599.410000000001
1334,2021Q2,Europe,Jersey,0.0
1335,2021Q2,Europe,Kosovo,0.0
1336,2021Q2,Europe,Latvia,6851.39
1337,2021Q2,Europe,Liechtenstein,7506.589999999999
1338,2021Q2,Europe,Lithuania,6909.630000000001
1339,2021Q2,Europe,Luxembourg,7484.75
1340,2021Q2,Europe,Malta,7510.2300000000005
1341,2021Q2,Europe,Moldova,6542.900000000001
1342,2021Q2,Europe,Monaco,7894.25
1343,2021Q2,Europe,Montenegro,6996.08
1344,2021Q2,Europe,Netherlands,7487.4800000000005
1345,2021Q2,Europe,North Macedonia,6897.8
1346,2021Q2,Europe,Northern Ireland,0.0
1347,2021Q2,Europe,Norway,7498.400000000001
1348,2021Q2,Europe,Poland,7164.43
1349,2021Q2,Europe,Portugal,7466.55
1350,2021Q2,Europe,Romania,6920.55
1351,2021Q2,Europe,Russia,6604.78
1352,2021Q2,Europe,San Marino,7732.2699999999995
1353,2021Q2,Europe,Scotland,0.0
1354,2021Q2,Europe,Serbia,6916.0
1355,2021Q2,Europe,Slovakia,7056.14
1356,2021Q2,Europe,Slovenia,7400.119999999999
1357,2021Q2,Europe,Spain,7603.96
1358,2021Q2,Europe,Sweden,7534.8
1359,2021Q2,Europe,Switzerland,7623.9800000000005
1360,2021Q2,Europe,Ukraine,6557.46
1361,2021Q2,Europe,United Kingdom,7400.119999999999
1362,2021Q2,Europe,Vatican,6835.92
1363,2021Q2,Europe,Wales,0.0
1364,2021Q2,North America,Anguilla,7451.08
1365,2021Q2,North America,Antigua and Barbuda,7008.82
1366,2021Q2,North America,Aruba,6942.39
1367,2021Q2,North America,Bahamas,6726.72
1368,2021Q2,North America,Barbados,7206.29
1369,2021Q2,North America,Belize,6790.42
1370,2021Q2,North America,Bermuda,7515.6900000000005
1371,2021Q2,North America,Bonaire Sint Eustatius and Saba,7078.89
1372,2021Q2,North America,British Virgin Islands,7195.369999999999
1373,2021Q2,North America,Canada,7501.130000000001
1374,2021Q2,North America,Cayman Islands,7636.72
1375,2021Q2,North America,Costa Rica,7305.4800000000005
1376,2021Q2,North America,Cuba,7170.8
1377,2021Q2,North America,Curacao,7178.08
1378,2021Q2,North America,Dominica,6825.0
1379,2021Q2,North America,Dominican Republic,6741.28
1380,2021Q2,North America,El Salvador,6672.119999999999
1381,2021Q2,North America,Greenland,6524.7
1382,2021Q2,North America,Grenada,6588.400000000001
1383,2021Q2,North America,Guadeloupe,7474.74
1384,2021Q2,North America,Guatemala,6761.3
1385,2021Q2,North America,Haiti,5824.0
1386,2021Q2,North America,Honduras,6849.57
1387,2021Q2,North America,Jamaica,6776.7699999999995
1388,2021Q2,North America,Martinique,7511.14
1389,2021Q2,North America,Mexico,6829.55
1390,2021Q2,North America,Montserrat,6748.5599999999995
1391,2021Q2,North America,Nicaragua,6777.68
1392,2021Q2,North America,Panama,7144.410000000001
1393,2021Q2,North America,Puerto Rico,7289.099999999999
1394,2021Q2,North America,Saint Barthelemy,0.0
1395,2021Q2,North America,Saint Kitts and Nevis,6936.93
1396,2021Q2,North America,Saint Lucia,6934.2
1397,2021Q2,North America,Saint Martin (French part),7469.28
1398,2021Q2,North America,Saint Pierre and Miquelon,7377.369999999999
1399,2021Q2,North America,Saint Vincent and the Grenadines,6600.2300000000005
1400,2021Q2,North America,Sint Maarten (Dutch part),7184.45
1401,2021Q2,North America,Trinidad and Tobago,6689.410000000001
1402,2021Q2,North America,Turks and Caicos Islands,7300.0199999999995
1403,2021Q2,North America,United States,7176.26
1404,2021Q2,North America,United States Virgin Islands,7332.78
1405,2021Q2,Oceania,American Samoa,6710.339999999999
1406,2021Q2,Oceania,Australia,7593.04
1407,2021Q2,Oceania,Cook Islands,6938.75
1408,2021Q2,Oceania,Fiji,6137.04
1409,2021Q2,Oceania,French Polynesia,7067.0599999999995
1410,2021Q2,Oceania,Guam,7286.369999999999
1411,2021Q2,Oceania,Kiribati,6221.67
1412,2021Q2,Oceania,Marshall Islands,6706.7
1413,2021Q2,Oceania,Micronesia (country),6177.08
1414,2021Q2,Oceania,Nauru,5456.36
1415,2021Q2,Oceania,New Caledonia,7057.05
1416,2021Q2,Oceania,New Zealand,7488.39
1417,2021Q2,Oceania,Niue,6707.61
1418,2021Q2,Oceania,Northern Mariana Islands,6983.339999999999
1419,2021Q2,Oceania,Palau,6706.7
1420,2021Q2,Oceania,Papua New Guinea,5869.5
1421,2021Q2,Oceania,Pitcairn,0.0
1422,2021Q2,Oceania,Samoa,6672.119999999999
1423,2021Q2,Oceania,Solomon Islands,6643.0
1424,2021Q2,Oceania,Tokelau,7449.26
1425,2021Q2,Oceania,Tonga,6452.8099999999995
1426,2021Q2,Oceania,Tuvalu,6148.869999999999
1427,2021Q2,Oceania,Vanuatu,6412.7699999999995
1428,2021Q2,Oceania,Wallis and Futuna,7274.54
1429,2021Q2,South America,Argentina,6976.97
1430,2021Q2,South America,Bolivia,6507.410000000001
1431,2021Q2,South America,Brazil,6905.08
1432,2021Q2,South America,Chile,7296.380000000001
1433,2021Q2,South America,Colombia,7033.39
1434,2021Q2,South America,Ecuador,7007.910000000001
1435,2021Q2,South America,Falkland Islands,7411.04
1436,2021Q2,South America,French Guiana,7275.45
1437,2021Q2,South America,Guyana,6361.8099999999995
1438,2021Q2,South America,Paraguay,6756.75
1439,2021Q2,South America,Peru,6983.339999999999
1440,2021Q2,South America,Suriname,6522.880000000001
1441,2021Q2,South America,Uruguay,7089.8099999999995
1442,2021Q2,South America,Venezuela,6557.46
1443,2021Q3,Africa,Algeria,7072.959999999999
1444,2021Q3,Africa,Angola,5625.8
1445,2021Q3,Africa,Benin,5682.84
1446,2021Q3,Africa,Botswana,6402.280000000001
1447,2021Q3,Africa,Burkina Faso,5665.36
1448,2021Q3,Africa,Burundi,5665.36
1449,2021Q3,Africa,Cameroon,5454.68
1450,2021Q3,Africa,Cape Verde,6714.160000000001
1451,2021Q3,Africa,Central African Republic,4901.76
1452,2021Q3,Africa,Chad,4990.08
1453,2021Q3,Africa,Comoros,5917.44
1454,2021Q3,Africa,Congo,5940.44
1455,2021Q3,Africa,Cote d'Ivoire,5315.76
1456,2021Q3,Africa,Democratic Republic of Congo,5582.56
1457,2021Q3,Africa,Djibouti,6174.12
1458,2021Q3,Africa,Egypt,6623.08
1459,2021Q3,Africa,Equatorial Guinea,5404.08
1460,2021Q3,Africa,Eritrea,6101.44
1461,2021Q3,Africa,Eswatini,5537.48
1462,2021Q3,Africa,Ethiopia,6127.2
1463,2021Q3,Africa,Gabon,6115.24
1464,2021Q3,Africa,Gambia,5708.599999999999
1465,2021Q3,Africa,Ghana,5894.44
1466,2021Q3,Africa,Guinea,5667.2
1467,2021Q3,Africa,Guinea-Bissau,5365.44
1468,2021Q3,Africa,Kenya,6136.400000000001
1469,2021Q3,Africa,Lesotho,4998.36
1470,2021Q3,Africa,Liberia,5897.2
1471,2021Q3,Africa,Libya,6707.719999999999
1472,2021Q3,Africa,Madagascar,6167.68
1473,2021Q3,Africa,Malawi,5911.92
1474,2021Q3,Africa,Mali,5456.52
1475,2021Q3,Africa,Mauritania,5972.64
1476,2021Q3,Africa,Mauritius,6899.08
1477,2021Q3,Africa,Mayotte,7310.32
1478,2021Q3,Africa,Morocco,7054.56
1479,2021Q3,Africa,Mozambique,5598.2
1480,2021Q3,Africa,Namibia,5861.32
1481,2021Q3,Africa,Niger,5742.64
1482,2021Q3,Africa,Nigeria,5031.48
1483,2021Q3,Africa,Reunion,7404.160000000001
1484,2021Q3,Africa,Rwanda,6349.839999999999
1485,2021Q3,Africa,Saint Helena,7411.52
1486,2021Q3,Africa,Sao Tome and Principe,6475.88
1487,2021Q3,Africa,Senegal,6250.48
1488,2021Q3,Africa,Seychelles,6752.8
1489,2021Q3,Africa,Sierra Leone,5032.400000000001
1490,2021Q3,Africa,Somalia,5280.8
1491,2021Q3,Africa,South Africa,5899.959999999999
1492,2021Q3,Africa,South Sudan,5322.2
1493,2021Q3,Africa,Sudan,6008.52
1494,2021Q3,Africa,Tanzania,6022.32
1495,2021Q3,Africa,Togo,5615.68
1496,2021Q3,Africa,Tunisia,7056.400000000001
1497,2021Q3,Africa,Uganda,5830.04
1498,2021Q3,Africa,Zambia,5877.88
1499,2021Q3,Africa,Zimbabwe,5657.08
1500,2021Q3,Asia,Afghanistan,5964.36
1501,2021Q3,Asia,Armenia,6908.280000000001
1502,2021Q3,Asia,Azerbaijan,6716.0
1503,2021Q3,Asia,Bahrain,7110.68
1504,2021Q3,Asia,Bangladesh,6678.280000000001
1505,2021Q3,Asia,Bhutan,6603.76
1506,2021Q3,Asia,Brunei,6979.12
1507,2021Q3,Asia,Cambodia,6423.44
1508,2021Q3,Asia,China,7075.719999999999
1509,2021Q3,Asia,Georgia,6786.839999999999
1510,2021Q3,Asia,Hong Kong,7807.12
1511,2021Q3,Asia,India,6408.719999999999
1512,2021Q3,Asia,Indonesia,6598.24
1513,2021Q3,Asia,Iran,7054.56
1514,2021Q3,Asia,Iraq,6495.2
1515,2021Q3,Asia,Israel,7633.24
1516,2021Q3,Asia,Japan,7785.959999999999
1517,2021Q3,Asia,Jordan,6856.76
1518,2021Q3,Asia,Kazakhstan,6771.2
1519,2021Q3,Asia,Kuwait,6945.08
1520,2021Q3,Asia,Kyrgyzstan,6573.400000000001
1521,2021Q3,Asia,Laos,6248.64
1522,2021Q3,Asia,Lebanon,7261.56
1523,2021Q3,Asia,Macao,7750.08
1524,2021Q3,Asia,Malaysia,7006.719999999999
1525,2021Q3,Asia,Maldives,7260.64
1526,2021Q3,Asia,Mongolia,6428.040000000001
1527,2021Q3,Asia,Myanmar,6175.959999999999
1528,2021Q3,Asia,Nepal,6511.76
1529,2021Q3,Asia,North Korea,6648.839999999999
1530,2021Q3,Asia,Northern Cyprus,0.0
1531,2021Q3,Asia,Oman,7163.12
1532,2021Q3,Asia,Pakistan,6188.839999999999
1533,2021Q3,Asia,Palestine,6812.599999999999
1534,2021Q3,Asia,Philippines,6553.160000000001
1535,2021Q3,Asia,Qatar,7381.160000000001
1536,2021Q3,Asia,Saudi Arabia,6911.959999999999
1537,2021Q3,Asia,Singapore,7693.040000000001
1538,2021Q3,Asia,South Korea,7638.76
1539,2021Q3,Asia,Sri Lanka,7082.160000000001
1540,2021Q3,Asia,Syria,6688.400000000001
1541,2021Q3,Asia,Taiwan,7402.32
1542,2021Q3,Asia,Tajikistan,6541.2
1543,2021Q3,Asia,Thailand,7097.8
1544,2021Q3,Asia,Timor,6394.0
1545,2021Q3,Asia,Turkey,7147.48
1546,2021Q3,Asia,Turkmenistan,6273.48
1547,2021Q3,Asia,United Arab Emirates,7173.24
1548,2021Q3,Asia,Uzbekistan,6598.24
1549,2021Q3,Asia,Vietnam,6936.8
1550,2021Q3,Asia,Yemen,6083.040000000001
1551,2021Q3,Europe,Albania,7228.44
1552,2021Q3,Europe,Andorra,7703.160000000001
1553,2021Q3,Europe,Austria,7501.68
1554,2021Q3,Europe,Belarus,6880.68
1555,2021Q3,Europe,Belgium,7509.959999999999
1556,2021Q3,Europe,Bosnia and Herzegovina,7120.8
1557,2021Q3,Europe,Bulgaria,6904.599999999999
1558,2021Q3,Europe,Croatia,7221.08
1559,2021Q3,Europe,Cyprus,7450.160000000001
1560,2021Q3,Europe,Czechia,7302.959999999999
1561,2021Q3,Europe,Denmark,7442.8
1562,2021Q3,Europe,England,0.0
1563,2021Q3,Europe,Estonia,7244.08
1564,2021Q3,Europe,Faeroe Islands,7421.64
1565,2021Q3,Europe,Finland,7535.719999999999
1566,2021Q3,Europe,France,7604.719999999999
1567,2021Q3,Europe,Germany,7482.36
1568,2021Q3,Europe,Gibraltar,7353.56
1569,2021Q3,Europe,Greece,7566.08
1570,2021Q3,Europe,Guernsey,0.0
1571,2021Q3,Europe,Hungary,7072.959999999999
1572,2021Q3,Europe,Iceland,7635.08
1573,2021Q3,Europe,Ireland,7571.599999999999
1574,2021Q3,Europe,Isle of Man,7488.8
1575,2021Q3,Europe,Italy,7682.92
1576,2021Q3,Europe,Jersey,0.0
1577,2021Q3,Europe,Kosovo,0.0
1578,2021Q3,Europe,Latvia,6926.68
1579,2021Q3,Europe,Liechtenstein,7589.08
1580,2021Q3,Europe,Lithuania,6985.56
1581,2021Q3,Europe,Luxembourg,7567.0
1582,2021Q3,Europe,Malta,7592.76
1583,2021Q3,Europe,Moldova,6614.8
1584,2021Q3,Europe,Monaco,7981.0
1585,2021Q3,Europe,Montenegro,7072.959999999999
1586,2021Q3,Europe,Netherlands,7569.76
1587,2021Q3,Europe,North Macedonia,6973.599999999999
1588,2021Q3,Europe,Northern Ireland,0.0
1589,2021Q3,Europe,Norway,7580.8
1590,2021Q3,Europe,Poland,7243.160000000001
1591,2021Q3,Europe,Portugal,7548.599999999999
1592,2021Q3,Europe,Romania,6996.599999999999
1593,2021Q3,Europe,Russia,6677.36
1594,2021Q3,Europe,San Marino,7817.24
1595,2021Q3,Europe,Scotland,0.0
1596,2021Q3,Europe,Serbia,6992.0
1597,2021Q3,Europe,Slovakia,7133.68
1598,2021Q3,Europe,Slovenia,7481.44
1599,2021Q3,Europe,Spain,7687.52
1600,2021Q3,Europe,Sweden,7617.599999999999
1601,2021Q3,Europe,Switzerland,7707.76
1602,2021Q3,Europe,Ukraine,6629.52
1603,2021Q3,Europe,United Kingdom,7481.44
1604,2021Q3,Europe,Vatican,6911.040000000001
1605,2021Q3,Europe,Wales,0.0
1606,2021Q3,North America,Anguilla,7532.959999999999
1607,2021Q3,North America,Antigua and Barbuda,7085.839999999999
1608,2021Q3,North America,Aruba,7018.68
1609,2021Q3,North America,Bahamas,6800.64
1610,2021Q3,North America,Barbados,7285.48
1611,2021Q3,North America,Belize,6865.040000000001
1612,2021Q3,North America,Bermuda,7598.280000000001
1613,2021Q3,North America,Bonaire Sint Eustatius and Saba,7156.68
1614,2021Q3,North America,British Virgin Islands,7274.44
1615,2021Q3,North America,Canada,7583.56
1616,2021Q3,North America,Cayman Islands,7720.64
1617,2021Q3,North America,Costa Rica,7385.76
1618,2021Q3,North America,Cuba,7249.599999999999
1619,2021Q3,North America,Curacao,7256.959999999999
1620,2021Q3,North America,Dominica,6900.0
1621,2021Q3,North America,Dominican Republic,6815.36
1622,2021Q3,North America,El Salvador,6745.44
1623,2021Q3,North America,Greenland,6596.400000000001
1624,2021Q3,North America,Grenada,6660.8
1625,2021Q3,North America,Guadeloupe,7556.88
1626,2021Q3,North America,Guatemala,6835.599999999999
1627,2021Q3,North America,Haiti,5888.0
1628,2021Q3,North America,Honduras,6924.839999999999
1629,2021Q3,North America,Jamaica,6851.24
1630,2021Q3,North America,Martinique,7593.68
1631,2021Q3,North America,Mexico,6904.599999999999
1632,2021Q3,North America,Montserrat,6822.719999999999
1633,2021Q3,North America,Nicaragua,6852.160000000001
1634,2021Q3,North America,Panama,7222.92
1635,2021Q3,North America,Puerto Rico,7369.2
1636,2021Q3,North America,Saint Barthelemy,0.0
1637,2021Q3,North America,Saint Kitts and Nevis,7013.160000000001
1638,2021Q3,North America,Saint Lucia,7010.400000000001
1639,2021Q3,North America,Saint Martin (French part),7551.36
1640,2021Q3,North America,Saint Pierre and Miquelon,7458.44
1641,2021Q3,North America,Saint Vincent and the Grenadines,6672.76
1642,2021Q3,North America,Sint Maarten (Dutch part),7263.400000000001
1643,2021Q3,North America,Trinidad and Tobago,6762.92
1644,2021Q3,North America,Turks and Caicos Islands,7380.24
1645,2021Q3,North America,United States,7255.12
1646,2021Q3,North America,United States Virgin Islands,7413.36
1647,2021Q3,Oceania,American Samoa,6784.08
1648,2021Q3,Oceania,Australia,7676.48
1649,2021Q3,Oceania,Cook Islands,7015.0
1650,2021Q3,Oceania,Fiji,6204.48
1651,2021Q3,Oceania,French Polynesia,7144.719999999999
1652,2021Q3,Oceania,Guam,7366.44
1653,2021Q3,Oceania,Kiribati,6290.040000000001
1654,2021Q3,Oceania,Marshall Islands,6780.400000000001
1655,2021Q3,Oceania,Micronesia (country),6244.959999999999
1656,2021Q3,Oceania,Nauru,5516.32
1657,2021Q3,Oceania,New Caledonia,7134.599999999999
1658,2021Q3,Oceania,New Zealand,7570.68
1659,2021Q3,Oceania,Niue,6781.32
1660,2021Q3,Oceania,Northern Mariana Islands,7060.08
1661,2021Q3,Oceania,Palau,6780.400000000001
1662,2021Q3,Oceania,Papua New Guinea,5934.0
1663,2021Q3,Oceania,Pitcairn,0.0
1664,2021Q3,Oceania,Samoa,6745.44
1665,2021Q3,Oceania,Solomon Islands,6716.0
1666,2021Q3,Oceania,Tokelau,7531.12
1667,2021Q3,Oceania,Tonga,6523.719999999999
1668,2021Q3,Oceania,Tuvalu,6216.44
1669,2021Q3,Oceania,Vanuatu,6483.24
1670,2021Q3,Oceania,Wallis and Futuna,7354.48
1671,2021Q3,South America,Argentina,7053.64
1672,2021Q3,South America,Bolivia,6578.92
1673,2021Q3,South America,Brazil,6980.959999999999
1674,2021Q3,South America,Chile,7376.56
1675,2021Q3,South America,Colombia,7110.68
1676,2021Q3,South America,Ecuador,7084.92
1677,2021Q3,South America,Falkland Islands,7492.48
1678,2021Q3,South America,French Guiana,7355.400000000001
1679,2021Q3,South America,Guyana,6431.719999999999
1680,2021Q3,South America,Paraguay,6831.0
1681,2021Q3,South America,Peru,7060.08
1682,2021Q3,South America,Suriname,6594.56
1683,2021Q3,South America,Uruguay,7167.719999999999
1684,2021Q3,South America,Venezuela,6629.52
1685,2021Q4,Africa,Algeria,7072.959999999999
1686,2021Q4,Africa,Angola,5625.8
1687,2021Q4,Africa,Benin,5682.84
1688,2021Q4,Africa,Botswana,6402.280000000001
1689,2021Q4,Africa,Burkina Faso,5665.36
1690,2021Q4,Africa,Burundi,5665.36
1691,2021Q4,Africa,Cameroon,5454.68
1692,2021Q4,Africa,Cape Verde,6714.160000000001
1693,2021Q4,Africa,Central African Republic,4901.76
1694,2021Q4,Africa,Chad,4990.08
1695,2021Q4,Africa,Comoros,5917.44
1696,2021Q4,Africa,Congo,5940.44
1697,2021Q4,Africa,Cote d'Ivoire,5315.76
1698,2021Q4,Africa,Democratic Republic of Congo,5582.56
1699,2021Q4,Africa,Djibouti,6174.12
1700,2021Q4,Africa,Egypt,6623.08
1701,2021Q4,Africa,Equatorial Guinea,5404.08
1702,2021Q4,Africa,Eritrea,6101.44
1703,2021Q4,Africa,Eswatini,5537.48
1704,2021Q4,Africa,Ethiopia,6127.2
1705,2021Q4,Africa,Gabon,6115.24
1706,2021Q4,Africa,Gambia,5708.599999999999
1707,2021Q4,Africa,Ghana,5894.44
1708,2021Q4,Africa,Guinea,5667.2
1709,2021Q4,Africa,Guinea-Bissau,5365.44
1710,2021Q4,Africa,Kenya,6136.400000000001
1711,2021Q4,Africa,Lesotho,4998.36
1712,2021Q4,Africa,Liberia,5897.2
1713,2021Q4,Africa,Libya,6707.719999999999
1714,2021Q4,Africa,Madagascar,6167.68
1715,2021Q4,Africa,Malawi,5911.92
1716,2021Q4,Africa,Mali,5456.52
1717,2021Q4,Africa,Mauritania,5972.64
1718,2021Q4,Africa,Mauritius,6899.08
1719,2021Q4,Africa,Mayotte,7310.32
1720,2021Q4,Africa,Morocco,7054.56
1721,2021Q4,Africa,Mozambique,5598.2
1722,2021Q4,Africa,Namibia,5861.32
1723,2021Q4,Africa,Niger,5742.64
