,date,continent,location,hospital_beds_per_thousand
612,2020Q3,Europe,Latvia,512.44
613,2020Q3,Europe,Liechtenstein,220.52399999999997
614,2020Q3,Europe,Lithuania,603.52
615,2020Q3,Europe,Luxembourg,414.91999999999996
616,2020Q3,Europe,Malta,412.62
617,2020Q3,Europe,Moldova,533.6
618,2020Q3,Europe,Monaco,1269.6000000000001
619,2020Q3,Europe,Montenegro,355.21200000000005
620,2020Q3,Europe,Netherlands,305.44
621,2020Q3,Europe,North Macedonia,393.76000000000005
622,2020Q3,Europe,Northern Ireland,0.0
623,2020Q3,Europe,Norway,331.2
624,2020Q3,Europe,Poland,609.04
625,2020Q3,Europe,Portugal,311.88
626,2020Q3,Europe,Romania,634.0640000000001
627,2020Q3,Europe,Russia,740.6
628,2020Q3,Europe,San Marino,349.59999999999997
629,2020Q3,Europe,Scotland,0.0
630,2020Q3,Europe,Serbia,516.028
631,2020Q3,Europe,Slovakia,535.44
632,2020Q3,Europe,Slovenia,414.0
633,2020Q3,Europe,Spain,273.24
634,2020Q3,Europe,Sweden,204.24
635,2020Q3,Europe,Switzerland,416.76000000000005
636,2020Q3,Europe,Ukraine,809.6
637,2020Q3,Europe,United Kingdom,233.68
638,2020Q3,Europe,Vatican,0.0
639,2020Q3,Europe,Wales,0.0
640,2020Q3,North America,Anguilla,0.0
641,2020Q3,North America,Antigua and Barbuda,349.59999999999997
642,2020Q3,North America,Aruba,0.0
643,2020Q3,North America,Bahamas,266.8
644,2020Q3,North America,Barbados,533.6
645,2020Q3,North America,Belize,119.60000000000001
646,2020Q3,North America,Bermuda,0.0
647,2020Q3,North America,Bonaire Sint Eustatius and Saba,0.0
648,2020Q3,North America,British Virgin Islands,0.0
649,2020Q3,North America,Canada,230.0
650,2020Q3,North America,Cayman Islands,0.0
651,2020Q3,North America,Costa Rica,103.96
652,2020Q3,North America,Cuba,478.40000000000003
653,2020Q3,North America,Curacao,0.0
654,2020Q3,North America,Dominica,349.59999999999997
655,2020Q3,North America,Dominican Republic,147.20000000000002
656,2020Q3,North America,El Salvador,119.60000000000001
657,2020Q3,North America,Greenland,0.0
658,2020Q3,North America,Grenada,340.40000000000003
659,2020Q3,North America,Guadeloupe,0.0
660,2020Q3,North America,Guatemala,55.199999999999996
661,2020Q3,North America,Haiti,64.39999999999999
662,2020Q3,North America,Honduras,64.39999999999999
663,2020Q3,North America,Jamaica,156.4
664,2020Q3,North America,Martinique,0.0
665,2020Q3,North America,Mexico,126.96
666,2020Q3,North America,Montserrat,0.0
667,2020Q3,North America,Nicaragua,82.8
668,2020Q3,North America,Panama,211.6
669,2020Q3,North America,Puerto Rico,0.0
670,2020Q3,North America,Saint Barthelemy,0.0
671,2020Q3,North America,Saint Kitts and Nevis,211.6
672,2020Q3,North America,Saint Lucia,119.60000000000001
673,2020Q3,North America,Saint Martin (French part),0.0
674,2020Q3,North America,Saint Pierre and Miquelon,0.0
675,2020Q3,North America,Saint Vincent and the Grenadines,239.20000000000002
676,2020Q3,North America,Sint Maarten (Dutch part),0.0
677,2020Q3,North America,Trinidad and Tobago,276.0
678,2020Q3,North America,Turks and Caicos Islands,0.0
679,2020Q3,North America,United States,254.84
680,2020Q3,North America,United States Virgin Islands,0.0
681,2020Q3,Oceania,American Samoa,0.0
682,2020Q3,Oceania,Australia,353.28
683,2020Q3,Oceania,Cook Islands,0.0
684,2020Q3,Oceania,Fiji,211.6
685,2020Q3,Oceania,French Polynesia,0.0
686,2020Q3,Oceania,Guam,0.0
687,2020Q3,Oceania,Kiribati,174.79999999999998
688,2020Q3,Oceania,Marshall Islands,248.4
689,2020Q3,Oceania,Micronesia (country),0.0
690,2020Q3,Oceania,Nauru,460.0
691,2020Q3,Oceania,New Caledonia,0.0
692,2020Q3,Oceania,New Zealand,240.11999999999998
693,2020Q3,Oceania,Niue,0.0
694,2020Q3,Oceania,Northern Mariana Islands,0.0
695,2020Q3,Oceania,Palau,441.59999999999997
696,2020Q3,Oceania,Papua New Guinea,0.0
697,2020Q3,Oceania,Pitcairn,0.0
698,2020Q3,Oceania,Samoa,0.0
699,2020Q3,Oceania,Solomon Islands,128.79999999999998
700,2020Q3,Oceania,Tokelau,0.0
701,2020Q3,Oceania,Tonga,239.20000000000002
702,2020Q3,Oceania,Tuvalu,0.0
703,2020Q3,Oceania,Vanuatu,0.0
704,2020Q3,Oceania,Wallis and Futuna,0.0
705,2020Q3,South America,Argentina,460.0
706,2020Q3,South America,Bolivia,101.2
707,2020Q3,South America,Brazil,202.4
708,2020Q3,South America,Chile,194.11999999999998
709,2020Q3,South America,Colombia,157.32
710,2020Q3,South America,Ecuador,138.0
711,2020Q3,South America,Falkland Islands,0.0
712,2020Q3,South America,French Guiana,0.0
713,2020Q3,South America,Guyana,147.20000000000002
714,2020Q3,South America,Paraguay,119.60000000000001
715,2020Q3,South America,Peru,147.20000000000002
716,2020Q3,South America,Suriname,285.2
717,2020Q3,South America,Uruguay,257.59999999999997
718,2020Q3,South America,Venezuela,73.60000000000001
719,2020Q4,Africa,Algeria,174.79999999999998
720,2020Q4,Africa,Angola,0.0
721,2020Q4,Africa,Benin,46.0
722,2020Q4,Africa,Botswana,165.6
723,2020Q4,Africa,Burkina Faso,36.800000000000004
724,2020Q4,Africa,Burundi,73.60000000000001
725,2020Q4,Africa,Cameroon,119.60000000000001
726,2020Q4,Africa,Cape Verde,193.20000000000002
727,2020Q4,Africa,Central African Republic,92.0
728,2020Q4,Africa,Chad,0.0
729,2020Q4,Africa,Comoros,202.4
730,2020Q4,Africa,Congo,0.0
731,2020Q4,Africa,Cote d'Ivoire,0.0
732,2020Q4,Africa,Democratic Republic of Congo,0.0
733,2020Q4,Africa,Djibouti,128.79999999999998
734,2020Q4,Africa,Egypt,147.20000000000002
735,2020Q4,Africa,Equatorial Guinea,193.20000000000002
736,2020Q4,Africa,Eritrea,64.39999999999999
737,2020Q4,Africa,Eswatini,193.20000000000002
738,2020Q4,Africa,Ethiopia,27.599999999999998
739,2020Q4,Africa,Gabon,579.6
740,2020Q4,Africa,Gambia,101.2
741,2020Q4,Africa,Ghana,82.8
742,2020Q4,Africa,Guinea,27.599999999999998
743,2020Q4,Africa,Guinea-Bissau,0.0
744,2020Q4,Africa,Kenya,128.79999999999998
745,2020Q4,Africa,Lesotho,0.0
746,2020Q4,Africa,Liberia,73.60000000000001
747,2020Q4,Africa,Libya,340.40000000000003
748,2020Q4,Africa,Madagascar,18.400000000000002
749,2020Q4,Africa,Malawi,119.60000000000001
750,2020Q4,Africa,Mali,9.200000000000001
751,2020Q4,Africa,Mauritania,0.0
752,2020Q4,Africa,Mauritius,312.8
753,2020Q4,Africa,Mayotte,0.0
754,2020Q4,Africa,Morocco,101.2
755,2020Q4,Africa,Mozambique,64.39999999999999
756,2020Q4,Africa,Namibia,0.0
757,2020Q4,Africa,Niger,27.599999999999998
758,2020Q4,Africa,Nigeria,0.0
759,2020Q4,Africa,Reunion,0.0
760,2020Q4,Africa,Rwanda,0.0
761,2020Q4,Africa,Saint Helena,0.0
762,2020Q4,Africa,Sao Tome and Principe,266.8
763,2020Q4,Africa,Senegal,0.0
764,2020Q4,Africa,Seychelles,331.2
765,2020Q4,Africa,Sierra Leone,0.0
766,2020Q4,Africa,Somalia,82.8
767,2020Q4,Africa,South Africa,213.44
768,2020Q4,Africa,South Sudan,0.0
769,2020Q4,Africa,Sudan,73.60000000000001
770,2020Q4,Africa,Tanzania,64.39999999999999
771,2020Q4,Africa,Togo,64.39999999999999
772,2020Q4,Africa,Tunisia,211.6
773,2020Q4,Africa,Uganda,46.0
774,2020Q4,Africa,Zambia,184.0
775,2020Q4,Africa,Zimbabwe,156.4
776,2020Q4,Asia,Afghanistan,46.0
777,2020Q4,Asia,Armenia,386.40000000000003
778,2020Q4,Asia,Azerbaijan,432.40000000000003
779,2020Q4,Asia,Bahrain,184.0
780,2020Q4,Asia,Bangladesh,73.60000000000001
781,2020Q4,Asia,Bhutan,156.4
782,2020Q4,Asia,Brunei,248.4
783,2020Q4,Asia,Cambodia,73.60000000000001
784,2020Q4,Asia,China,399.28
785,2020Q4,Asia,Georgia,239.20000000000002
786,2020Q4,Asia,Hong Kong,0.0
787,2020Q4,Asia,India,48.760000000000005
788,2020Q4,Asia,Indonesia,95.68
789,2020Q4,Asia,Iran,138.0
790,2020Q4,Asia,Iraq,128.79999999999998
791,2020Q4,Asia,Israel,275.08000000000004
792,2020Q4,Asia,Japan,1200.6000000000001
793,2020Q4,Asia,Jordan,128.79999999999998
794,2020Q4,Asia,Kazakhstan,616.4
795,2020Q4,Asia,Kuwait,184.0
796,2020Q4,Asia,Kyrgyzstan,414.0
797,2020Q4,Asia,Laos,138.0
798,2020Q4,Asia,Lebanon,266.8
799,2020Q4,Asia,Malaysia,174.79999999999998
800,2020Q4,Asia,Maldives,0.0
801,2020Q4,Asia,Mongolia,644.0
802,2020Q4,Asia,Myanmar,82.8
803,2020Q4,Asia,Nepal,27.599999999999998
804,2020Q4,Asia,North Korea,1214.3999999999999
805,2020Q4,Asia,Oman,147.20000000000002
806,2020Q4,Asia,Pakistan,55.199999999999996
807,2020Q4,Asia,Palestine,0.0
808,2020Q4,Asia,Philippines,92.0
809,2020Q4,Asia,Qatar,110.39999999999999
810,2020Q4,Asia,Saudi Arabia,248.4
811,2020Q4,Asia,Singapore,220.79999999999998
812,2020Q4,Asia,South Korea,1128.84
813,2020Q4,Asia,Sri Lanka,331.2
814,2020Q4,Asia,Syria,138.0
815,2020Q4,Asia,Taiwan,0.0
816,2020Q4,Asia,Tajikistan,441.59999999999997
817,2020Q4,Asia,Thailand,193.20000000000002
818,2020Q4,Asia,Timor,542.8000000000001
819,2020Q4,Asia,Turkey,258.52
820,2020Q4,Asia,Turkmenistan,680.8000000000001
821,2020Q4,Asia,United Arab Emirates,110.39999999999999
822,2020Q4,Asia,Uzbekistan,368.0
823,2020Q4,Asia,Vietnam,239.20000000000002
824,2020Q4,Asia,Yemen,64.39999999999999
825,2020Q4,Europe,Albania,265.88
826,2020Q4,Europe,Andorra,0.0
827,2020Q4,Europe,Austria,678.04
828,2020Q4,Europe,Belarus,1012.0
829,2020Q4,Europe,Belgium,518.88
830,2020Q4,Europe,Bosnia and Herzegovina,322.0
831,2020Q4,Europe,Bulgaria,685.768
832,2020Q4,Europe,Croatia,509.68
833,2020Q4,Europe,Cyprus,312.8
834,2020Q4,Europe,Czechia,609.96
835,2020Q4,Europe,Denmark,230.0
836,2020Q4,Europe,England,0.0
837,2020Q4,Europe,Estonia,431.48
838,2020Q4,Europe,Faeroe Islands,0.0
839,2020Q4,Europe,Finland,301.76
840,2020Q4,Europe,France,550.1600000000001
841,2020Q4,Europe,Germany,736.0
842,2020Q4,Europe,Gibraltar,0.0
843,2020Q4,Europe,Greece,387.32
844,2020Q4,Europe,Guernsey,0.0
845,2020Q4,Europe,Hungary,645.8399999999999
846,2020Q4,Europe,Iceland,267.72
847,2020Q4,Europe,Ireland,272.32
848,2020Q4,Europe,Isle of Man,0.0
849,2020Q4,Europe,Italy,292.56
850,2020Q4,Europe,Jersey,0.0
851,2020Q4,Europe,Kosovo,0.0
852,2020Q4,Europe,Latvia,512.44
853,2020Q4,Europe,Liechtenstein,220.52399999999997
854,2020Q4,Europe,Lithuania,603.52
855,2020Q4,Europe,Luxembourg,414.91999999999996
856,2020Q4,Europe,Malta,412.62
857,2020Q4,Europe,Moldova,533.6
858,2020Q4,Europe,Monaco,1269.6000000000001
859,2020Q4,Europe,Montenegro,355.21200000000005
860,2020Q4,Europe,Netherlands,305.44
861,2020Q4,Europe,North Macedonia,393.76000000000005
862,2020Q4,Europe,Northern Ireland,0.0
863,2020Q4,Europe,Norway,331.2
864,2020Q4,Europe,Poland,609.04
865,2020Q4,Europe,Portugal,311.88
866,2020Q4,Europe,Romania,634.0640000000001
867,2020Q4,Europe,Russia,740.6
868,2020Q4,Europe,San Marino,349.59999999999997
869,2020Q4,Europe,Scotland,0.0
870,2020Q4,Europe,Serbia,516.028
871,2020Q4,Europe,Slovakia,535.44
872,2020Q4,Europe,Slovenia,414.0
873,2020Q4,Europe,Spain,273.24
874,2020Q4,Europe,Sweden,204.24
875,2020Q4,Europe,Switzerland,416.76000000000005
876,2020Q4,Europe,Ukraine,809.6
877,2020Q4,Europe,United Kingdom,233.68
878,2020Q4,Europe,Vatican,0.0
879,2020Q4,Europe,Wales,0.0
880,2020Q4,North America,Anguilla,0.0
881,2020Q4,North America,Antigua and Barbuda,349.59999999999997
882,2020Q4,North America,Aruba,0.0
883,2020Q4,North America,Bahamas,266.8
884,2020Q4,North America,Barbados,533.6
885,2020Q4,North America,Belize,119.60000000000001
886,2020Q4,North America,Bermuda,0.0
887,2020Q4,North America,Bonaire Sint Eustatius and Saba,0.0
888,2020Q4,North America,British Virgin Islands,0.0
889,2020Q4,North America,Canada,230.0
890,2020Q4,North America,Cayman Islands,0.0
891,2020Q4,North America,Costa Rica,103.96
892,2020Q4,North America,Cuba,478.40000000000003
893,2020Q4,North America,Curacao,0.0
894,2020Q4,North America,Dominica,349.59999999999997
895,2020Q4,North America,Dominican Republic,147.20000000000002
896,2020Q4,North America,El Salvador,119.60000000000001
897,2020Q4,North America,Greenland,0.0
898,2020Q4,North America,Grenada,340.40000000000003
899,2020Q4,North America,Guadeloupe,0.0
900,2020Q4,North America,Guatemala,55.199999999999996
901,2020Q4,North America,Haiti,64.39999999999999
902,2020Q4,North America,Honduras,64.39999999999999
903,2020Q4,North America,Jamaica,156.4
904,2020Q4,North America,Martinique,0.0
905,2020Q4,North America,Mexico,126.96
906,2020Q4,North America,Montserrat,0.0
907,2020Q4,North America,Nicaragua,82.8
908,2020Q4,North America,Panama,211.6
909,2020Q4,North America,Puerto Rico,0.0
910,2020Q4,North America,Saint Barthelemy,0.0
911,2020Q4,North America,Saint Kitts and Nevis,211.6
912,2020Q4,North America,Saint Lucia,119.60000000000001
913,2020Q4,North America,Saint Martin (French part),0.0
914,2020Q4,North America,Saint Pierre and Miquelon,0.0
915,2020Q4,North America,Saint Vincent and the Grenadines,239.20000000000002
916,2020Q4,North America,Sint Maarten (Dutch part),0.0
917,2020Q4,North America,Trinidad and Tobago,276.0
918,2020Q4,North America,Turks and Caicos Islands,0.0
919,2020Q4,North America,United States,254.84
920,2020Q4,North America,United States Virgin Islands,0.0
921,2020Q4,Oceania,American Samoa,0.0
922,2020Q4,Oceania,Australia,353.28
923,2020Q4,Oceania,Cook Islands,0.0
924,2020Q4,Oceania,Fiji,211.6
925,2020Q4,Oceania,French Polynesia,0.0
926,2020Q4,Oceania,Guam,0.0
927,2020Q4,Oceania,Kiribati,174.79999999999998
928,2020Q4,Oceania,Marshall Islands,248.4
929,2020Q4,Oceania,Micronesia (country),0.0
930,2020Q4,Oceania,Nauru,460.0
931,2020Q4,Oceania,New Caledonia,0.0
932,2020Q4,Oceania,New Zealand,240.11999999999998
933,2020Q4,Oceania,Niue,0.0
934,2020Q4,Oceania,Northern Mariana Islands,0.0
935,2020Q4,Oceania,Palau,441.59999999999997
936,2020Q4,Oceania,Papua New Guinea,0.0
937,2020Q4,Oceania,Pitcairn,0.0
938,2020Q4,Oceania,Samoa,0.0
939,2020Q4,Oceania,Solomon Islands,128.79999999999998
940,2020Q4,Oceania,Tokelau,0.0
941,2020Q4,Oceania,Tonga,239.20000000000002
942,2020Q4,Oceania,Tuvalu,0.0
943,2020Q4,Oceania,Vanuatu,0.0
944,2020Q4,Oceania,Wallis and Futuna,0.0
945,2020Q4,South America,Argentina,460.0
946,2020Q4,South America,Bolivia,101.2
947,2020Q4,South America,Brazil,202.4
948,2020Q4,South America,Chile,194.11999999999998
949,2020Q4,South America,Colombia,157.32
950,2020Q4,South America,Ecuador,138.0
951,2020Q4,South America,Falkland Islands,0.0
952,2020Q4,South America,French Guiana,0.0
953,2020Q4,South America,Guyana,147.20000000000002
954,2020Q4,South America,Paraguay,119.60000000000001
955,2020Q4,South America,Peru,147.20000000000002
956,2020Q4,South America,Suriname,285.2
957,2020Q4,South America,Uruguay,257.59999999999997
958,2020Q4,South America,Venezuela,73.60000000000001
959,2021Q1,Africa,Algeria,171.0
960,2021Q1,Africa,Angola,0.0
961,2021Q1,Africa,Benin,45.0
962,2021Q1,Africa,Botswana,162.0
963,2021Q1,Africa,Burkina Faso,36.0
964,2021Q1,Africa,Burundi,72.0
965,2021Q1,Africa,Cameroon,117.0
966,2021Q1,Africa,Cape Verde,189.0
967,2021Q1,Africa,Central African Republic,90.0
968,2021Q1,Africa,Chad,0.0
969,2021Q1,Africa,Comoros,198.00000000000003
970,2021Q1,Africa,Congo,0.0
971,2021Q1,Africa,Cote d'Ivoire,0.0
972,2021Q1,Africa,Democratic Republic of Congo,0.0
973,2021Q1,Africa,Djibouti,125.99999999999999
974,2021Q1,Africa,Egypt,144.0
975,2021Q1,Africa,Equatorial Guinea,189.0
976,2021Q1,Africa,Eritrea,62.99999999999999
977,2021Q1,Africa,Eswatini,189.0
978,2021Q1,Africa,Ethiopia,27.0
979,2021Q1,Africa,Gabon,567.0
980,2021Q1,Africa,Gambia,99.00000000000001
981,2021Q1,Africa,Ghana,81.0
982,2021Q1,Africa,Guinea,27.0
983,2021Q1,Africa,Guinea-Bissau,0.0
984,2021Q1,Africa,Kenya,125.99999999999999
985,2021Q1,Africa,Lesotho,0.0
986,2021Q1,Africa,Liberia,72.0
987,2021Q1,Africa,Libya,333.0
988,2021Q1,Africa,Madagascar,18.0
989,2021Q1,Africa,Malawi,117.0
990,2021Q1,Africa,Mali,9.0
991,2021Q1,Africa,Mauritania,0.0
992,2021Q1,Africa,Mauritius,306.0
993,2021Q1,Africa,Mayotte,0.0
994,2021Q1,Africa,Morocco,99.00000000000001
995,2021Q1,Africa,Mozambique,62.99999999999999
996,2021Q1,Africa,Namibia,0.0
997,2021Q1,Africa,Niger,27.0
998,2021Q1,Africa,Nigeria,0.0
999,2021Q1,Africa,Reunion,0.0
1000,2021Q1,Africa,Rwanda,0.0
1001,2021Q1,Africa,Saint Helena,0.0
1002,2021Q1,Africa,Sao Tome and Principe,261.0
1003,2021Q1,Africa,Senegal,0.0
1004,2021Q1,Africa,Seychelles,324.0
1005,2021Q1,Africa,Sierra Leone,0.0
1006,2021Q1,Africa,Somalia,81.0
1007,2021Q1,Africa,South Africa,208.79999999999998
1008,2021Q1,Africa,South Sudan,0.0
1009,2021Q1,Africa,Sudan,72.0
1010,2021Q1,Africa,Tanzania,62.99999999999999
1011,2021Q1,Africa,Togo,62.99999999999999
1012,2021Q1,Africa,Tunisia,206.99999999999997
1013,2021Q1,Africa,Uganda,45.0
1014,2021Q1,Africa,Zambia,180.0
1015,2021Q1,Africa,Zimbabwe,153.0
1016,2021Q1,Asia,Afghanistan,45.0
1017,2021Q1,Asia,Armenia,378.0
1018,2021Q1,Asia,Azerbaijan,423.0
1019,2021Q1,Asia,Bahrain,180.0
1020,2021Q1,Asia,Bangladesh,72.0
1021,2021Q1,Asia,Bhutan,153.0
1022,2021Q1,Asia,Brunei,243.00000000000003
1023,2021Q1,Asia,Cambodia,72.0
1024,2021Q1,Asia,China,390.59999999999997
1025,2021Q1,Asia,Georgia,234.0
1026,2021Q1,Asia,Hong Kong,0.0
1027,2021Q1,Asia,India,47.7
1028,2021Q1,Asia,Indonesia,93.60000000000001
1029,2021Q1,Asia,Iran,135.0
1030,2021Q1,Asia,Iraq,125.99999999999999
1031,2021Q1,Asia,Israel,269.1
1032,2021Q1,Asia,Japan,1174.5
1033,2021Q1,Asia,Jordan,125.99999999999999
1034,2021Q1,Asia,Kazakhstan,603.0
1035,2021Q1,Asia,Kuwait,180.0
1036,2021Q1,Asia,Kyrgyzstan,405.0
1037,2021Q1,Asia,Laos,135.0
1038,2021Q1,Asia,Lebanon,261.0
1039,2021Q1,Asia,Macao,0.0
1040,2021Q1,Asia,Malaysia,171.0
1041,2021Q1,Asia,Maldives,0.0
1042,2021Q1,Asia,Mongolia,630.0
1043,2021Q1,Asia,Myanmar,81.0
1044,2021Q1,Asia,Nepal,27.0
1045,2021Q1,Asia,North Korea,1188.0
1046,2021Q1,Asia,Northern Cyprus,0.0
1047,2021Q1,Asia,Oman,144.0
1048,2021Q1,Asia,Pakistan,54.0
1049,2021Q1,Asia,Palestine,0.0
1050,2021Q1,Asia,Philippines,90.0
1051,2021Q1,Asia,Qatar,108.0
1052,2021Q1,Asia,Saudi Arabia,243.00000000000003
1053,2021Q1,Asia,Singapore,216.0
1054,2021Q1,Asia,South Korea,1104.3
1055,2021Q1,Asia,Sri Lanka,324.0
1056,2021Q1,Asia,Syria,135.0
1057,2021Q1,Asia,Taiwan,0.0
1058,2021Q1,Asia,Tajikistan,432.0
1059,2021Q1,Asia,Thailand,189.0
1060,2021Q1,Asia,Timor,531.0
1061,2021Q1,Asia,Turkey,252.9
1062,2021Q1,Asia,Turkmenistan,666.0
1063,2021Q1,Asia,United Arab Emirates,108.0
1064,2021Q1,Asia,Uzbekistan,360.0
1065,2021Q1,Asia,Vietnam,234.0
1066,2021Q1,Asia,Yemen,62.99999999999999
1067,2021Q1,Europe,Albania,260.1
1068,2021Q1,Europe,Andorra,0.0
1069,2021Q1,Europe,Austria,663.3
1070,2021Q1,Europe,Belarus,990.0
1071,2021Q1,Europe,Belgium,507.59999999999997
1072,2021Q1,Europe,Bosnia and Herzegovina,315.0
1073,2021Q1,Europe,Bulgaria,670.86
1074,2021Q1,Europe,Croatia,498.6
1075,2021Q1,Europe,Cyprus,306.0
1076,2021Q1,Europe,Czechia,596.7
1077,2021Q1,Europe,Denmark,225.0
1078,2021Q1,Europe,England,0.0
1079,2021Q1,Europe,Estonia,422.1
1080,2021Q1,Europe,Faeroe Islands,0.0
1081,2021Q1,Europe,Finland,295.2
1082,2021Q1,Europe,France,538.2
1083,2021Q1,Europe,Germany,720.0
1084,2021Q1,Europe,Gibraltar,0.0
1085,2021Q1,Europe,Greece,378.9
1086,2021Q1,Europe,Guernsey,0.0
1087,2021Q1,Europe,Hungary,631.8
1088,2021Q1,Europe,Iceland,261.90000000000003
1089,2021Q1,Europe,Ireland,266.4
1090,2021Q1,Europe,Isle of Man,0.0
1091,2021Q1,Europe,Italy,286.2
1092,2021Q1,Europe,Jersey,0.0
1093,2021Q1,Europe,Kosovo,0.0
1094,2021Q1,Europe,Latvia,501.3
1095,2021Q1,Europe,Liechtenstein,215.73
1096,2021Q1,Europe,Lithuania,590.4
1097,2021Q1,Europe,Luxembourg,405.9
1098,2021Q1,Europe,Malta,403.65000000000003
1099,2021Q1,Europe,Moldova,522.0
1100,2021Q1,Europe,Monaco,1242.0
1101,2021Q1,Europe,Montenegro,347.49
1102,2021Q1,Europe,Netherlands,298.8
1103,2021Q1,Europe,North Macedonia,385.20000000000005
1104,2021Q1,Europe,Northern Ireland,0.0
1105,2021Q1,Europe,Norway,324.0
1106,2021Q1,Europe,Poland,595.8
1107,2021Q1,Europe,Portugal,305.1
1108,2021Q1,Europe,Romania,620.2800000000001
1109,2021Q1,Europe,Russia,724.5000000000001
1110,2021Q1,Europe,San Marino,342.0
1111,2021Q1,Europe,Scotland,0.0
1112,2021Q1,Europe,Serbia,504.81
1113,2021Q1,Europe,Slovakia,523.8000000000001
1114,2021Q1,Europe,Slovenia,405.0
1115,2021Q1,Europe,Spain,267.3
1116,2021Q1,Europe,Sweden,199.8
1117,2021Q1,Europe,Switzerland,407.70000000000005
1118,2021Q1,Europe,Ukraine,792.0000000000001
1119,2021Q1,Europe,United Kingdom,228.6
1120,2021Q1,Europe,Vatican,0.0
1121,2021Q1,Europe,Wales,0.0
1122,2021Q1,North America,Anguilla,0.0
1123,2021Q1,North America,Antigua and Barbuda,342.0
1124,2021Q1,North America,Aruba,0.0
1125,2021Q1,North America,Bahamas,261.0
1126,2021Q1,North America,Barbados,522.0
1127,2021Q1,North America,Belize,117.0
1128,2021Q1,North America,Bermuda,0.0
1129,2021Q1,North America,Bonaire Sint Eustatius and Saba,0.0
1130,2021Q1,North America,British Virgin Islands,0.0
1131,2021Q1,North America,Canada,225.0
1132,2021Q1,North America,Cayman Islands,0.0
1133,2021Q1,North America,Costa Rica,101.69999999999999
1134,2021Q1,North America,Cuba,468.0
1135,2021Q1,North America,Curacao,0.0
1136,2021Q1,North America,Dominica,342.0
1137,2021Q1,North America,Dominican Republic,144.0
1138,2021Q1,North America,El Salvador,117.0
1139,2021Q1,North America,Greenland,0.0
1140,2021Q1,North America,Grenada,333.0
1141,2021Q1,North America,Guadeloupe,0.0
1142,2021Q1,North America,Guatemala,54.0
1143,2021Q1,North America,Haiti,62.99999999999999
1144,2021Q1,North America,Honduras,62.99999999999999
1145,2021Q1,North America,Jamaica,153.0
1146,2021Q1,North America,Martinique,0.0
1147,2021Q1,North America,Mexico,124.19999999999999
1148,2021Q1,North America,Montserrat,0.0
1149,2021Q1,North America,Nicaragua,81.0
1150,2021Q1,North America,Panama,206.99999999999997
1151,2021Q1,North America,Puerto Rico,0.0
1152,2021Q1,North America,Saint Barthelemy,0.0
1153,2021Q1,North America,Saint Kitts and Nevis,206.99999999999997
1154,2021Q1,North America,Saint Lucia,117.0
1155,2021Q1,North America,Saint Martin (French part),0.0
1156,2021Q1,North America,Saint Pierre and Miquelon,0.0
1157,2021Q1,North America,Saint Vincent and the Grenadines,234.0
1158,2021Q1,North America,Sint Maarten (Dutch part),0.0
1159,2021Q1,North America,Trinidad and Tobago,270.0
1160,2021Q1,North America,Turks and Caicos Islands,0.0
1161,2021Q1,North America,United States,249.3
1162,2021Q1,North America,United States Virgin Islands,0.0
1163,2021Q1,Oceania,American Samoa,0.0
1164,2021Q1,Oceania,Australia,345.59999999999997
1165,2021Q1,Oceania,Cook Islands,0.0
1166,2021Q1,Oceania,Fiji,206.99999999999997
1167,2021Q1,Oceania,French Polynesia,0.0
1168,2021Q1,Oceania,Guam,0.0
1169,2021Q1,Oceania,Kiribati,171.0
1170,2021Q1,Oceania,Marshall Islands,243.00000000000003
1171,2021Q1,Oceania,Micronesia (country),0.0
1172,2021Q1,Oceania,Nauru,450.0
1173,2021Q1,Oceania,New Caledonia,0.0
1174,2021Q1,Oceania,New Zealand,234.89999999999998
1175,2021Q1,Oceania,Niue,0.0
1176,2021Q1,Oceania,Northern Mariana Islands,0.0
1177,2021Q1,Oceania,Palau,432.0
1178,2021Q1,Oceania,Papua New Guinea,0.0
1179,2021Q1,Oceania,Pitcairn,0.0
1180,2021Q1,Oceania,Samoa,0.0
1181,2021Q1,Oceania,Solomon Islands,125.99999999999999
1182,2021Q1,Oceania,Tokelau,0.0
1183,2021Q1,Oceania,Tonga,234.0
1184,2021Q1,Oceania,Tuvalu,0.0
1185,2021Q1,Oceania,Vanuatu,0.0
1186,2021Q1,Oceania,Wallis and Futuna,0.0
1187,2021Q1,South America,Argentina,450.0
1188,2021Q1,South America,Bolivia,99.00000000000001
1189,2021Q1,South America,Brazil,198.00000000000003
1190,2021Q1,South America,Chile,189.89999999999998
1191,2021Q1,South America,Colombia,153.9
1192,2021Q1,South America,Ecuador,135.0
1193,2021Q1,South America,Falkland Islands,0.0
1194,2021Q1,South America,French Guiana,0.0
1195,2021Q1,South America,Guyana,144.0
1196,2021Q1,South America,Paraguay,117.0
1197,2021Q1,South America,Peru,144.0
1198,2021Q1,South America,Suriname,279.0
1199,2021Q1,South America,Uruguay,251.99999999999997
1200,2021Q1,South America,Venezuela,72.0
1201,2021Q2,Africa,Algeria,172.9
1202,2021Q2,Africa,Angola,0.0
1203,2021Q2,Africa,Benin,45.5
1204,2021Q2,Africa,Botswana,163.8
1205,2021Q2,Africa,Burkina Faso,36.4
1206,2021Q2,Africa,Burundi,72.8
1207,2021Q2,Africa,Cameroon,118.3
1208,2021Q2,Africa,Cape Verde,191.1
