,date,continent,location,hospital_beds_per_thousand
1209,2021Q2,Africa,Central African Republic,91.0
1210,2021Q2,Africa,Chad,0.0
1211,2021Q2,Africa,Comoros,200.20000000000002
1212,2021Q2,Africa,Congo,0.0
1213,2021Q2,Africa,Cote d'Ivoire,0.0
1214,2021Q2,Africa,Democratic Republic of Congo,0.0
1215,2021Q2,Africa,Djibouti,127.39999999999999
1216,2021Q2,Africa,Egypt,145.6
1217,2021Q2,Africa,Equatorial Guinea,191.1
1218,2021Q2,Africa,Eritrea,63.699999999999996
1219,2021Q2,Africa,Eswatini,191.1
1220,2021Q2,Africa,Ethiopia,27.3
1221,2021Q2,Africa,Gabon,573.3
1222,2021Q2,Africa,Gambia,100.10000000000001
1223,2021Q2,Africa,Ghana,81.9
1224,2021Q2,Africa,Guinea,27.3
1225,2021Q2,Africa,Guinea-Bissau,0.0
1226,2021Q2,Africa,Kenya,127.39999999999999
1227,2021Q2,Africa,Lesotho,0.0
1228,2021Q2,Africa,Liberia,72.8
1229,2021Q2,Africa,Libya,336.7
1230,2021Q2,Africa,Madagascar,18.2
1231,2021Q2,Africa,Malawi,118.3
1232,2021Q2,Africa,Mali,9.1
1233,2021Q2,Africa,Mauritania,0.0
1234,2021Q2,Africa,Mauritius,309.4
1235,2021Q2,Africa,Mayotte,0.0
1236,2021Q2,Africa,Morocco,100.10000000000001
1237,2021Q2,Africa,Mozambique,63.699999999999996
1238,2021Q2,Africa,Namibia,0.0
1239,2021Q2,Africa,Niger,27.3
1240,2021Q2,Africa,Nigeria,0.0
1241,2021Q2,Africa,Reunion,0.0
1242,2021Q2,Africa,Rwanda,0.0
1243,2021Q2,Africa,Saint Helena,0.0
1244,2021Q2,Africa,Sao Tome and Principe,263.9
1245,2021Q2,Africa,Senegal,0.0
1246,2021Q2,Africa,Seychelles,327.6
1247,2021Q2,Africa,Sierra Leone,0.0
1248,2021Q2,Africa,Somalia,81.9
1249,2021Q2,Africa,South Africa,211.11999999999998
1250,2021Q2,Africa,South Sudan,0.0
1251,2021Q2,Africa,Sudan,72.8
1252,2021Q2,Africa,Tanzania,63.699999999999996
1253,2021Q2,Africa,Togo,63.699999999999996
1254,2021Q2,Africa,Tunisia,209.29999999999998
1255,2021Q2,Africa,Uganda,45.5
1256,2021Q2,Africa,Zambia,182.0
1257,2021Q2,Africa,Zimbabwe,154.7
1258,2021Q2,Asia,Afghanistan,45.5
1259,2021Q2,Asia,Armenia,382.2
1260,2021Q2,Asia,Azerbaijan,427.7
1261,2021Q2,Asia,Bahrain,182.0
1262,2021Q2,Asia,Bangladesh,72.8
1263,2021Q2,Asia,Bhutan,154.7
1264,2021Q2,Asia,Brunei,245.70000000000002
1265,2021Q2,Asia,Cambodia,72.8
1266,2021Q2,Asia,China,394.94
1267,2021Q2,Asia,Georgia,236.6
1268,2021Q2,Asia,Hong Kong,0.0
1269,2021Q2,Asia,India,48.230000000000004
1270,2021Q2,Asia,Indonesia,94.64
1271,2021Q2,Asia,Iran,136.5
1272,2021Q2,Asia,Iraq,127.39999999999999
1273,2021Q2,Asia,Israel,272.09000000000003
1274,2021Q2,Asia,Japan,1187.55
1275,2021Q2,Asia,Jordan,127.39999999999999
1276,2021Q2,Asia,Kazakhstan,609.7
1277,2021Q2,Asia,Kuwait,182.0
1278,2021Q2,Asia,Kyrgyzstan,409.5
1279,2021Q2,Asia,Laos,136.5
1280,2021Q2,Asia,Lebanon,263.9
1281,2021Q2,Asia,Macao,0.0
1282,2021Q2,Asia,Malaysia,172.9
1283,2021Q2,Asia,Maldives,0.0
1284,2021Q2,Asia,Mongolia,637.0
1285,2021Q2,Asia,Myanmar,81.9
1286,2021Q2,Asia,Nepal,27.3
1287,2021Q2,Asia,North Korea,1201.2
1288,2021Q2,Asia,Northern Cyprus,0.0
1289,2021Q2,Asia,Oman,145.6
1290,2021Q2,Asia,Pakistan,54.6
1291,2021Q2,Asia,Palestine,0.0
1292,2021Q2,Asia,Philippines,91.0
1293,2021Q2,Asia,Qatar,109.2
1294,2021Q2,Asia,Saudi Arabia,245.70000000000002
1295,2021Q2,Asia,Singapore,218.4
1296,2021Q2,Asia,South Korea,1116.57
1297,2021Q2,Asia,Sri Lanka,327.6
1298,2021Q2,Asia,Syria,136.5
1299,2021Q2,Asia,Taiwan,0.0
1300,2021Q2,Asia,Tajikistan,436.8
1301,2021Q2,Asia,Thailand,191.1
1302,2021Q2,Asia,Timor,536.9
1303,2021Q2,Asia,Turkey,255.71
1304,2021Q2,Asia,Turkmenistan,673.4
1305,2021Q2,Asia,United Arab Emirates,109.2
1306,2021Q2,Asia,Uzbekistan,364.0
1307,2021Q2,Asia,Vietnam,236.6
1308,2021Q2,Asia,Yemen,63.699999999999996
1309,2021Q2,Europe,Albania,262.99
1310,2021Q2,Europe,Andorra,0.0
1311,2021Q2,Europe,Austria,670.67
1312,2021Q2,Europe,Belarus,1001.0
1313,2021Q2,Europe,Belgium,513.24
1314,2021Q2,Europe,Bosnia and Herzegovina,318.5
1315,2021Q2,Europe,Bulgaria,678.314
1316,2021Q2,Europe,Croatia,504.14
1317,2021Q2,Europe,Cyprus,309.4
1318,2021Q2,Europe,Czechia,603.33
1319,2021Q2,Europe,Denmark,227.5
1320,2021Q2,Europe,England,0.0
1321,2021Q2,Europe,Estonia,426.79
1322,2021Q2,Europe,Faeroe Islands,0.0
1323,2021Q2,Europe,Finland,298.47999999999996
1324,2021Q2,Europe,France,544.1800000000001
1325,2021Q2,Europe,Germany,728.0
1326,2021Q2,Europe,Gibraltar,0.0
1327,2021Q2,Europe,Greece,383.11
1328,2021Q2,Europe,Guernsey,0.0
1329,2021Q2,Europe,Hungary,638.8199999999999
1330,2021Q2,Europe,Iceland,264.81
1331,2021Q2,Europe,Ireland,269.36
1332,2021Q2,Europe,Isle of Man,0.0
1333,2021Q2,Europe,Italy,289.38
1334,2021Q2,Europe,Jersey,0.0
1335,2021Q2,Europe,Kosovo,0.0
1336,2021Q2,Europe,Latvia,506.87
1337,2021Q2,Europe,Liechtenstein,218.12699999999998
1338,2021Q2,Europe,Lithuania,596.9599999999999
1339,2021Q2,Europe,Luxembourg,410.40999999999997
1340,2021Q2,Europe,Malta,408.13500000000005
1341,2021Q2,Europe,Moldova,527.8
1342,2021Q2,Europe,Monaco,1255.8
1343,2021Q2,Europe,Montenegro,351.351
1344,2021Q2,Europe,Netherlands,302.12
1345,2021Q2,Europe,North Macedonia,389.48
1346,2021Q2,Europe,Northern Ireland,0.0
1347,2021Q2,Europe,Norway,327.6
1348,2021Q2,Europe,Poland,602.42
1349,2021Q2,Europe,Portugal,308.49
1350,2021Q2,Europe,Romania,627.172
1351,2021Q2,Europe,Russia,732.5500000000001
1352,2021Q2,Europe,San Marino,345.8
1353,2021Q2,Europe,Scotland,0.0
1354,2021Q2,Europe,Serbia,510.419
1355,2021Q2,Europe,Slovakia,529.62
1356,2021Q2,Europe,Slovenia,409.5
1357,2021Q2,Europe,Spain,270.27000000000004
1358,2021Q2,Europe,Sweden,202.02
1359,2021Q2,Europe,Switzerland,412.23
1360,2021Q2,Europe,Ukraine,800.8000000000001
1361,2021Q2,Europe,United Kingdom,231.14000000000001
1362,2021Q2,Europe,Vatican,0.0
1363,2021Q2,Europe,Wales,0.0
1364,2021Q2,North America,Anguilla,0.0
1365,2021Q2,North America,Antigua and Barbuda,345.8
1366,2021Q2,North America,Aruba,0.0
1367,2021Q2,North America,Bahamas,263.9
1368,2021Q2,North America,Barbados,527.8
1369,2021Q2,North America,Belize,118.3
1370,2021Q2,North America,Bermuda,0.0
1371,2021Q2,North America,Bonaire Sint Eustatius and Saba,0.0
1372,2021Q2,North America,British Virgin Islands,0.0
1373,2021Q2,North America,Canada,227.5
1374,2021Q2,North America,Cayman Islands,0.0
1375,2021Q2,North America,Costa Rica,102.82999999999998
1376,2021Q2,North America,Cuba,473.2
1377,2021Q2,North America,Curacao,0.0
1378,2021Q2,North America,Dominica,345.8
1379,2021Q2,North America,Dominican Republic,145.6
1380,2021Q2,North America,El Salvador,118.3
1381,2021Q2,North America,Greenland,0.0
1382,2021Q2,North America,Grenada,336.7
1383,2021Q2,North America,Guadeloupe,0.0
1384,2021Q2,North America,Guatemala,54.6
1385,2021Q2,North America,Haiti,63.699999999999996
1386,2021Q2,North America,Honduras,63.699999999999996
1387,2021Q2,North America,Jamaica,154.7
1388,2021Q2,North America,Martinique,0.0
1389,2021Q2,North America,Mexico,125.57999999999998
1390,2021Q2,North America,Montserrat,0.0
1391,2021Q2,North America,Nicaragua,81.9
1392,2021Q2,North America,Panama,209.29999999999998
1393,2021Q2,North America,Puerto Rico,0.0
1394,2021Q2,North America,Saint Barthelemy,0.0
1395,2021Q2,North America,Saint Kitts and Nevis,209.29999999999998
1396,2021Q2,North America,Saint Lucia,118.3
1397,2021Q2,North America,Saint Martin (French part),0.0
1398,2021Q2,North America,Saint Pierre and Miquelon,0.0
1399,2021Q2,North America,Saint Vincent and the Grenadines,236.6
1400,2021Q2,North America,Sint Maarten (Dutch part),0.0
1401,2021Q2,North America,Trinidad and Tobago,273.0
1402,2021Q2,North America,Turks and Caicos Islands,0.0
1403,2021Q2,North America,United States,252.07
1404,2021Q2,North America,United States Virgin Islands,0.0
1405,2021Q2,Oceania,American Samoa,0.0
1406,2021Q2,Oceania,Australia,349.44
1407,2021Q2,Oceania,Cook Islands,0.0
1408,2021Q2,Oceania,Fiji,209.29999999999998
1409,2021Q2,Oceania,French Polynesia,0.0
1410,2021Q2,Oceania,Guam,0.0
1411,2021Q2,Oceania,Kiribati,172.9
1412,2021Q2,Oceania,Marshall Islands,245.70000000000002
1413,2021Q2,Oceania,Micronesia (country),0.0
1414,2021Q2,Oceania,Nauru,455.0
1415,2021Q2,Oceania,New Caledonia,0.0
1416,2021Q2,Oceania,New Zealand,237.51
1417,2021Q2,Oceania,Niue,0.0
1418,2021Q2,Oceania,Northern Mariana Islands,0.0
1419,2021Q2,Oceania,Palau,436.8
1420,2021Q2,Oceania,Papua New Guinea,0.0
1421,2021Q2,Oceania,Pitcairn,0.0
1422,2021Q2,Oceania,Samoa,0.0
1423,2021Q2,Oceania,Solomon Islands,127.39999999999999
1424,2021Q2,Oceania,Tokelau,0.0
1425,2021Q2,Oceania,Tonga,236.6
1426,2021Q2,Oceania,Tuvalu,0.0
1427,2021Q2,Oceania,Vanuatu,0.0
1428,2021Q2,Oceania,Wallis and Futuna,0.0
1429,2021Q2,South America,Argentina,455.0
1430,2021Q2,South America,Bolivia,100.10000000000001
1431,2021Q2,South America,Brazil,200.20000000000002
1432,2021Q2,South America,Chile,192.01
1433,2021Q2,South America,Colombia,155.60999999999999
1434,2021Q2,South America,Ecuador,136.5
1435,2021Q2,South America,Falkland Islands,0.0
1436,2021Q2,South America,French Guiana,0.0
1437,2021Q2,South America,Guyana,145.6
1438,2021Q2,South America,Paraguay,118.3
1439,2021Q2,South America,Peru,145.6
1440,2021Q2,South America,Suriname,282.1
1441,2021Q2,South America,Uruguay,254.79999999999998
1442,2021Q2,South America,Venezuela,72.8
1443,2021Q3,Africa,Algeria,174.79999999999998
1444,2021Q3,Africa,Angola,0.0
1445,2021Q3,Africa,Benin,46.0
1446,2021Q3,Africa,Botswana,165.6
1447,2021Q3,Africa,Burkina Faso,36.800000000000004
1448,2021Q3,Africa,Burundi,73.60000000000001
1449,2021Q3,Africa,Cameroon,119.60000000000001
1450,2021Q3,Africa,Cape Verde,193.20000000000002
1451,2021Q3,Africa,Central African Republic,92.0
1452,2021Q3,Africa,Chad,0.0
1453,2021Q3,Africa,Comoros,202.4
1454,2021Q3,Africa,Congo,0.0
1455,2021Q3,Africa,Cote d'Ivoire,0.0
1456,2021Q3,Africa,Democratic Republic of Congo,0.0
1457,2021Q3,Africa,Djibouti,128.79999999999998
1458,2021Q3,Africa,Egypt,147.20000000000002
1459,2021Q3,Africa,Equatorial Guinea,193.20000000000002
1460,2021Q3,Africa,Eritrea,64.39999999999999
1461,2021Q3,Africa,Eswatini,193.20000000000002
1462,2021Q3,Africa,Ethiopia,27.599999999999998
1463,2021Q3,Africa,Gabon,579.6
1464,2021Q3,Africa,Gambia,101.2
1465,2021Q3,Africa,Ghana,82.8
1466,2021Q3,Africa,Guinea,27.599999999999998
1467,2021Q3,Africa,Guinea-Bissau,0.0
1468,2021Q3,Africa,Kenya,128.79999999999998
1469,2021Q3,Africa,Lesotho,0.0
1470,2021Q3,Africa,Liberia,73.60000000000001
1471,2021Q3,Africa,Libya,340.40000000000003
1472,2021Q3,Africa,Madagascar,18.400000000000002
1473,2021Q3,Africa,Malawi,119.60000000000001
1474,2021Q3,Africa,Mali,9.200000000000001
1475,2021Q3,Africa,Mauritania,0.0
1476,2021Q3,Africa,Mauritius,312.8
1477,2021Q3,Africa,Mayotte,0.0
1478,2021Q3,Africa,Morocco,101.2
1479,2021Q3,Africa,Mozambique,64.39999999999999
1480,2021Q3,Africa,Namibia,0.0
1481,2021Q3,Africa,Niger,27.599999999999998
1482,2021Q3,Africa,Nigeria,0.0
1483,2021Q3,Africa,Reunion,0.0
1484,2021Q3,Africa,Rwanda,0.0
1485,2021Q3,Africa,Saint Helena,0.0
1486,2021Q3,Africa,Sao Tome and Principe,266.8
1487,2021Q3,Africa,Senegal,0.0
1488,2021Q3,Africa,Seychelles,331.2
1489,2021Q3,Africa,Sierra Leone,0.0
1490,2021Q3,Africa,Somalia,82.8
1491,2021Q3,Africa,South Africa,213.44
1492,2021Q3,Africa,South Sudan,0.0
1493,2021Q3,Africa,Sudan,73.60000000000001
1494,2021Q3,Africa,Tanzania,64.39999999999999
1495,2021Q3,Africa,Togo,64.39999999999999
1496,2021Q3,Africa,Tunisia,211.6
1497,2021Q3,Africa,Uganda,46.0
1498,2021Q3,Africa,Zambia,184.0
1499,2021Q3,Africa,Zimbabwe,156.4
1500,2021Q3,Asia,Afghanistan,46.0
1501,2021Q3,Asia,Armenia,386.40000000000003
1502,2021Q3,Asia,Azerbaijan,432.40000000000003
1503,2021Q3,Asia,Bahrain,184.0
1504,2021Q3,Asia,Bangladesh,73.60000000000001
1505,2021Q3,Asia,Bhutan,156.4
1506,2021Q3,Asia,Brunei,248.4
1507,2021Q3,Asia,Cambodia,73.60000000000001
1508,2021Q3,Asia,China,399.28
1509,2021Q3,Asia,Georgia,239.20000000000002
1510,2021Q3,Asia,Hong Kong,0.0
1511,2021Q3,Asia,India,48.760000000000005
1512,2021Q3,Asia,Indonesia,95.68
1513,2021Q3,Asia,Iran,138.0
1514,2021Q3,Asia,Iraq,128.79999999999998
1515,2021Q3,Asia,Israel,275.08000000000004
1516,2021Q3,Asia,Japan,1200.6000000000001
1517,2021Q3,Asia,Jordan,128.79999999999998
1518,2021Q3,Asia,Kazakhstan,616.4
1519,2021Q3,Asia,Kuwait,184.0
1520,2021Q3,Asia,Kyrgyzstan,414.0
1521,2021Q3,Asia,Laos,138.0
1522,2021Q3,Asia,Lebanon,266.8
1523,2021Q3,Asia,Macao,0.0
1524,2021Q3,Asia,Malaysia,174.79999999999998
1525,2021Q3,Asia,Maldives,0.0
1526,2021Q3,Asia,Mongolia,644.0
1527,2021Q3,Asia,Myanmar,82.8
1528,2021Q3,Asia,Nepal,27.599999999999998
1529,2021Q3,Asia,North Korea,1214.3999999999999
1530,2021Q3,Asia,Northern Cyprus,0.0
1531,2021Q3,Asia,Oman,147.20000000000002
1532,2021Q3,Asia,Pakistan,55.199999999999996
1533,2021Q3,Asia,Palestine,0.0
1534,2021Q3,Asia,Philippines,92.0
1535,2021Q3,Asia,Qatar,110.39999999999999
1536,2021Q3,Asia,Saudi Arabia,248.4
1537,2021Q3,Asia,Singapore,220.79999999999998
1538,2021Q3,Asia,South Korea,1128.84
1539,2021Q3,Asia,Sri Lanka,331.2
1540,2021Q3,Asia,Syria,138.0
1541,2021Q3,Asia,Taiwan,0.0
1542,2021Q3,Asia,Tajikistan,441.59999999999997
1543,2021Q3,Asia,Thailand,193.20000000000002
1544,2021Q3,Asia,Timor,542.8000000000001
1545,2021Q3,Asia,Turkey,258.52
1546,2021Q3,Asia,Turkmenistan,680.8000000000001
1547,2021Q3,Asia,United Arab Emirates,110.39999999999999
1548,2021Q3,Asia,Uzbekistan,368.0
1549,2021Q3,Asia,Vietnam,239.20000000000002
1550,2021Q3,Asia,Yemen,64.39999999999999
1551,2021Q3,Europe,Albania,265.88
1552,2021Q3,Europe,Andorra,0.0
1553,2021Q3,Europe,Austria,678.04
1554,2021Q3,Europe,Belarus,1012.0
1555,2021Q3,Europe,Belgium,518.88
1556,2021Q3,Europe,Bosnia and Herzegovina,322.0
1557,2021Q3,Europe,Bulgaria,685.768
1558,2021Q3,Europe,Croatia,509.68
1559,2021Q3,Europe,Cyprus,312.8
1560,2021Q3,Europe,Czechia,609.96
1561,2021Q3,Europe,Denmark,230.0
1562,2021Q3,Europe,England,0.0
1563,2021Q3,Europe,Estonia,431.48
1564,2021Q3,Europe,Faeroe Islands,0.0
1565,2021Q3,Europe,Finland,301.76
1566,2021Q3,Europe,France,550.1600000000001
1567,2021Q3,Europe,Germany,736.0
1568,2021Q3,Europe,Gibraltar,0.0
1569,2021Q3,Europe,Greece,387.32
1570,2021Q3,Europe,Guernsey,0.0
1571,2021Q3,Europe,Hungary,645.8399999999999
1572,2021Q3,Europe,Iceland,267.72
1573,2021Q3,Europe,Ireland,272.32
1574,2021Q3,Europe,Isle of Man,0.0
1575,2021Q3,Europe,Italy,292.56
1576,2021Q3,Europe,Jersey,0.0
1577,2021Q3,Europe,Kosovo,0.0
1578,2021Q3,Europe,Latvia,512.44
1579,2021Q3,Europe,Liechtenstein,220.52399999999997
1580,2021Q3,Europe,Lithuania,603.52
1581,2021Q3,Europe,Luxembourg,414.91999999999996
1582,2021Q3,Europe,Malta,412.62
1583,2021Q3,Europe,Moldova,533.6
1584,2021Q3,Europe,Monaco,1269.6000000000001
1585,2021Q3,Europe,Montenegro,355.21200000000005
1586,2021Q3,Europe,Netherlands,305.44
1587,2021Q3,Europe,North Macedonia,393.76000000000005
1588,2021Q3,Europe,Northern Ireland,0.0
1589,2021Q3,Europe,Norway,331.2
1590,2021Q3,Europe,Poland,609.04
1591,2021Q3,Europe,Portugal,311.88
1592,2021Q3,Europe,Romania,634.0640000000001
1593,2021Q3,Europe,Russia,740.6
1594,2021Q3,Europe,San Marino,349.59999999999997
1595,2021Q3,Europe,Scotland,0.0
1596,2021Q3,Europe,Serbia,516.028
1597,2021Q3,Europe,Slovakia,535.44
1598,2021Q3,Europe,Slovenia,414.0
1599,2021Q3,Europe,Spain,273.24
1600,2021Q3,Europe,Sweden,204.24
1601,2021Q3,Europe,Switzerland,416.76000000000005
1602,2021Q3,Europe,Ukraine,809.6
1603,2021Q3,Europe,United Kingdom,233.68
1604,2021Q3,Europe,Vatican,0.0
1605,2021Q3,Europe,Wales,0.0
1606,2021Q3,North America,Anguilla,0.0
1607,2021Q3,North America,Antigua and Barbuda,349.59999999999997
1608,2021Q3,North America,Aruba,0.0
1609,2021Q3,North America,Bahamas,266.8
1610,2021Q3,North America,Barbados,533.6
1611,2021Q3,North America,Belize,119.60000000000001
1612,2021Q3,North America,Bermuda,0.0
1613,2021Q3,North America,Bonaire Sint Eustatius and Saba,0.0
1614,2021Q3,North America,British Virgin Islands,0.0
1615,2021Q3,North America,Canada,230.0
1616,2021Q3,North America,Cayman Islands,0.0
1617,2021Q3,North America,Costa Rica,103.96
1618,2021Q3,North America,Cuba,478.40000000000003
1619,2021Q3,North America,Curacao,0.0
1620,2021Q3,North America,Dominica,349.59999999999997
1621,2021Q3,North America,Dominican Republic,147.20000000000002
1622,2021Q3,North America,El Salvador,119.60000000000001
1623,2021Q3,North America,Greenland,0.0
1624,2021Q3,North America,Grenada,340.40000000000003
1625,2021Q3,North America,Guadeloupe,0.0
1626,2021Q3,North America,Guatemala,55.199999999999996
1627,2021Q3,North America,Haiti,64.39999999999999
1628,2021Q3,North America,Honduras,64.39999999999999
1629,2021Q3,North America,Jamaica,156.4
1630,2021Q3,North America,Martinique,0.0
1631,2021Q3,North America,Mexico,126.96
1632,2021Q3,North America,Montserrat,0.0
1633,2021Q3,North America,Nicaragua,82.8
1634,2021Q3,North America,Panama,211.6
1635,2021Q3,North America,Puerto Rico,0.0
1636,2021Q3,North America,Saint Barthelemy,0.0
1637,2021Q3,North America,Saint Kitts and Nevis,211.6
1638,2021Q3,North America,Saint Lucia,119.60000000000001
1639,2021Q3,North America,Saint Martin (French part),0.0
1640,2021Q3,North America,Saint Pierre and Miquelon,0.0
1641,2021Q3,North America,Saint Vincent and the Grenadines,239.20000000000002
1642,2021Q3,North America,Sint Maarten (Dutch part),0.0
1643,2021Q3,North America,Trinidad and Tobago,276.0
1644,2021Q3,North America,Turks and Caicos Islands,0.0
1645,2021Q3,North America,United States,254.84
1646,2021Q3,North America,United States Virgin Islands,0.0
1647,2021Q3,Oceania,American Samoa,0.0
1648,2021Q3,Oceania,Australia,353.28
1649,2021Q3,Oceania,Cook Islands,0.0
1650,2021Q3,Oceania,Fiji,211.6
1651,2021Q3,Oceania,French Polynesia,0.0
1652,2021Q3,Oceania,Guam,0.0
1653,2021Q3,Oceania,Kiribati,174.79999999999998
1654,2021Q3,Oceania,Marshall Islands,248.4
1655,2021Q3,Oceania,Micronesia (country),0.0
1656,2021Q3,Oceania,Nauru,460.0
1657,2021Q3,Oceania,New Caledonia,0.0
1658,2021Q3,Oceania,New Zealand,240.11999999999998
1659,2021Q3,Oceania,Niue,0.0
1660,2021Q3,Oceania,Northern Mariana Islands,0.0
1661,2021Q3,Oceania,Palau,441.59999999999997
1662,2021Q3,Oceania,Papua New Guinea,0.0
1663,2021Q3,Oceania,Pitcairn,0.0
1664,2021Q3,Oceania,Samoa,0.0
1665,2021Q3,Oceania,Solomon Islands,128.79999999999998
1666,2021Q3,Oceania,Tokelau,0.0
1667,2021Q3,Oceania,Tonga,239.20000000000002
1668,2021Q3,Oceania,Tuvalu,0.0
1669,2021Q3,Oceania,Vanuatu,0.0
1670,2021Q3,Oceania,Wallis and Futuna,0.0
1671,2021Q3,South America,Argentina,460.0
1672,2021Q3,South America,Bolivia,101.2
1673,2021Q3,South America,Brazil,202.4
1674,2021Q3,South America,Chile,194.11999999999998
1675,2021Q3,South America,Colombia,157.32
1676,2021Q3,South America,Ecuador,138.0
1677,2021Q3,South America,Falkland Islands,0.0
1678,2021Q3,South America,French Guiana,0.0
1679,2021Q3,South America,Guyana,147.20000000000002
1680,2021Q3,South America,Paraguay,119.60000000000001
1681,2021Q3,South America,Peru,147.20000000000002
1682,2021Q3,South America,Suriname,285.2
1683,2021Q3,South America,Uruguay,257.59999999999997
1684,2021Q3,South America,Venezuela,73.60000000000001
1685,2021Q4,Africa,Algeria,174.79999999999998
1686,2021Q4,Africa,Angola,0.0
1687,2021Q4,Africa,Benin,46.0
1688,2021Q4,Africa,Botswana,165.6
1689,2021Q4,Africa,Burkina Faso,36.800000000000004
1690,2021Q4,Africa,Burundi,73.60000000000001
1691,2021Q4,Africa,Cameroon,119.60000000000001
1692,2021Q4,Africa,Cape Verde,193.20000000000002
1693,2021Q4,Africa,Central African Republic,92.0
1694,2021Q4,Africa,Chad,0.0
1695,2021Q4,Africa,Comoros,202.4
1696,2021Q4,Africa,Congo,0.0
1697,2021Q4,Africa,Cote d'Ivoire,0.0
1698,2021Q4,Africa,Democratic Republic of Congo,0.0
1699,2021Q4,Africa,Djibouti,128.79999999999998
1700,2021Q4,Africa,Egypt,147.20000000000002
1701,2021Q4,Africa,Equatorial Guinea,193.20000000000002
1702,2021Q4,Africa,Eritrea,64.39999999999999
1703,2021Q4,Africa,Eswatini,193.20000000000002
1704,2021Q4,Africa,Ethiopia,27.599999999999998
1705,2021Q4,Africa,Gabon,579.6
1706,2021Q4,Africa,Gambia,101.2
1707,2021Q4,Africa,Ghana,82.8
1708,2021Q4,Africa,Guinea,27.599999999999998
1709,2021Q4,Africa,Guinea-Bissau,0.0
1710,2021Q4,Africa,Kenya,128.79999999999998
1711,2021Q4,Africa,Lesotho,0.0
1712,2021Q4,Africa,Liberia,73.60000000000001
1713,2021Q4,Africa,Libya,340.40000000000003
1714,2021Q4,Africa,Madagascar,18.400000000000002
1715,2021Q4,Africa,Malawi,119.60000000000001
1716,2021Q4,Africa,Mali,9.200000000000001
1717,2021Q4,Africa,Mauritania,0.0
1718,2021Q4,Africa,Mauritius,312.8
1719,2021Q4,Africa,Mayotte,0.0
1720,2021Q4,Africa,Morocco,101.2
1721,2021Q4,Africa,Mozambique,64.39999999999999
1722,2021Q4,Africa,Namibia,0.0
1723,2021Q4,Africa,Niger,27.599999999999998
1724,2021Q4,Africa,Nigeria,0.0
1725,2021Q4,Africa,Reunion,0.0
1726,2021Q4,Africa,Rwanda,0.0
1727,2021Q4,Africa,Saint Helena,0.0
1728,2021Q4,Africa,Sao Tome and Principe,266.8
1729,2021Q4,Africa,Senegal,0.0
1730,2021Q4,Africa,Seychelles,331.2
1731,2021Q4,Africa,Sierra Leone,0.0
1732,2021Q4,Africa,Somalia,82.8
1733,2021Q4,Africa,South Africa,213.44
1734,2021Q4,Africa,South Sudan,0.0
1735,2021Q4,Africa,Sudan,73.60000000000001
1736,2021Q4,Africa,Tanzania,64.39999999999999
1737,2021Q4,Africa,Togo,64.39999999999999
1738,2021Q4,Africa,Tunisia,211.6
1739,2021Q4,Africa,Uganda,46.0
1740,2021Q4,Africa,Zambia,184.0
1741,2021Q4,Africa,Zimbabwe,156.4
1742,2021Q4,Asia,Afghanistan,46.0
1743,2021Q4,Asia,Armenia,386.40000000000003
1744,2021Q4,Asia,Azerbaijan,432.40000000000003
1745,2021Q4,Asia,Bahrain,184.0
1746,2021Q4,Asia,Bangladesh,73.60000000000001
1747,2021Q4,Asia,Bhutan,156.4
1748,2021Q4,Asia,Brunei,248.4
1749,2021Q4,Asia,Cambodia,73.60000000000001
1750,2021Q4,Asia,China,399.28
1751,2021Q4,Asia,Georgia,239.20000000000002
1752,2021Q4,Asia,Hong Kong,0.0
1753,2021Q4,Asia,India,48.760000000000005
1754,2021Q4,Asia,Indonesia,95.68
1755,2021Q4,Asia,Iran,138.0
1756,2021Q4,Asia,Iraq,128.79999999999998
1757,2021Q4,Asia,Israel,275.08000000000004
1758,2021Q4,Asia,Japan,1200.6000000000001
1759,2021Q4,Asia,Jordan,128.79999999999998
1760,2021Q4,Asia,Kazakhstan,616.4
1761,2021Q4,Asia,Kuwait,184.0
1762,2021Q4,Asia,Kyrgyzstan,414.0
1763,2021Q4,Asia,Laos,138.0
1764,2021Q4,Asia,Lebanon,266.8
1765,2021Q4,Asia,Macao,0.0
1766,2021Q4,Asia,Malaysia,174.79999999999998
1767,2021Q4,Asia,Maldives,0.0
1768,2021Q4,Asia,Mongolia,644.0
1769,2021Q4,Asia,Myanmar,82.8
1770,2021Q4,Asia,Nepal,27.599999999999998
1771,2021Q4,Asia,North Korea,1214.3999999999999
1772,2021Q4,Asia,Northern Cyprus,0.0
1773,2021Q4,Asia,Oman,147.20000000000002
1774,2021Q4,Asia,Pakistan,55.199999999999996
1775,2021Q4,Asia,Palestine,0.0
1776,2021Q4,Asia,Philippines,92.0
1777,2021Q4,Asia,Qatar,110.39999999999999
1778,2021Q4,Asia,Saudi Arabia,248.4
1779,2021Q4,Asia,Singapore,220.79999999999998
1780,2021Q4,Asia,South Korea,1128.84
1781,2021Q4,Asia,Sri Lanka,331.2
1782,2021Q4,Asia,Syria,138.0
1783,2021Q4,Asia,Taiwan,0.0
1784,2021Q4,Asia,Tajikistan,441.59999999999997
1785,2021Q4,Asia,Thailand,193.20000000000002
1786,2021Q4,Asia,Timor,542.8000000000001
1787,2021Q4,Asia,Turkey,258.52
