,date,continent,location,cardiovasc_death_rate
1185,2021Q1,Oceania,Vanuatu,49166.99999999999
1186,2021Q1,Oceania,Wallis and Futuna,0.0
1187,2021Q1,South America,Argentina,17192.88
1188,2021Q1,South America,Bolivia,18386.91
1189,2021Q1,South America,Brazil,16016.490000000002
1190,2021Q1,South America,Chile,11519.369999999999
1191,2021Q1,South America,Colombia,11181.6
1192,2021Q1,South America,Ecuador,12640.320000000002
1193,2021Q1,South America,Falkland Islands,0.0
1194,2021Q1,South America,French Guiana,0.0
1195,2021Q1,South America,Guyana,33584.31
1196,2021Q1,South America,Paraguay,17921.52
1197,2021Q1,South America,Peru,7717.95
1198,2021Q1,South America,Suriname,23248.260000000002
1199,2021Q1,South America,Uruguay,14463.72
1200,2021Q1,South America,Venezuela,18436.5
1201,2021Q2,Africa,Algeria,25331.123999999996
1202,2021Q2,Africa,Angola,25120.095
1203,2021Q2,Africa,Benin,21462.168
1204,2021Q2,Africa,Botswana,21600.852000000003
1205,2021Q2,Africa,Burkina Faso,24483.368
1206,2021Q2,Africa,Burundi,26669.188
1207,2021Q2,Africa,Cameroon,22264.151
1208,2021Q2,Africa,Cape Verde,16581.929
1209,2021Q2,Africa,Central African Republic,39651.157
1210,2021Q2,Africa,Chad,25570.545000000002
1211,2021Q2,Africa,Comoros,23797.956000000002
1212,2021Q2,Africa,Congo,31312.554
1213,2021Q2,Africa,Cote d'Ivoire,27640.34
1214,2021Q2,Africa,Democratic Republic of Congo,29024.359
1215,2021Q2,Africa,Djibouti,23481.367
1216,2021Q2,Africa,Egypt,47814.312
1217,2021Q2,Africa,Equatorial Guinea,18455.892
1218,2021Q2,Africa,Eritrea,28311.010000000002
1219,2021Q2,Africa,Eswatini,30342.676
1220,2021Q2,Africa,Ethiopia,16619.694
1221,2021Q2,Africa,Gabon,23656.997
1222,2021Q2,Africa,Gambia,30160.13
1223,2021Q2,Africa,Ghana,27140.295000000002
1224,2021Q2,Africa,Guinea,30641.247
1225,2021Q2,Africa,Guinea-Bissau,34805.134
1226,2021Q2,Africa,Kenya,19895.967
1227,2021Q2,Africa,Lesotho,36866.466
1228,2021Q2,Africa,Liberia,24798.319000000003
1229,2021Q2,Africa,Libya,31109.442000000003
1230,2021Q2,Africa,Madagascar,36945.454000000005
1231,2021Q2,Africa,Malawi,20688.759
1232,2021Q2,Africa,Mali,24390.184
1233,2021Q2,Africa,Mauritania,21143.577
1234,2021Q2,Africa,Mauritius,20442.604
1235,2021Q2,Africa,Mayotte,0.0
1236,2021Q2,Africa,Morocco,38142.286
1237,2021Q2,Africa,Mozambique,30024.722
1238,2021Q2,Africa,Namibia,22186.801
1239,2021Q2,Africa,Niger,21688.849
1240,2021Q2,Africa,Nigeria,16472.183
1241,2021Q2,Africa,Reunion,0.0
1242,2021Q2,Africa,Rwanda,17415.125
1243,2021Q2,Africa,Saint Helena,0.0
1244,2021Q2,Africa,Sao Tome and Principe,24580.283
1245,2021Q2,Africa,Senegal,21950.929
1246,2021Q2,Africa,Seychelles,22080.968
1247,2021Q2,Africa,Sierra Leone,29640.611
1248,2021Q2,Africa,Somalia,33284.979
1249,2021Q2,Africa,South Africa,18234.579999999998
1250,2021Q2,Africa,South Sudan,25550.524999999998
1251,2021Q2,Africa,Sudan,39256.308
1252,2021Q2,Africa,Tanzania,19773.208000000002
1253,2021Q2,Africa,Togo,25483.003
1254,2021Q2,Africa,Tunisia,29028.180999999997
1255,2021Q2,Africa,Uganda,19413.303
1256,2021Q2,Africa,Zambia,21339.409
1257,2021Q2,Africa,Zimbabwe,28013.986
1258,2021Q2,Asia,Afghanistan,54329.639
1259,2021Q2,Asia,Armenia,31031.91
1260,2021Q2,Asia,Azerbaijan,50942.892
1261,2021Q2,Asia,Bahrain,13803.698999999999
1262,2021Q2,Asia,Bangladesh,27118.272999999997
1263,2021Q2,Asia,Bhutan,19753.006
1264,2021Q2,Asia,Brunei,18316.935
1265,2021Q2,Asia,Cambodia,24651.172
1266,2021Q2,Asia,China,23832.809
1267,2021Q2,Asia,Georgia,45155.838
1268,2021Q2,Asia,Hong Kong,0.0
1269,2021Q2,Asia,India,25687.479999999996
1270,2021Q2,Asia,Indonesia,31200.623999999996
1271,2021Q2,Asia,Iran,24598.028
1272,2021Q2,Asia,Iraq,19893.692
1273,2021Q2,Asia,Israel,8492.119999999999
1274,2021Q2,Asia,Japan,7222.67
1275,2021Q2,Asia,Jordan,18951.387
1276,2021Q2,Asia,Kazakhstan,42478.072
1277,2021Q2,Asia,Kuwait,12033.385000000002
1278,2021Q2,Asia,Kyrgyzstan,39708.942
1279,2021Q2,Asia,Laos,33498.101
1280,2021Q2,Asia,Lebanon,24259.781
1281,2021Q2,Asia,Macao,0.0
1282,2021Q2,Asia,Malaysia,23745.722
1283,2021Q2,Asia,Maldives,15006.355
1284,2021Q2,Asia,Mongolia,41863.913
1285,2021Q2,Asia,Myanmar,18391.464
1286,2021Q2,Asia,Nepal,23732.527000000002
1287,2021Q2,Asia,North Korea,29272.970999999998
1288,2021Q2,Asia,Northern Cyprus,0.0
1289,2021Q2,Asia,Oman,24237.122
1290,2021Q2,Asia,Pakistan,38495.821
1291,2021Q2,Asia,Palestine,24197.81
1292,2021Q2,Asia,Philippines,33709.767
1293,2021Q2,Asia,Qatar,16078.789999999999
1294,2021Q2,Asia,Saudi Arabia,23617.958000000002
1295,2021Q2,Asia,Singapore,8394.113
1296,2021Q2,Asia,South Korea,7825.818
1297,2021Q2,Asia,Sri Lanka,17935.463
1298,2021Q2,Asia,Syria,34240.024
1299,2021Q2,Asia,Taiwan,9460.087
1300,2021Q2,Asia,Tajikistan,38920.518
1301,2021Q2,Asia,Thailand,9997.351
1302,2021Q2,Asia,Timor,30516.486
1303,2021Q2,Asia,Turkey,15586.935
1304,2021Q2,Asia,Turkmenistan,48847.253000000004
1305,2021Q2,Asia,United Arab Emirates,28923.44
1306,2021Q2,Asia,Uzbekistan,65921.947
1307,2021Q2,Asia,Vietnam,22337.315
1308,2021Q2,Asia,Yemen,45045.273
1309,2021Q2,Europe,Albania,27681.745
1310,2021Q2,Europe,Andorra,9931.285
1311,2021Q2,Europe,Austria,13211.652999999998
1312,2021Q2,Europe,Belarus,40324.739
1313,2021Q2,Europe,Belgium,10455.717999999999
1314,2021Q2,Europe,Bosnia and Herzegovina,29996.785
1315,2021Q2,Europe,Bulgaria,38646.608
1316,2021Q2,Europe,Croatia,23094.162
1317,2021Q2,Europe,Cyprus,12846.561
1318,2021Q2,Europe,Czechia,20701.135000000002
1319,2021Q2,Europe,Denmark,10443.797
1320,2021Q2,Europe,England,0.0
1321,2021Q2,Europe,Estonia,23256.779
1322,2021Q2,Europe,Faeroe Islands,0.0
1323,2021Q2,Europe,Finland,13969.137
1324,2021Q2,Europe,France,7831.46
1325,2021Q2,Europe,Germany,14208.649000000001
1326,2021Q2,Europe,Gibraltar,0.0
1327,2021Q2,Europe,Greece,15988.244999999999
1328,2021Q2,Europe,Guernsey,0.0
1329,2021Q2,Europe,Hungary,25324.935999999998
1330,2021Q2,Europe,Iceland,10737.272
1331,2021Q2,Europe,Ireland,11507.769
1332,2021Q2,Europe,Isle of Man,0.0
1333,2021Q2,Europe,Italy,10296.741
1334,2021Q2,Europe,Jersey,0.0
1335,2021Q2,Europe,Kosovo,0.0
1336,2021Q2,Europe,Latvia,31855.46
1337,2021Q2,Europe,Liechtenstein,0.0
1338,2021Q2,Europe,Lithuania,31211.998999999996
1339,2021Q2,Europe,Luxembourg,11673.025
1340,2021Q2,Europe,Malta,15352.701000000001
1341,2021Q2,Europe,Moldova,37173.682
1342,2021Q2,Europe,Monaco,0.0
1343,2021Q2,Europe,Montenegro,35244.755
1344,2021Q2,Europe,Netherlands,9951.851
1345,2021Q2,Europe,North Macedonia,29364.608
1346,2021Q2,Europe,Northern Ireland,0.0
1347,2021Q2,Europe,Norway,10402.756
1348,2021Q2,Europe,Poland,20687.121
1349,2021Q2,Europe,Portugal,11633.622
1350,2021Q2,Europe,Romania,33756.086
1351,2021Q2,Europe,Russia,39248.027
1352,2021Q2,Europe,San Marino,0.0
1353,2021Q2,Europe,Scotland,0.0
1354,2021Q2,Europe,Serbia,39986.765
1355,2021Q2,Europe,Slovakia,26204.269
1356,2021Q2,Europe,Slovenia,13967.863
1357,2021Q2,Europe,Spain,9045.673
1358,2021Q2,Europe,Sweden,12192.362
1359,2021Q2,Europe,Switzerland,9076.249
1360,2021Q2,Europe,Ukraine,49126.259000000005
1361,2021Q2,Europe,United Kingdom,11114.467
1362,2021Q2,Europe,Vatican,0.0
1363,2021Q2,Europe,Wales,0.0
1364,2021Q2,North America,Anguilla,0.0
1365,2021Q2,North America,Antigua and Barbuda,17427.501
1366,2021Q2,North America,Aruba,0.0
1367,2021Q2,North America,Bahamas,21471.814000000002
1368,2021Q2,North America,Barbados,15474.550000000001
1369,2021Q2,North America,Belize,16103.087
1370,2021Q2,North America,Bermuda,12698.777
1371,2021Q2,North America,Bonaire Sint Eustatius and Saba,0.0
1372,2021Q2,North America,British Virgin Islands,0.0
1373,2021Q2,North America,Canada,9609.509
1374,2021Q2,North America,Cayman Islands,0.0
1375,2021Q2,North America,Costa Rica,12555.543000000001
1376,2021Q2,North America,Cuba,17378.088
1377,2021Q2,North America,Curacao,0.0
1378,2021Q2,North America,Dominica,20691.216
1379,2021Q2,North America,Dominican Republic,24265.423000000003
1380,2021Q2,North America,El Salvador,15223.845
1381,2021Q2,North America,Greenland,18194.631
1382,2021Q2,North America,Grenada,22200.724
1383,2021Q2,North America,Guadeloupe,0.0
1384,2021Q2,North America,Guatemala,14186.717999999999
1385,2021Q2,North America,Haiti,39179.868
1386,2021Q2,North America,Honduras,21858.928
1387,2021Q2,North America,Jamaica,18794.867000000002
1388,2021Q2,North America,Martinique,0.0
1389,2021Q2,North America,Mexico,13903.252999999999
1390,2021Q2,North America,Montserrat,0.0
1391,2021Q2,North America,Nicaragua,12468.455999999998
1392,2021Q2,North America,Panama,11679.486
1393,2021Q2,North America,Puerto Rico,9836.554
1394,2021Q2,North America,Saint Barthelemy,0.0
1395,2021Q2,North America,Saint Kitts and Nevis,0.0
1396,2021Q2,North America,Saint Lucia,18620.420000000002
1397,2021Q2,North America,Saint Martin (French part),0.0
1398,2021Q2,North America,Saint Pierre and Miquelon,0.0
1399,2021Q2,North America,Saint Vincent and the Grenadines,22993.425
1400,2021Q2,North America,Sint Maarten (Dutch part),0.0
1401,2021Q2,North America,Trinidad and Tobago,20790.497
1402,2021Q2,North America,Turks and Caicos Islands,0.0
1403,2021Q2,North America,United States,13749.099
1404,2021Q2,North America,United States Virgin Islands,24903.97
1405,2021Q2,Oceania,American Samoa,25821.25
1406,2021Q2,Oceania,Australia,9808.981
1407,2021Q2,Oceania,Cook Islands,0.0
1408,2021Q2,Oceania,Fiji,37566.62
1409,2021Q2,Oceania,French Polynesia,0.0
1410,2021Q2,Oceania,Guam,28255.136
1411,2021Q2,Oceania,Kiribati,39553.787
1412,2021Q2,Oceania,Marshall Islands,50759.163
1413,2021Q2,Oceania,Micronesia (country),41345.213
1414,2021Q2,Oceania,Nauru,0.0
1415,2021Q2,Oceania,New Caledonia,0.0
1416,2021Q2,Oceania,New Zealand,11720.527
1417,2021Q2,Oceania,Niue,0.0
1418,2021Q2,Oceania,Northern Mariana Islands,17744.454
1419,2021Q2,Oceania,Palau,0.0
1420,2021Q2,Oceania,Papua New Guinea,51095.954000000005
1421,2021Q2,Oceania,Pitcairn,0.0
1422,2021Q2,Oceania,Samoa,31756.907
1423,2021Q2,Oceania,Solomon Islands,41839.979999999996
1424,2021Q2,Oceania,Tokelau,0.0
1425,2021Q2,Oceania,Tonga,20701.59
1426,2021Q2,Oceania,Tuvalu,0.0
1427,2021Q2,Oceania,Vanuatu,49713.299999999996
1428,2021Q2,Oceania,Wallis and Futuna,0.0
1429,2021Q2,South America,Argentina,17383.912
1430,2021Q2,South America,Bolivia,18591.209
1431,2021Q2,South America,Brazil,16194.451000000001
1432,2021Q2,South America,Chile,11647.363
1433,2021Q2,South America,Colombia,11305.84
1434,2021Q2,South America,Ecuador,12780.768
1435,2021Q2,South America,Falkland Islands,0.0
1436,2021Q2,South America,French Guiana,0.0
1437,2021Q2,South America,Guyana,33957.469
1438,2021Q2,South America,Paraguay,18120.647999999997
1439,2021Q2,South America,Peru,7803.705
1440,2021Q2,South America,Suriname,23506.574
1441,2021Q2,South America,Uruguay,14624.428
1442,2021Q2,South America,Venezuela,18641.35
1443,2021Q3,Africa,Algeria,25609.487999999998
1444,2021Q3,Africa,Angola,25396.140000000003
1445,2021Q3,Africa,Benin,21698.016
1446,2021Q3,Africa,Botswana,21838.224000000002
1447,2021Q3,Africa,Burkina Faso,24752.416
1448,2021Q3,Africa,Burundi,26962.255999999998
1449,2021Q3,Africa,Cameroon,22508.812
1450,2021Q3,Africa,Cape Verde,16764.148
1451,2021Q3,Africa,Central African Republic,40086.884
1452,2021Q3,Africa,Chad,25851.54
1453,2021Q3,Africa,Comoros,24059.472
1454,2021Q3,Africa,Congo,31656.648
1455,2021Q3,Africa,Cote d'Ivoire,27944.08
1456,2021Q3,Africa,Democratic Republic of Congo,29343.308
1457,2021Q3,Africa,Djibouti,23739.404
1458,2021Q3,Africa,Egypt,48339.744
1459,2021Q3,Africa,Equatorial Guinea,18658.704
1460,2021Q3,Africa,Eritrea,28622.120000000003
1461,2021Q3,Africa,Eswatini,30676.111999999997
1462,2021Q3,Africa,Ethiopia,16802.327999999998
1463,2021Q3,Africa,Gabon,23916.964
1464,2021Q3,Africa,Gambia,30491.56
1465,2021Q3,Africa,Ghana,27438.54
1466,2021Q3,Africa,Guinea,30977.964
1467,2021Q3,Africa,Guinea-Bissau,35187.608
1468,2021Q3,Africa,Kenya,20114.604
1469,2021Q3,Africa,Lesotho,37271.592
1470,2021Q3,Africa,Liberia,25070.828
1471,2021Q3,Africa,Libya,31451.304000000004
1472,2021Q3,Africa,Madagascar,37351.448000000004
1473,2021Q3,Africa,Malawi,20916.108
1474,2021Q3,Africa,Mali,24658.208
1475,2021Q3,Africa,Mauritania,21375.924
1476,2021Q3,Africa,Mauritius,20667.248
1477,2021Q3,Africa,Mayotte,0.0
1478,2021Q3,Africa,Morocco,38561.432
1479,2021Q3,Africa,Mozambique,30354.664
1480,2021Q3,Africa,Namibia,22430.612
1481,2021Q3,Africa,Niger,21927.188
1482,2021Q3,Africa,Nigeria,16653.196
1483,2021Q3,Africa,Reunion,0.0
1484,2021Q3,Africa,Rwanda,17606.5
1485,2021Q3,Africa,Saint Helena,0.0
1486,2021Q3,Africa,Sao Tome and Principe,24850.396
1487,2021Q3,Africa,Senegal,22192.148
1488,2021Q3,Africa,Seychelles,22323.615999999998
1489,2021Q3,Africa,Sierra Leone,29966.332000000002
1490,2021Q3,Africa,Somalia,33650.748
1491,2021Q3,Africa,South Africa,18434.96
1492,2021Q3,Africa,South Sudan,25831.3
1493,2021Q3,Africa,Sudan,39687.695999999996
1494,2021Q3,Africa,Tanzania,19990.496
1495,2021Q3,Africa,Togo,25763.036
1496,2021Q3,Africa,Tunisia,29347.172
1497,2021Q3,Africa,Uganda,19626.636
1498,2021Q3,Africa,Zambia,21573.908
1499,2021Q3,Africa,Zimbabwe,28321.832000000002
1500,2021Q3,Asia,Afghanistan,54926.668
1501,2021Q3,Asia,Armenia,31372.92
1502,2021Q3,Asia,Azerbaijan,51502.704
1503,2021Q3,Asia,Bahrain,13955.387999999999
1504,2021Q3,Asia,Bangladesh,27416.275999999998
1505,2021Q3,Asia,Bhutan,19970.072
1506,2021Q3,Asia,Brunei,18518.22
1507,2021Q3,Asia,Cambodia,24922.064
1508,2021Q3,Asia,China,24094.708
1509,2021Q3,Asia,Georgia,45652.056000000004
1510,2021Q3,Asia,Hong Kong,0.0
1511,2021Q3,Asia,India,25969.76
1512,2021Q3,Asia,Indonesia,31543.487999999998
1513,2021Q3,Asia,Iran,24868.336
1514,2021Q3,Asia,Iraq,20112.304
1515,2021Q3,Asia,Israel,8585.439999999999
1516,2021Q3,Asia,Japan,7302.040000000001
1517,2021Q3,Asia,Jordan,19159.644
1518,2021Q3,Asia,Kazakhstan,42944.863999999994
1519,2021Q3,Asia,Kuwait,12165.62
1520,2021Q3,Asia,Kyrgyzstan,40145.304000000004
1521,2021Q3,Asia,Laos,33866.212
1522,2021Q3,Asia,Lebanon,24526.372
1523,2021Q3,Asia,Macao,0.0
1524,2021Q3,Asia,Malaysia,24006.664
1525,2021Q3,Asia,Maldives,15171.26
1526,2021Q3,Asia,Mongolia,42323.956
1527,2021Q3,Asia,Myanmar,18593.568000000003
1528,2021Q3,Asia,Nepal,23993.324
1529,2021Q3,Asia,North Korea,29594.652
1530,2021Q3,Asia,Northern Cyprus,0.0
1531,2021Q3,Asia,Oman,24503.464
1532,2021Q3,Asia,Pakistan,38918.852
1533,2021Q3,Asia,Palestine,24463.72
1534,2021Q3,Asia,Philippines,34080.204
1535,2021Q3,Asia,Qatar,16255.48
1536,2021Q3,Asia,Saudi Arabia,23877.496
1537,2021Q3,Asia,Singapore,8486.356
1538,2021Q3,Asia,South Korea,7911.816000000001
1539,2021Q3,Asia,Sri Lanka,18132.556
1540,2021Q3,Asia,Syria,34616.288
1541,2021Q3,Asia,Taiwan,9564.044
1542,2021Q3,Asia,Tajikistan,39348.216
1543,2021Q3,Asia,Thailand,10107.212
1544,2021Q3,Asia,Timor,30851.832000000002
1545,2021Q3,Asia,Turkey,15758.22
1546,2021Q3,Asia,Turkmenistan,49384.036
1547,2021Q3,Asia,United Arab Emirates,29241.28
1548,2021Q3,Asia,Uzbekistan,66646.364
1549,2021Q3,Asia,Vietnam,22582.78
1550,2021Q3,Asia,Yemen,45540.276
1551,2021Q3,Europe,Albania,27985.94
1552,2021Q3,Europe,Andorra,10040.42
1553,2021Q3,Europe,Austria,13356.836
1554,2021Q3,Europe,Belarus,40767.868
1555,2021Q3,Europe,Belgium,10570.616
1556,2021Q3,Europe,Bosnia and Herzegovina,30326.42
1557,2021Q3,Europe,Bulgaria,39071.296
1558,2021Q3,Europe,Croatia,23347.944
1559,2021Q3,Europe,Cyprus,12987.732
1560,2021Q3,Europe,Czechia,20928.620000000003
1561,2021Q3,Europe,Denmark,10558.564
1562,2021Q3,Europe,England,0.0
1563,2021Q3,Europe,Estonia,23512.347999999998
1564,2021Q3,Europe,Faeroe Islands,0.0
1565,2021Q3,Europe,Finland,14122.644
1566,2021Q3,Europe,France,7917.52
1567,2021Q3,Europe,Germany,14364.788
1568,2021Q3,Europe,Gibraltar,0.0
1569,2021Q3,Europe,Greece,16163.939999999999
1570,2021Q3,Europe,Guernsey,0.0
1571,2021Q3,Europe,Hungary,25603.232
1572,2021Q3,Europe,Iceland,10855.264000000001
1573,2021Q3,Europe,Ireland,11634.228000000001
1574,2021Q3,Europe,Isle of Man,0.0
1575,2021Q3,Europe,Italy,10409.892
1576,2021Q3,Europe,Jersey,0.0
1577,2021Q3,Europe,Kosovo,0.0
1578,2021Q3,Europe,Latvia,32205.52
1579,2021Q3,Europe,Liechtenstein,0.0
1580,2021Q3,Europe,Lithuania,31554.987999999998
1581,2021Q3,Europe,Luxembourg,11801.300000000001
1582,2021Q3,Europe,Malta,15521.412
1583,2021Q3,Europe,Moldova,37582.184
1584,2021Q3,Europe,Monaco,0.0
1585,2021Q3,Europe,Montenegro,35632.06
1586,2021Q3,Europe,Netherlands,10061.212
1587,2021Q3,Europe,North Macedonia,29687.296
1588,2021Q3,Europe,Northern Ireland,0.0
1589,2021Q3,Europe,Norway,10517.072
1590,2021Q3,Europe,Poland,20914.451999999997
1591,2021Q3,Europe,Portugal,11761.464
1592,2021Q3,Europe,Romania,34127.032
1593,2021Q3,Europe,Russia,39679.324
1594,2021Q3,Europe,San Marino,0.0
1595,2021Q3,Europe,Scotland,0.0
1596,2021Q3,Europe,Serbia,40426.18
1597,2021Q3,Europe,Slovakia,26492.228
1598,2021Q3,Europe,Slovenia,14121.356
1599,2021Q3,Europe,Spain,9145.076000000001
1600,2021Q3,Europe,Sweden,12326.344
1601,2021Q3,Europe,Switzerland,9175.988000000001
1602,2021Q3,Europe,Ukraine,49666.10800000001
1603,2021Q3,Europe,United Kingdom,11236.604
1604,2021Q3,Europe,Vatican,0.0
1605,2021Q3,Europe,Wales,0.0
1606,2021Q3,North America,Anguilla,0.0
1607,2021Q3,North America,Antigua and Barbuda,17619.012
1608,2021Q3,North America,Aruba,0.0
1609,2021Q3,North America,Bahamas,21707.768
1610,2021Q3,North America,Barbados,15644.6
1611,2021Q3,North America,Belize,16280.044
1612,2021Q3,North America,Bermuda,12838.324
1613,2021Q3,North America,Bonaire Sint Eustatius and Saba,0.0
1614,2021Q3,North America,British Virgin Islands,0.0
1615,2021Q3,North America,Canada,9715.108
1616,2021Q3,North America,Cayman Islands,0.0
1617,2021Q3,North America,Costa Rica,12693.516000000001
1618,2021Q3,North America,Cuba,17569.056
1619,2021Q3,North America,Curacao,0.0
1620,2021Q3,North America,Dominica,20918.592
1621,2021Q3,North America,Dominican Republic,24532.076
1622,2021Q3,North America,El Salvador,15391.14
1623,2021Q3,North America,Greenland,18394.572
1624,2021Q3,North America,Grenada,22444.688
1625,2021Q3,North America,Guadeloupe,0.0
1626,2021Q3,North America,Guatemala,14342.616
1627,2021Q3,North America,Haiti,39610.416
1628,2021Q3,North America,Honduras,22099.136
1629,2021Q3,North America,Jamaica,19001.404000000002
1630,2021Q3,North America,Martinique,0.0
1631,2021Q3,North America,Mexico,14056.035999999998
1632,2021Q3,North America,Montserrat,0.0
1633,2021Q3,North America,Nicaragua,12605.472
1634,2021Q3,North America,Panama,11807.832
1635,2021Q3,North America,Puerto Rico,9944.648
1636,2021Q3,North America,Saint Barthelemy,0.0
1637,2021Q3,North America,Saint Kitts and Nevis,0.0
1638,2021Q3,North America,Saint Lucia,18825.04
1639,2021Q3,North America,Saint Martin (French part),0.0
1640,2021Q3,North America,Saint Pierre and Miquelon,0.0
1641,2021Q3,North America,Saint Vincent and the Grenadines,23246.100000000002
1642,2021Q3,North America,Sint Maarten (Dutch part),0.0
1643,2021Q3,North America,Trinidad and Tobago,21018.964
1644,2021Q3,North America,Turks and Caicos Islands,0.0
1645,2021Q3,North America,United States,13900.188
1646,2021Q3,North America,United States Virgin Islands,25177.640000000003
1647,2021Q3,Oceania,American Samoa,26105.0
1648,2021Q3,Oceania,Australia,9916.771999999999
1649,2021Q3,Oceania,Cook Islands,0.0
1650,2021Q3,Oceania,Fiji,37979.44
1651,2021Q3,Oceania,French Polynesia,0.0
1652,2021Q3,Oceania,Guam,28565.631999999998
1653,2021Q3,Oceania,Kiribati,39988.443999999996
1654,2021Q3,Oceania,Marshall Islands,51316.956
1655,2021Q3,Oceania,Micronesia (country),41799.556000000004
1656,2021Q3,Oceania,Nauru,0.0
1657,2021Q3,Oceania,New Caledonia,0.0
1658,2021Q3,Oceania,New Zealand,11849.324
1659,2021Q3,Oceania,Niue,0.0
1660,2021Q3,Oceania,Northern Mariana Islands,17939.448
1661,2021Q3,Oceania,Palau,0.0
1662,2021Q3,Oceania,Papua New Guinea,51657.448000000004
1663,2021Q3,Oceania,Pitcairn,0.0
1664,2021Q3,Oceania,Samoa,32105.884
1665,2021Q3,Oceania,Solomon Islands,42299.759999999995
1666,2021Q3,Oceania,Tokelau,0.0
1667,2021Q3,Oceania,Tonga,20929.08
1668,2021Q3,Oceania,Tuvalu,0.0
1669,2021Q3,Oceania,Vanuatu,50259.6
1670,2021Q3,Oceania,Wallis and Futuna,0.0
1671,2021Q3,South America,Argentina,17574.944
1672,2021Q3,South America,Bolivia,18795.508
1673,2021Q3,South America,Brazil,16372.412
1674,2021Q3,South America,Chile,11775.356
1675,2021Q3,South America,Colombia,11430.08
1676,2021Q3,South America,Ecuador,12921.216
1677,2021Q3,South America,Falkland Islands,0.0
1678,2021Q3,South America,French Guiana,0.0
1679,2021Q3,South America,Guyana,34330.628
1680,2021Q3,South America,Paraguay,18319.775999999998
1681,2021Q3,South America,Peru,7889.459999999999
1682,2021Q3,South America,Suriname,23764.888000000003
1683,2021Q3,South America,Uruguay,14785.136
1684,2021Q3,South America,Venezuela,18846.2
1685,2021Q4,Africa,Algeria,25609.487999999998
1686,2021Q4,Africa,Angola,25396.140000000003
1687,2021Q4,Africa,Benin,21698.016
1688,2021Q4,Africa,Botswana,21838.224000000002
1689,2021Q4,Africa,Burkina Faso,24752.416
1690,2021Q4,Africa,Burundi,26962.255999999998
1691,2021Q4,Africa,Cameroon,22508.812
1692,2021Q4,Africa,Cape Verde,16764.148
1693,2021Q4,Africa,Central African Republic,40086.884
1694,2021Q4,Africa,Chad,25851.54
1695,2021Q4,Africa,Comoros,24059.472
1696,2021Q4,Africa,Congo,31656.648
1697,2021Q4,Africa,Cote d'Ivoire,27944.08
1698,2021Q4,Africa,Democratic Republic of Congo,29343.308
1699,2021Q4,Africa,Djibouti,23739.404
1700,2021Q4,Africa,Egypt,48339.744
1701,2021Q4,Africa,Equatorial Guinea,18658.704
1702,2021Q4,Africa,Eritrea,28622.120000000003
1703,2021Q4,Africa,Eswatini,30676.111999999997
1704,2021Q4,Africa,Ethiopia,16802.327999999998
1705,2021Q4,Africa,Gabon,23916.964
1706,2021Q4,Africa,Gambia,30491.56
1707,2021Q4,Africa,Ghana,27438.54
1708,2021Q4,Africa,Guinea,30977.964
1709,2021Q4,Africa,Guinea-Bissau,35187.608
1710,2021Q4,Africa,Kenya,20114.604
1711,2021Q4,Africa,Lesotho,37271.592
1712,2021Q4,Africa,Liberia,25070.828
1713,2021Q4,Africa,Libya,31451.304000000004
1714,2021Q4,Africa,Madagascar,37351.448000000004
1715,2021Q4,Africa,Malawi,20916.108
1716,2021Q4,Africa,Mali,24658.208
1717,2021Q4,Africa,Mauritania,21375.924
1718,2021Q4,Africa,Mauritius,20667.248
1719,2021Q4,Africa,Mayotte,0.0
1720,2021Q4,Africa,Morocco,38561.432
1721,2021Q4,Africa,Mozambique,30354.664
1722,2021Q4,Africa,Namibia,22430.612
1723,2021Q4,Africa,Niger,21927.188
1724,2021Q4,Africa,Nigeria,16653.196
1725,2021Q4,Africa,Reunion,0.0
1726,2021Q4,Africa,Rwanda,17606.5
1727,2021Q4,Africa,Saint Helena,0.0
1728,2021Q4,Africa,Sao Tome and Principe,24850.396
1729,2021Q4,Africa,Senegal,22192.148
1730,2021Q4,Africa,Seychelles,22323.615999999998
1731,2021Q4,Africa,Sierra Leone,29966.332000000002
1732,2021Q4,Africa,Somalia,33650.748
1733,2021Q4,Africa,South Africa,18434.96
1734,2021Q4,Africa,South Sudan,25831.3
1735,2021Q4,Africa,Sudan,39687.695999999996
1736,2021Q4,Africa,Tanzania,19990.496
1737,2021Q4,Africa,Togo,25763.036
1738,2021Q4,Africa,Tunisia,29347.172
1739,2021Q4,Africa,Uganda,19626.636
1740,2021Q4,Africa,Zambia,21573.908
1741,2021Q4,Africa,Zimbabwe,28321.832000000002
1742,2021Q4,Asia,Afghanistan,54926.668
1743,2021Q4,Asia,Armenia,31372.92
1744,2021Q4,Asia,Azerbaijan,51502.704
1745,2021Q4,Asia,Bahrain,13955.387999999999
1746,2021Q4,Asia,Bangladesh,27416.275999999998
1747,2021Q4,Asia,Bhutan,19970.072
1748,2021Q4,Asia,Brunei,18518.22
1749,2021Q4,Asia,Cambodia,24922.064
1750,2021Q4,Asia,China,24094.708
1751,2021Q4,Asia,Georgia,45652.056000000004
1752,2021Q4,Asia,Hong Kong,0.0
1753,2021Q4,Asia,India,25969.76
1754,2021Q4,Asia,Indonesia,31543.487999999998
1755,2021Q4,Asia,Iran,24868.336
1756,2021Q4,Asia,Iraq,20112.304
1757,2021Q4,Asia,Israel,8585.439999999999
