,date,continent,location,population_density
1180,2021Q1,Oceania,Samoa,6247.17
1181,2021Q1,Oceania,Solomon Islands,1965.69
1182,2021Q1,Oceania,Tokelau,0.0
1183,2021Q1,Oceania,Tonga,13502.519999999999
1184,2021Q1,Oceania,Tuvalu,33576.03
1185,2021Q1,Oceania,Vanuatu,2039.58
1186,2021Q1,Oceania,Wallis and Futuna,0.0
1187,2021Q1,South America,Argentina,1455.93
1188,2021Q1,South America,Bolivia,918.18
1189,2021Q1,South America,Brazil,2253.6
1190,2021Q1,South America,Chile,2185.38
1191,2021Q1,South America,Colombia,3980.0699999999997
1192,2021Q1,South America,Ecuador,6024.509999999999
1193,2021Q1,South America,Falkland Islands,0.0
1194,2021Q1,South America,French Guiana,0.0
1195,2021Q1,South America,Guyana,355.68
1196,2021Q1,South America,Paraguay,1542.9599999999998
1197,2021Q1,South America,Peru,2261.61
1198,2021Q1,South America,Suriname,325.08
1199,2021Q1,South America,Uruguay,1777.5900000000001
1200,2021Q1,South America,Venezuela,3262.77
1201,2021Q2,Africa,Algeria,1578.668
1202,2021Q2,Africa,Angola,2173.9900000000002
1203,2021Q2,Africa,Benin,9019.01
1204,2021Q2,Africa,Botswana,368.00399999999996
1205,2021Q2,Africa,Burkina Faso,6383.741
1206,2021Q2,Africa,Burundi,38498.642
1207,2021Q2,Africa,Cameroon,4630.535
1208,2021Q2,Africa,Cape Verde,12337.78
1209,2021Q2,Africa,Central African Republic,680.589
1210,2021Q2,Africa,Chad,1076.803
1211,2021Q2,Africa,Comoros,39799.032
1212,2021Q2,Africa,Congo,1401.855
1213,2021Q2,Africa,Cote d'Ivoire,6952.309
1214,2021Q2,Africa,Democratic Republic of Congo,3264.9889999999996
1215,2021Q2,Africa,Djibouti,3756.9349999999995
1216,2021Q2,Africa,Egypt,8917.909
1217,2021Q2,Africa,Equatorial Guinea,4112.654
1218,2021Q2,Africa,Eritrea,4031.664
1219,2021Q2,Africa,Eswatini,7233.772000000001
1220,2021Q2,Africa,Ethiopia,9551.087
1221,2021Q2,Africa,Gabon,715.169
1222,2021Q2,Africa,Gambia,18888.506
1223,2021Q2,Africa,Ghana,11531.429
1224,2021Q2,Africa,Guinea,4709.705
1225,2021Q2,Africa,Guinea-Bissau,6023.381
1226,2021Q2,Africa,Kenya,7946.4839999999995
1227,2021Q2,Africa,Lesotho,6694.142
1228,2021Q2,Africa,Liberia,4470.557
1229,2021Q2,Africa,Libya,329.69300000000004
1230,2021Q2,Africa,Madagascar,3999.541
1231,2021Q2,Africa,Malawi,17974.229
1232,2021Q2,Africa,Mali,1382.836
1233,2021Q2,Africa,Mauritania,390.299
1234,2021Q2,Africa,Mauritius,56689.542
1235,2021Q2,Africa,Mayotte,0.0
1236,2021Q2,Africa,Morocco,7287.28
1237,2021Q2,Africa,Mozambique,3433.248
1238,2021Q2,Africa,Namibia,280.098
1239,2021Q2,Africa,Niger,1542.9049999999997
1240,2021Q2,Africa,Nigeria,19072.507999999998
1241,2021Q2,Africa,Reunion,0.0
1242,2021Q2,Africa,Rwanda,45033.079000000005
1243,2021Q2,Africa,Saint Helena,0.0
1244,2021Q2,Africa,Sao Tome and Principe,19368.531
1245,2021Q2,Africa,Senegal,7491.848
1246,2021Q2,Africa,Seychelles,18960.214
1247,2021Q2,Africa,Sierra Leone,9527.7
1248,2021Q2,Africa,Somalia,2138.5
1249,2021Q2,Africa,South Africa,4254.614
1250,2021Q2,Africa,South Sudan,0.0
1251,2021Q2,Africa,Sudan,2116.478
1252,2021Q2,Africa,Tanzania,5887.6089999999995
1253,2021Q2,Africa,Togo,13046.306
1254,2021Q2,Africa,Tunisia,6754.748
1255,2021Q2,Africa,Uganda,19452.069
1256,2021Q2,Africa,Zambia,2092.545
1257,2021Q2,Africa,Zimbabwe,3888.339
1258,2021Q2,Asia,Afghanistan,4952.402
1259,2021Q2,Asia,Armenia,9366.721
1260,2021Q2,Asia,Azerbaijan,10857.119
1261,2021Q2,Asia,Bahrain,176167.53699999998
1262,2021Q2,Asia,Bangladesh,115118.27600000001
1263,2021Q2,Asia,Bhutan,1928.108
1264,2021Q2,Asia,Brunei,7402.576999999999
1265,2021Q2,Asia,Cambodia,8251.152
1266,2021Q2,Asia,China,13438.334
1267,2021Q2,Asia,Georgia,5917.911999999999
1268,2021Q2,Asia,Hong Kong,640613.974
1269,2021Q2,Asia,India,40988.129
1270,2021Q2,Asia,Indonesia,13260.975
1271,2021Q2,Asia,Iran,4534.621
1272,2021Q2,Asia,Iraq,8019.375
1273,2021Q2,Asia,Israel,36637.146
1274,2021Q2,Asia,Japan,31647.798000000003
1275,2021Q2,Asia,Jordan,9944.935
1276,2021Q2,Asia,Kazakhstan,607.971
1277,2021Q2,Asia,Kuwait,21123.647999999997
1278,2021Q2,Asia,Kyrgyzstan,2942.303
1279,2021Q2,Asia,Laos,2704.065
1280,2021Q2,Asia,Lebanon,54105.05100000001
1281,2021Q2,Asia,Macao,1869755.706
1282,2021Q2,Asia,Malaysia,8759.114
1283,2021Q2,Asia,Maldives,132353.403
1284,2021Q2,Asia,Mongolia,180.18
1285,2021Q2,Asia,Myanmar,7436.611000000001
1286,2021Q2,Asia,Nepal,18603.13
1287,2021Q2,Asia,North Korea,19264.791
1288,2021Q2,Asia,Northern Cyprus,0.0
1289,2021Q2,Asia,Oman,1363.18
1290,2021Q2,Asia,Pakistan,23257.143
1291,2021Q2,Asia,Palestine,70816.382
1292,2021Q2,Asia,Philippines,32020.443
1293,2021Q2,Asia,Qatar,20686.302
1294,2021Q2,Asia,Saudi Arabia,1394.302
1295,2021Q2,Asia,Singapore,720331.521
1296,2021Q2,Asia,South Korea,48044.996999999996
1297,2021Q2,Asia,Sri Lanka,31117.905
1298,2021Q2,Asia,Syria,0.0
1299,2021Q2,Asia,Taiwan,0.0
1300,2021Q2,Asia,Tajikistan,5849.571000000001
1301,2021Q2,Asia,Thailand,12297.012
1302,2021Q2,Asia,Timor,7933.0160000000005
1303,2021Q2,Asia,Turkey,9547.174
1304,2021Q2,Asia,Turkmenistan,1115.023
1305,2021Q2,Asia,United Arab Emirates,10232.222
1306,2021Q2,Asia,Uzbekistan,6928.194
1307,2021Q2,Asia,Vietnam,28039.557
1308,2021Q2,Asia,Yemen,4869.228
1309,2021Q2,Europe,Albania,9543.261
1310,2021Q2,Europe,Andorra,14901.705
1311,2021Q2,Europe,Austria,9714.159
1312,2021Q2,Europe,Belarus,4264.0779999999995
1313,2021Q2,Europe,Belgium,34176.324
1314,2021Q2,Europe,Bosnia and Herzegovina,6233.1359999999995
1315,2021Q2,Europe,Bulgaria,5931.380000000001
1316,2021Q2,Europe,Croatia,6709.066
1317,2021Q2,Europe,Cyprus,11616.787
1318,2021Q2,Europe,Czechia,12483.016
1319,2021Q2,Europe,Denmark,12423.320000000002
1320,2021Q2,Europe,England,0.0
1321,2021Q2,Europe,Estonia,2824.003
1322,2021Q2,Europe,Faeroe Islands,3213.028
1323,2021Q2,Europe,Finland,1650.376
1324,2021Q2,Europe,France,11154.598
1325,2021Q2,Europe,Germany,21568.456
1326,2021Q2,Europe,Gibraltar,314596.1
1327,2021Q2,Europe,Greece,7596.589
1328,2021Q2,Europe,Guernsey,0.0
1329,2021Q2,Europe,Hungary,9831.913
1330,2021Q2,Europe,Iceland,309.764
1331,2021Q2,Europe,Ireland,6358.534
1332,2021Q2,Europe,Isle of Man,13456.352
1333,2021Q2,Europe,Italy,18733.169
1334,2021Q2,Europe,Jersey,0.0
1335,2021Q2,Europe,Kosovo,15302.105
1336,2021Q2,Europe,Latvia,2840.292
1337,2021Q2,Europe,Liechtenstein,21568.092
1338,2021Q2,Europe,Lithuania,4107.285
1339,2021Q2,Europe,Luxembourg,21061.677
1340,2021Q2,Europe,Malta,132317.367
1341,2021Q2,Europe,Moldova,11252.605
1342,2021Q2,Europe,Monaco,1760622.5
1343,2021Q2,Europe,Montenegro,4211.4800000000005
1344,2021Q2,Europe,Netherlands,46277.504
1345,2021Q2,Europe,North Macedonia,7516.599999999999
1346,2021Q2,Europe,Northern Ireland,0.0
1347,2021Q2,Europe,Norway,1316.042
1348,2021Q2,Europe,Poland,11286.457
1349,2021Q2,Europe,Portugal,10225.761
1350,2021Q2,Europe,Romania,7746.7390000000005
1351,2021Q2,Europe,Russia,802.893
1352,2021Q2,Europe,San Marino,50656.697
1353,2021Q2,Europe,Scotland,0.0
1354,2021Q2,Europe,Serbia,7306.481
1355,2021Q2,Europe,Slovakia,10294.648
1356,2021Q2,Europe,Slovenia,9338.329
1357,2021Q2,Europe,Spain,8472.555
1358,2021Q2,Europe,Sweden,2249.338
1359,2021Q2,Europe,Switzerland,19496.113
1360,2021Q2,Europe,Ukraine,7042.49
1361,2021Q2,Europe,United Kingdom,24833.718
1362,2021Q2,Europe,Vatican,0.0
1363,2021Q2,Europe,Wales,0.0
1364,2021Q2,North America,Anguilla,0.0
1365,2021Q2,North America,Antigua and Barbuda,21097.895
1366,2021Q2,North America,Aruba,53216.799999999996
1367,2021Q2,North America,Bahamas,3594.227
1368,2021Q2,North America,Barbados,60466.132999999994
1369,2021Q2,North America,Belize,1494.7659999999998
1370,2021Q2,North America,Bermuda,119102.62
1371,2021Q2,North America,Bonaire Sint Eustatius and Saba,0.0
1372,2021Q2,North America,British Virgin Islands,18925.543
1373,2021Q2,North America,Canada,367.367
1374,2021Q2,North America,Cayman Islands,23341.136
1375,2021Q2,North America,Costa Rica,8743.189
1376,2021Q2,North America,Cuba,10047.128
1377,2021Q2,North America,Curacao,33000.604
1378,2021Q2,North America,Dominica,8969.597
1379,2021Q2,North America,Dominican Republic,20281.443
1380,2021Q2,North America,El Salvador,28010.801
1381,2021Q2,North America,Greenland,12.467
1382,2021Q2,North America,Grenada,28859.012
1383,2021Q2,North America,Guadeloupe,0.0
1384,2021Q2,North America,Guatemala,14362.894
1385,2021Q2,North America,Haiti,36258.768
1386,2021Q2,North America,Honduras,7535.255000000001
1387,2021Q2,North America,Jamaica,24285.989
1388,2021Q2,North America,Martinique,0.0
1389,2021Q2,North America,Mexico,6046.404
1390,2021Q2,North America,Montserrat,0.0
1391,2021Q2,North America,Nicaragua,4701.697
1392,2021Q2,North America,Panama,5017.103
1393,2021Q2,North America,Puerto Rico,34237.112
1394,2021Q2,North America,Saint Barthelemy,0.0
1395,2021Q2,North America,Saint Kitts and Nevis,19370.715
1396,2021Q2,North America,Saint Lucia,26680.017
1397,2021Q2,North America,Saint Martin (French part),53738.503000000004
1398,2021Q2,North America,Saint Pierre and Miquelon,0.0
1399,2021Q2,North America,Saint Vincent and the Grenadines,25642.617
1400,2021Q2,North America,Sint Maarten (Dutch part),110027.008
1401,2021Q2,North America,Trinidad and Tobago,24286.626000000004
1402,2021Q2,North America,Turks and Caicos Islands,3395.392
1403,2021Q2,North America,United States,3240.3279999999995
1404,2021Q2,North America,United States Virgin Islands,27889.68
1405,2021Q2,Oceania,American Samoa,25316.655
1406,2021Q2,Oceania,Australia,291.382
1407,2021Q2,Oceania,Cook Islands,0.0
1408,2021Q2,Oceania,Fiji,4510.142
1409,2021Q2,Oceania,French Polynesia,7036.4839999999995
1410,2021Q2,Oceania,Guam,27675.647999999997
1411,2021Q2,Oceania,Kiribati,13076.791
1412,2021Q2,Oceania,Marshall Islands,26858.649999999998
1413,2021Q2,Oceania,Micronesia (country),13720.706999999999
1414,2021Q2,Oceania,Nauru,62102.950000000004
1415,2021Q2,Oceania,New Caledonia,1396.122
1416,2021Q2,Oceania,New Zealand,1656.7459999999999
1417,2021Q2,Oceania,Niue,0.0
1418,2021Q2,Oceania,Northern Mariana Islands,10908.898
1419,2021Q2,Oceania,Palau,4298.567
1420,2021Q2,Oceania,Papua New Guinea,1658.02
1421,2021Q2,Oceania,Pitcairn,0.0
1422,2021Q2,Oceania,Samoa,6316.583
1423,2021Q2,Oceania,Solomon Islands,1987.5310000000002
1424,2021Q2,Oceania,Tokelau,0.0
1425,2021Q2,Oceania,Tonga,13652.547999999999
1426,2021Q2,Oceania,Tuvalu,33949.097
1427,2021Q2,Oceania,Vanuatu,2062.2419999999997
1428,2021Q2,Oceania,Wallis and Futuna,0.0
1429,2021Q2,South America,Argentina,1472.107
1430,2021Q2,South America,Bolivia,928.382
1431,2021Q2,South America,Brazil,2278.64
1432,2021Q2,South America,Chile,2209.662
1433,2021Q2,South America,Colombia,4024.293
1434,2021Q2,South America,Ecuador,6091.449
1435,2021Q2,South America,Falkland Islands,0.0
1436,2021Q2,South America,French Guiana,0.0
1437,2021Q2,South America,Guyana,359.632
1438,2021Q2,South America,Paraguay,1560.1039999999998
1439,2021Q2,South America,Peru,2286.739
1440,2021Q2,South America,Suriname,328.692
1441,2021Q2,South America,Uruguay,1797.3410000000001
1442,2021Q2,South America,Venezuela,3299.023
1443,2021Q3,Africa,Algeria,1596.0159999999998
1444,2021Q3,Africa,Angola,2197.88
1445,2021Q3,Africa,Benin,9118.12
1446,2021Q3,Africa,Botswana,372.04799999999994
1447,2021Q3,Africa,Burkina Faso,6453.892
1448,2021Q3,Africa,Burundi,38921.704
1449,2021Q3,Africa,Cameroon,4681.42
1450,2021Q3,Africa,Cape Verde,12473.36
1451,2021Q3,Africa,Central African Republic,688.068
1452,2021Q3,Africa,Chad,1088.636
1453,2021Q3,Africa,Comoros,40236.384
1454,2021Q3,Africa,Congo,1417.26
1455,2021Q3,Africa,Cote d'Ivoire,7028.7080000000005
1456,2021Q3,Africa,Democratic Republic of Congo,3300.868
1457,2021Q3,Africa,Djibouti,3798.22
1458,2021Q3,Africa,Egypt,9015.908
1459,2021Q3,Africa,Equatorial Guinea,4157.848
1460,2021Q3,Africa,Eritrea,4075.9680000000003
1461,2021Q3,Africa,Eswatini,7313.264
1462,2021Q3,Africa,Ethiopia,9656.044
1463,2021Q3,Africa,Gabon,723.028
1464,2021Q3,Africa,Gambia,19096.072
1465,2021Q3,Africa,Ghana,11658.148
1466,2021Q3,Africa,Guinea,4761.46
1467,2021Q3,Africa,Guinea-Bissau,6089.572
1468,2021Q3,Africa,Kenya,8033.808
1469,2021Q3,Africa,Lesotho,6767.704
1470,2021Q3,Africa,Liberia,4519.684
1471,2021Q3,Africa,Libya,333.31600000000003
1472,2021Q3,Africa,Madagascar,4043.492
1473,2021Q3,Africa,Malawi,18171.748
1474,2021Q3,Africa,Mali,1398.032
1475,2021Q3,Africa,Mauritania,394.58799999999997
1476,2021Q3,Africa,Mauritius,57312.504
1477,2021Q3,Africa,Mayotte,0.0
1478,2021Q3,Africa,Morocco,7367.36
1479,2021Q3,Africa,Mozambique,3470.976
1480,2021Q3,Africa,Namibia,283.176
1481,2021Q3,Africa,Niger,1559.86
1482,2021Q3,Africa,Nigeria,19282.095999999998
1483,2021Q3,Africa,Reunion,0.0
1484,2021Q3,Africa,Rwanda,45527.948000000004
1485,2021Q3,Africa,Saint Helena,0.0
1486,2021Q3,Africa,Sao Tome and Principe,19581.372
1487,2021Q3,Africa,Senegal,7574.176
1488,2021Q3,Africa,Seychelles,19168.568000000003
1489,2021Q3,Africa,Sierra Leone,9632.4
1490,2021Q3,Africa,Somalia,2162.0
1491,2021Q3,Africa,South Africa,4301.3679999999995
1492,2021Q3,Africa,South Sudan,0.0
1493,2021Q3,Africa,Sudan,2139.736
1494,2021Q3,Africa,Tanzania,5952.308
1495,2021Q3,Africa,Togo,13189.672
1496,2021Q3,Africa,Tunisia,6828.976
1497,2021Q3,Africa,Uganda,19665.827999999998
1498,2021Q3,Africa,Zambia,2115.54
1499,2021Q3,Africa,Zimbabwe,3931.0679999999998
1500,2021Q3,Asia,Afghanistan,5006.824
1501,2021Q3,Asia,Armenia,9469.652
1502,2021Q3,Asia,Azerbaijan,10976.428
1503,2021Q3,Asia,Bahrain,178103.444
1504,2021Q3,Asia,Bangladesh,116383.312
1505,2021Q3,Asia,Bhutan,1949.2959999999998
1506,2021Q3,Asia,Brunei,7483.923999999999
1507,2021Q3,Asia,Cambodia,8341.824
1508,2021Q3,Asia,China,13586.008
1509,2021Q3,Asia,Georgia,5982.9439999999995
1510,2021Q3,Asia,Hong Kong,647653.688
1511,2021Q3,Asia,India,41438.547999999995
1512,2021Q3,Asia,Indonesia,13406.699999999999
1513,2021Q3,Asia,Iran,4584.452
1514,2021Q3,Asia,Iraq,8107.5
1515,2021Q3,Asia,Israel,37039.752
1516,2021Q3,Asia,Japan,31995.576
1517,2021Q3,Asia,Jordan,10054.22
1518,2021Q3,Asia,Kazakhstan,614.652
1519,2021Q3,Asia,Kuwait,21355.775999999998
1520,2021Q3,Asia,Kyrgyzstan,2974.636
1521,2021Q3,Asia,Laos,2733.78
1522,2021Q3,Asia,Lebanon,54699.612
1523,2021Q3,Asia,Macao,1890302.472
1524,2021Q3,Asia,Malaysia,8855.368
1525,2021Q3,Asia,Maldives,133807.836
1526,2021Q3,Asia,Mongolia,182.16
1527,2021Q3,Asia,Myanmar,7518.332
1528,2021Q3,Asia,Nepal,18807.56
1529,2021Q3,Asia,North Korea,19476.492
1530,2021Q3,Asia,Northern Cyprus,0.0
1531,2021Q3,Asia,Oman,1378.16
1532,2021Q3,Asia,Pakistan,23512.716
1533,2021Q3,Asia,Palestine,71594.584
1534,2021Q3,Asia,Philippines,32372.316
1535,2021Q3,Asia,Qatar,20913.624
1536,2021Q3,Asia,Saudi Arabia,1409.624
1537,2021Q3,Asia,Singapore,728247.252
1538,2021Q3,Asia,South Korea,48572.964
1539,2021Q3,Asia,Sri Lanka,31459.859999999997
1540,2021Q3,Asia,Syria,0.0
1541,2021Q3,Asia,Taiwan,0.0
1542,2021Q3,Asia,Tajikistan,5913.852000000001
1543,2021Q3,Asia,Thailand,12432.144
1544,2021Q3,Asia,Timor,8020.192
1545,2021Q3,Asia,Turkey,9652.088
1546,2021Q3,Asia,Turkmenistan,1127.276
1547,2021Q3,Asia,United Arab Emirates,10344.663999999999
1548,2021Q3,Asia,Uzbekistan,7004.328
1549,2021Q3,Asia,Vietnam,28347.684
1550,2021Q3,Asia,Yemen,4922.736
1551,2021Q3,Europe,Albania,9648.132
1552,2021Q3,Europe,Andorra,15065.46
1553,2021Q3,Europe,Austria,9820.908
1554,2021Q3,Europe,Belarus,4310.936
1555,2021Q3,Europe,Belgium,34551.888
1556,2021Q3,Europe,Bosnia and Herzegovina,6301.632
1557,2021Q3,Europe,Bulgaria,5996.56
1558,2021Q3,Europe,Croatia,6782.7919999999995
1559,2021Q3,Europe,Cyprus,11744.444
1560,2021Q3,Europe,Czechia,12620.192
1561,2021Q3,Europe,Denmark,12559.84
1562,2021Q3,Europe,England,0.0
1563,2021Q3,Europe,Estonia,2855.036
1564,2021Q3,Europe,Faeroe Islands,3248.336
1565,2021Q3,Europe,Finland,1668.512
1566,2021Q3,Europe,France,11277.176
1567,2021Q3,Europe,Germany,21805.471999999998
1568,2021Q3,Europe,Gibraltar,318053.2
1569,2021Q3,Europe,Greece,7680.068
1570,2021Q3,Europe,Guernsey,0.0
1571,2021Q3,Europe,Hungary,9939.956
1572,2021Q3,Europe,Iceland,313.168
1573,2021Q3,Europe,Ireland,6428.407999999999
1574,2021Q3,Europe,Isle of Man,13604.224000000002
1575,2021Q3,Europe,Italy,18939.028000000002
1576,2021Q3,Europe,Jersey,0.0
1577,2021Q3,Europe,Kosovo,15470.26
1578,2021Q3,Europe,Latvia,2871.504
1579,2021Q3,Europe,Liechtenstein,21805.104
1580,2021Q3,Europe,Lithuania,4152.42
1581,2021Q3,Europe,Luxembourg,21293.124
1582,2021Q3,Europe,Malta,133771.404
1583,2021Q3,Europe,Moldova,11376.26
1584,2021Q3,Europe,Monaco,1779970.0
1585,2021Q3,Europe,Montenegro,4257.76
1586,2021Q3,Europe,Netherlands,46786.047999999995
1587,2021Q3,Europe,North Macedonia,7599.2
1588,2021Q3,Europe,Northern Ireland,0.0
1589,2021Q3,Europe,Norway,1330.504
1590,2021Q3,Europe,Poland,11410.484
1591,2021Q3,Europe,Portugal,10338.132
1592,2021Q3,Europe,Romania,7831.868
1593,2021Q3,Europe,Russia,811.716
1594,2021Q3,Europe,San Marino,51213.364
1595,2021Q3,Europe,Scotland,0.0
1596,2021Q3,Europe,Serbia,7386.772
1597,2021Q3,Europe,Slovakia,10407.776
1598,2021Q3,Europe,Slovenia,9440.948
1599,2021Q3,Europe,Spain,8565.66
1600,2021Q3,Europe,Sweden,2274.056
1601,2021Q3,Europe,Switzerland,19710.356
1602,2021Q3,Europe,Ukraine,7119.88
1603,2021Q3,Europe,United Kingdom,25106.616
1604,2021Q3,Europe,Vatican,0.0
1605,2021Q3,Europe,Wales,0.0
1606,2021Q3,North America,Anguilla,0.0
1607,2021Q3,North America,Antigua and Barbuda,21329.74
1608,2021Q3,North America,Aruba,53801.6
1609,2021Q3,North America,Bahamas,3633.724
1610,2021Q3,North America,Barbados,61130.596
1611,2021Q3,North America,Belize,1511.1919999999998
1612,2021Q3,North America,Bermuda,120411.43999999999
1613,2021Q3,North America,Bonaire Sint Eustatius and Saba,0.0
1614,2021Q3,North America,British Virgin Islands,19133.516
1615,2021Q3,North America,Canada,371.404
1616,2021Q3,North America,Cayman Islands,23597.631999999998
1617,2021Q3,North America,Costa Rica,8839.268
1618,2021Q3,North America,Cuba,10157.536
1619,2021Q3,North America,Curacao,33363.248
1620,2021Q3,North America,Dominica,9068.163999999999
1621,2021Q3,North America,Dominican Republic,20504.316
1622,2021Q3,North America,El Salvador,28318.611999999997
1623,2021Q3,North America,Greenland,12.604000000000001
1624,2021Q3,North America,Grenada,29176.144
1625,2021Q3,North America,Guadeloupe,0.0
1626,2021Q3,North America,Guatemala,14520.728000000001
1627,2021Q3,North America,Haiti,36657.216
1628,2021Q3,North America,Honduras,7618.06
1629,2021Q3,North America,Jamaica,24552.868000000002
1630,2021Q3,North America,Martinique,0.0
1631,2021Q3,North America,Mexico,6112.848
1632,2021Q3,North America,Montserrat,0.0
1633,2021Q3,North America,Nicaragua,4753.3640000000005
1634,2021Q3,North America,Panama,5072.236
1635,2021Q3,North America,Puerto Rico,34613.344000000005
1636,2021Q3,North America,Saint Barthelemy,0.0
1637,2021Q3,North America,Saint Kitts and Nevis,19583.58
1638,2021Q3,North America,Saint Lucia,26973.204
1639,2021Q3,North America,Saint Martin (French part),54329.036
1640,2021Q3,North America,Saint Pierre and Miquelon,0.0
1641,2021Q3,North America,Saint Vincent and the Grenadines,25924.404
1642,2021Q3,North America,Sint Maarten (Dutch part),111236.09599999999
1643,2021Q3,North America,Trinidad and Tobago,24553.512000000002
1644,2021Q3,North America,Turks and Caicos Islands,3432.7039999999997
1645,2021Q3,North America,United States,3275.9359999999997
1646,2021Q3,North America,United States Virgin Islands,28196.160000000003
1647,2021Q3,Oceania,American Samoa,25594.859999999997
1648,2021Q3,Oceania,Australia,294.584
1649,2021Q3,Oceania,Cook Islands,0.0
1650,2021Q3,Oceania,Fiji,4559.704
1651,2021Q3,Oceania,French Polynesia,7113.808
1652,2021Q3,Oceania,Guam,27979.775999999998
1653,2021Q3,Oceania,Kiribati,13220.492
1654,2021Q3,Oceania,Marshall Islands,27153.8
1655,2021Q3,Oceania,Micronesia (country),13871.483999999999
1656,2021Q3,Oceania,Nauru,62785.4
1657,2021Q3,Oceania,New Caledonia,1411.464
1658,2021Q3,Oceania,New Zealand,1674.952
1659,2021Q3,Oceania,Niue,0.0
1660,2021Q3,Oceania,Northern Mariana Islands,11028.776
1661,2021Q3,Oceania,Palau,4345.804
1662,2021Q3,Oceania,Papua New Guinea,1676.2399999999998
1663,2021Q3,Oceania,Pitcairn,0.0
1664,2021Q3,Oceania,Samoa,6385.996
1665,2021Q3,Oceania,Solomon Islands,2009.372
1666,2021Q3,Oceania,Tokelau,0.0
1667,2021Q3,Oceania,Tonga,13802.576
1668,2021Q3,Oceania,Tuvalu,34322.164000000004
1669,2021Q3,Oceania,Vanuatu,2084.904
1670,2021Q3,Oceania,Wallis and Futuna,0.0
1671,2021Q3,South America,Argentina,1488.2839999999999
1672,2021Q3,South America,Bolivia,938.584
1673,2021Q3,South America,Brazil,2303.68
1674,2021Q3,South America,Chile,2233.944
1675,2021Q3,South America,Colombia,4068.516
1676,2021Q3,South America,Ecuador,6158.387999999999
1677,2021Q3,South America,Falkland Islands,0.0
1678,2021Q3,South America,French Guiana,0.0
1679,2021Q3,South America,Guyana,363.584
1680,2021Q3,South America,Paraguay,1577.2479999999998
1681,2021Q3,South America,Peru,2311.868
1682,2021Q3,South America,Suriname,332.30400000000003
1683,2021Q3,South America,Uruguay,1817.092
1684,2021Q3,South America,Venezuela,3335.276
1685,2021Q4,Africa,Algeria,1596.0159999999998
1686,2021Q4,Africa,Angola,2197.88
1687,2021Q4,Africa,Benin,9118.12
1688,2021Q4,Africa,Botswana,372.04799999999994
1689,2021Q4,Africa,Burkina Faso,6453.892
1690,2021Q4,Africa,Burundi,38921.704
1691,2021Q4,Africa,Cameroon,4681.42
1692,2021Q4,Africa,Cape Verde,12473.36
1693,2021Q4,Africa,Central African Republic,688.068
1694,2021Q4,Africa,Chad,1088.636
1695,2021Q4,Africa,Comoros,40236.384
1696,2021Q4,Africa,Congo,1417.26
1697,2021Q4,Africa,Cote d'Ivoire,7028.7080000000005
1698,2021Q4,Africa,Democratic Republic of Congo,3300.868
1699,2021Q4,Africa,Djibouti,3798.22
1700,2021Q4,Africa,Egypt,9015.908
1701,2021Q4,Africa,Equatorial Guinea,4157.848
1702,2021Q4,Africa,Eritrea,4075.9680000000003
1703,2021Q4,Africa,Eswatini,7313.264
1704,2021Q4,Africa,Ethiopia,9656.044
1705,2021Q4,Africa,Gabon,723.028
1706,2021Q4,Africa,Gambia,19096.072
1707,2021Q4,Africa,Ghana,11658.148
1708,2021Q4,Africa,Guinea,4761.46
1709,2021Q4,Africa,Guinea-Bissau,6089.572
1710,2021Q4,Africa,Kenya,8033.808
1711,2021Q4,Africa,Lesotho,6767.704
1712,2021Q4,Africa,Liberia,4519.684
1713,2021Q4,Africa,Libya,333.31600000000003
1714,2021Q4,Africa,Madagascar,4043.492
1715,2021Q4,Africa,Malawi,18171.748
1716,2021Q4,Africa,Mali,1398.032
1717,2021Q4,Africa,Mauritania,394.58799999999997
1718,2021Q4,Africa,Mauritius,57312.504
1719,2021Q4,Africa,Mayotte,0.0
1720,2021Q4,Africa,Morocco,7367.36
1721,2021Q4,Africa,Mozambique,3470.976
1722,2021Q4,Africa,Namibia,283.176
1723,2021Q4,Africa,Niger,1559.86
1724,2021Q4,Africa,Nigeria,19282.095999999998
1725,2021Q4,Africa,Reunion,0.0
1726,2021Q4,Africa,Rwanda,45527.948000000004
1727,2021Q4,Africa,Saint Helena,0.0
1728,2021Q4,Africa,Sao Tome and Principe,19581.372
1729,2021Q4,Africa,Senegal,7574.176
1730,2021Q4,Africa,Seychelles,19168.568000000003
1731,2021Q4,Africa,Sierra Leone,9632.4
1732,2021Q4,Africa,Somalia,2162.0
1733,2021Q4,Africa,South Africa,4301.3679999999995
1734,2021Q4,Africa,South Sudan,0.0
1735,2021Q4,Africa,Sudan,2139.736
1736,2021Q4,Africa,Tanzania,5952.308
1737,2021Q4,Africa,Togo,13189.672
1738,2021Q4,Africa,Tunisia,6828.976
1739,2021Q4,Africa,Uganda,19665.827999999998
1740,2021Q4,Africa,Zambia,2115.54
1741,2021Q4,Africa,Zimbabwe,3931.0679999999998
1742,2021Q4,Asia,Afghanistan,5006.824
1743,2021Q4,Asia,Armenia,9469.652
1744,2021Q4,Asia,Azerbaijan,10976.428
1745,2021Q4,Asia,Bahrain,178103.444
1746,2021Q4,Asia,Bangladesh,116383.312
1747,2021Q4,Asia,Bhutan,1949.2959999999998
1748,2021Q4,Asia,Brunei,7483.923999999999
1749,2021Q4,Asia,Cambodia,8341.824
1750,2021Q4,Asia,China,13586.008
