,date,continent,location,handwashing_facilities
1219,2021Q2,Africa,Eswatini,2192.827
1220,2021Q2,Africa,Ethiopia,724.36
1221,2021Q2,Africa,Gabon,0.0
1222,2021Q2,Africa,Gambia,716.716
1223,2021Q2,Africa,Ghana,3735.2769999999996
1224,2021Q2,Africa,Guinea,1587.95
1225,2021Q2,Africa,Guinea-Bissau,582.673
1226,2021Q2,Africa,Kenya,2243.241
1227,2021Q2,Africa,Lesotho,192.647
1228,2021Q2,Africa,Liberia,108.10799999999999
1229,2021Q2,Africa,Libya,0.0
1230,2021Q2,Africa,Madagascar,4599.14
1231,2021Q2,Africa,Malawi,792.0640000000001
1232,2021Q2,Africa,Mali,4753.112
1233,2021Q2,Africa,Mauritania,1451.45
1234,2021Q2,Africa,Mauritius,0.0
1235,2021Q2,Africa,Mayotte,0.0
1236,2021Q2,Africa,Morocco,0.0
1237,2021Q2,Africa,Mozambique,1112.657
1238,2021Q2,Africa,Namibia,4058.6
1239,2021Q2,Africa,Niger,816.9979999999999
1240,2021Q2,Africa,Nigeria,3817.359
1241,2021Q2,Africa,Reunion,0.0
1242,2021Q2,Africa,Rwanda,420.147
1243,2021Q2,Africa,Saint Helena,0.0
1244,2021Q2,Africa,Sao Tome and Principe,3761.9400000000005
1245,2021Q2,Africa,Senegal,1898.169
1246,2021Q2,Africa,Seychelles,0.0
1247,2021Q2,Africa,Sierra Leone,1754.0249999999999
1248,2021Q2,Africa,Somalia,894.621
1249,2021Q2,Africa,South Africa,4003.3630000000003
1250,2021Q2,Africa,South Sudan,0.0
1251,2021Q2,Africa,Sudan,2132.7670000000003
1252,2021Q2,Africa,Tanzania,4363.723
1253,2021Q2,Africa,Togo,953.225
1254,2021Q2,Africa,Tunisia,7160.517
1255,2021Q2,Africa,Uganda,1931.2020000000002
1256,2021Q2,Africa,Zambia,1268.358
1257,2021Q2,Africa,Zimbabwe,3347.9809999999998
1258,2021Q2,Asia,Afghanistan,3434.8860000000004
1259,2021Q2,Asia,Armenia,8557.913
1260,2021Q2,Asia,Azerbaijan,7574.931
1261,2021Q2,Asia,Bahrain,0.0
1262,2021Q2,Asia,Bangladesh,3167.528
1263,2021Q2,Asia,Bhutan,7262.437
1264,2021Q2,Asia,Brunei,0.0
1265,2021Q2,Asia,Cambodia,6026.839
1266,2021Q2,Asia,China,0.0
1267,2021Q2,Asia,Georgia,0.0
1268,2021Q2,Asia,Hong Kong,0.0
1269,2021Q2,Asia,India,5419.05
1270,2021Q2,Asia,Indonesia,5842.563999999999
1271,2021Q2,Asia,Iran,0.0
1272,2021Q2,Asia,Iraq,8606.416
1273,2021Q2,Asia,Israel,0.0
1274,2021Q2,Asia,Japan,0.0
1275,2021Q2,Asia,Jordan,0.0
1276,2021Q2,Asia,Kazakhstan,9008.909
1277,2021Q2,Asia,Kuwait,0.0
1278,2021Q2,Asia,Kyrgyzstan,8119.0199999999995
1279,2021Q2,Asia,Laos,4535.349
1280,2021Q2,Asia,Lebanon,0.0
1281,2021Q2,Asia,Macao,0.0
1282,2021Q2,Asia,Malaysia,0.0
1283,2021Q2,Asia,Maldives,8718.073
1284,2021Q2,Asia,Mongolia,6477.380000000001
1285,2021Q2,Asia,Myanmar,7215.117
1286,2021Q2,Asia,Nepal,4348.161999999999
1287,2021Q2,Asia,North Korea,0.0
1288,2021Q2,Asia,Northern Cyprus,0.0
1289,2021Q2,Asia,Oman,8863.4
1290,2021Q2,Asia,Pakistan,5424.237
1291,2021Q2,Asia,Palestine,0.0
1292,2021Q2,Asia,Philippines,7140.133
1293,2021Q2,Asia,Qatar,0.0
1294,2021Q2,Asia,Saudi Arabia,0.0
1295,2021Q2,Asia,Singapore,0.0
1296,2021Q2,Asia,South Korea,0.0
1297,2021Q2,Asia,Sri Lanka,0.0
1298,2021Q2,Asia,Syria,6424.418
1299,2021Q2,Asia,Taiwan,0.0
1300,2021Q2,Asia,Tajikistan,6616.063999999999
1301,2021Q2,Asia,Thailand,8250.97
1302,2021Q2,Asia,Timor,2564.198
1303,2021Q2,Asia,Turkey,0.0
1304,2021Q2,Asia,Turkmenistan,9100.0
1305,2021Q2,Asia,United Arab Emirates,0.0
1306,2021Q2,Asia,Uzbekistan,0.0
1307,2021Q2,Asia,Vietnam,7812.076999999999
1308,2021Q2,Asia,Yemen,4508.322
1309,2021Q2,Europe,Albania,0.0
1310,2021Q2,Europe,Andorra,0.0
1311,2021Q2,Europe,Austria,0.0
1312,2021Q2,Europe,Belarus,0.0
1313,2021Q2,Europe,Belgium,0.0
1314,2021Q2,Europe,Bosnia and Herzegovina,8841.924
1315,2021Q2,Europe,Bulgaria,0.0
1316,2021Q2,Europe,Croatia,0.0
1317,2021Q2,Europe,Cyprus,0.0
1318,2021Q2,Europe,Czechia,0.0
1319,2021Q2,Europe,Denmark,0.0
1320,2021Q2,Europe,England,0.0
1321,2021Q2,Europe,Estonia,0.0
1322,2021Q2,Europe,Faeroe Islands,0.0
1323,2021Q2,Europe,Finland,0.0
1324,2021Q2,Europe,France,0.0
1325,2021Q2,Europe,Germany,0.0
1326,2021Q2,Europe,Gibraltar,0.0
1327,2021Q2,Europe,Greece,0.0
1328,2021Q2,Europe,Guernsey,0.0
1329,2021Q2,Europe,Hungary,0.0
1330,2021Q2,Europe,Iceland,0.0
1331,2021Q2,Europe,Ireland,0.0
1332,2021Q2,Europe,Isle of Man,0.0
1333,2021Q2,Europe,Italy,0.0
1334,2021Q2,Europe,Jersey,0.0
1335,2021Q2,Europe,Kosovo,0.0
1336,2021Q2,Europe,Latvia,0.0
1337,2021Q2,Europe,Liechtenstein,0.0
1338,2021Q2,Europe,Lithuania,0.0
1339,2021Q2,Europe,Luxembourg,0.0
1340,2021Q2,Europe,Malta,0.0
1341,2021Q2,Europe,Moldova,7915.089
1342,2021Q2,Europe,Monaco,0.0
1343,2021Q2,Europe,Montenegro,0.0
1344,2021Q2,Europe,Netherlands,0.0
1345,2021Q2,Europe,North Macedonia,0.0
1346,2021Q2,Europe,Northern Ireland,0.0
1347,2021Q2,Europe,Norway,0.0
1348,2021Q2,Europe,Poland,0.0
1349,2021Q2,Europe,Portugal,0.0
1350,2021Q2,Europe,Romania,0.0
1351,2021Q2,Europe,Russia,0.0
1352,2021Q2,Europe,San Marino,0.0
1353,2021Q2,Europe,Scotland,0.0
1354,2021Q2,Europe,Serbia,8892.429
1355,2021Q2,Europe,Slovakia,0.0
1356,2021Q2,Europe,Slovenia,0.0
1357,2021Q2,Europe,Spain,0.0
1358,2021Q2,Europe,Sweden,0.0
1359,2021Q2,Europe,Switzerland,0.0
1360,2021Q2,Europe,Ukraine,0.0
1361,2021Q2,Europe,United Kingdom,0.0
1362,2021Q2,Europe,Vatican,0.0
1363,2021Q2,Europe,Wales,0.0
1364,2021Q2,North America,Anguilla,0.0
1365,2021Q2,North America,Antigua and Barbuda,0.0
1366,2021Q2,North America,Aruba,0.0
1367,2021Q2,North America,Bahamas,0.0
1368,2021Q2,North America,Barbados,8050.678999999999
1369,2021Q2,North America,Belize,8197.553
1370,2021Q2,North America,Bermuda,0.0
1371,2021Q2,North America,Bonaire Sint Eustatius and Saba,0.0
1372,2021Q2,North America,British Virgin Islands,0.0
1373,2021Q2,North America,Canada,0.0
1374,2021Q2,North America,Cayman Islands,0.0
1375,2021Q2,North America,Costa Rica,7629.530999999999
1376,2021Q2,North America,Cuba,7753.017999999999
1377,2021Q2,North America,Curacao,0.0
1378,2021Q2,North America,Dominica,0.0
1379,2021Q2,North America,Dominican Republic,5021.562
1380,2021Q2,North America,El Salvador,8249.15
1381,2021Q2,North America,Greenland,0.0
1382,2021Q2,North America,Grenada,0.0
1383,2021Q2,North America,Guadeloupe,0.0
1384,2021Q2,North America,Guatemala,6976.515
1385,2021Q2,North America,Haiti,2080.533
1386,2021Q2,North America,Honduras,7659.379
1387,2021Q2,North America,Jamaica,6044.675
1388,2021Q2,North America,Martinique,0.0
1389,2021Q2,North America,Mexico,7994.076999999999
1390,2021Q2,North America,Montserrat,0.0
1391,2021Q2,North America,Nicaragua,0.0
1392,2021Q2,North America,Panama,0.0
1393,2021Q2,North America,Puerto Rico,0.0
1394,2021Q2,North America,Saint Barthelemy,0.0
1395,2021Q2,North America,Saint Kitts and Nevis,0.0
1396,2021Q2,North America,Saint Lucia,7935.382
1397,2021Q2,North America,Saint Martin (French part),0.0
1398,2021Q2,North America,Saint Pierre and Miquelon,0.0
1399,2021Q2,North America,Saint Vincent and the Grenadines,0.0
1400,2021Q2,North America,Sint Maarten (Dutch part),0.0
1401,2021Q2,North America,Trinidad and Tobago,8139.313
1402,2021Q2,North America,Turks and Caicos Islands,0.0
1403,2021Q2,North America,United States,0.0
1404,2021Q2,North America,United States Virgin Islands,0.0
1405,2021Q2,Oceania,American Samoa,0.0
1406,2021Q2,Oceania,Australia,0.0
1407,2021Q2,Oceania,Cook Islands,0.0
1408,2021Q2,Oceania,Fiji,0.0
1409,2021Q2,Oceania,French Polynesia,0.0
1410,2021Q2,Oceania,Guam,0.0
1411,2021Q2,Oceania,Kiribati,0.0
1412,2021Q2,Oceania,Marshall Islands,7507.682
1413,2021Q2,Oceania,Micronesia (country),0.0
1414,2021Q2,Oceania,Nauru,0.0
1415,2021Q2,Oceania,New Caledonia,0.0
1416,2021Q2,Oceania,New Zealand,0.0
1417,2021Q2,Oceania,Niue,0.0
1418,2021Q2,Oceania,Northern Mariana Islands,0.0
1419,2021Q2,Oceania,Palau,0.0
1420,2021Q2,Oceania,Papua New Guinea,0.0
1421,2021Q2,Oceania,Pitcairn,0.0
1422,2021Q2,Oceania,Samoa,0.0
1423,2021Q2,Oceania,Solomon Islands,3265.9900000000002
1424,2021Q2,Oceania,Tokelau,0.0
1425,2021Q2,Oceania,Tonga,0.0
1426,2021Q2,Oceania,Tuvalu,0.0
1427,2021Q2,Oceania,Vanuatu,2294.019
1428,2021Q2,Oceania,Wallis and Futuna,0.0
1429,2021Q2,South America,Argentina,0.0
1430,2021Q2,South America,Bolivia,2309.853
1431,2021Q2,South America,Brazil,0.0
1432,2021Q2,South America,Chile,0.0
1433,2021Q2,South America,Colombia,5950.125999999999
1434,2021Q2,South America,Ecuador,7337.785000000001
1435,2021Q2,South America,Falkland Islands,0.0
1436,2021Q2,South America,French Guiana,0.0
1437,2021Q2,South America,Guyana,7021.469000000001
1438,2021Q2,South America,Paraguay,7243.782
1439,2021Q2,South America,Peru,0.0
1440,2021Q2,South America,Suriname,6167.888999999999
1441,2021Q2,South America,Uruguay,0.0
1442,2021Q2,South America,Venezuela,0.0
1443,2021Q3,Africa,Algeria,7704.172
1444,2021Q3,Africa,Angola,2453.088
1445,2021Q3,Africa,Benin,1015.22
1446,2021Q3,Africa,Botswana,0.0
1447,2021Q3,Africa,Burkina Faso,1092.684
1448,2021Q3,Africa,Burundi,565.248
1449,2021Q3,Africa,Cameroon,251.61999999999998
1450,2021Q3,Africa,Cape Verde,0.0
1451,2021Q3,Africa,Central African Republic,1527.476
1452,2021Q3,Africa,Chad,535.256
1453,2021Q3,Africa,Comoros,1432.808
1454,2021Q3,Africa,Congo,4412.688
1455,2021Q3,Africa,Cote d'Ivoire,1780.292
1456,2021Q3,Africa,Democratic Republic of Congo,411.42400000000004
1457,2021Q3,Africa,Djibouti,0.0
1458,2021Q3,Africa,Egypt,8264.083999999999
1459,2021Q3,Africa,Equatorial Guinea,2266.88
1460,2021Q3,Africa,Eritrea,0.0
1461,2021Q3,Africa,Eswatini,2216.924
1462,2021Q3,Africa,Ethiopia,732.32
1463,2021Q3,Africa,Gabon,0.0
1464,2021Q3,Africa,Gambia,724.592
1465,2021Q3,Africa,Ghana,3776.3239999999996
1466,2021Q3,Africa,Guinea,1605.3999999999999
1467,2021Q3,Africa,Guinea-Bissau,589.0759999999999
1468,2021Q3,Africa,Kenya,2267.892
1469,2021Q3,Africa,Lesotho,194.764
1470,2021Q3,Africa,Liberia,109.29599999999999
1471,2021Q3,Africa,Libya,0.0
1472,2021Q3,Africa,Madagascar,4649.68
1473,2021Q3,Africa,Malawi,800.768
1474,2021Q3,Africa,Mali,4805.344
1475,2021Q3,Africa,Mauritania,1467.3999999999999
1476,2021Q3,Africa,Mauritius,0.0
1477,2021Q3,Africa,Mayotte,0.0
1478,2021Q3,Africa,Morocco,0.0
1479,2021Q3,Africa,Mozambique,1124.884
1480,2021Q3,Africa,Namibia,4103.2
1481,2021Q3,Africa,Niger,825.976
1482,2021Q3,Africa,Nigeria,3859.308
1483,2021Q3,Africa,Reunion,0.0
1484,2021Q3,Africa,Rwanda,424.764
1485,2021Q3,Africa,Saint Helena,0.0
1486,2021Q3,Africa,Sao Tome and Principe,3803.28
1487,2021Q3,Africa,Senegal,1919.0280000000002
1488,2021Q3,Africa,Seychelles,0.0
1489,2021Q3,Africa,Sierra Leone,1773.3
1490,2021Q3,Africa,Somalia,904.452
1491,2021Q3,Africa,South Africa,4047.356
1492,2021Q3,Africa,South Sudan,0.0
1493,2021Q3,Africa,Sudan,2156.204
1494,2021Q3,Africa,Tanzania,4411.676
1495,2021Q3,Africa,Togo,963.6999999999999
1496,2021Q3,Africa,Tunisia,7239.204
1497,2021Q3,Africa,Uganda,1952.4240000000002
1498,2021Q3,Africa,Zambia,1282.296
1499,2021Q3,Africa,Zimbabwe,3384.772
1500,2021Q3,Asia,Afghanistan,3472.632
1501,2021Q3,Asia,Armenia,8651.956
1502,2021Q3,Asia,Azerbaijan,7658.172
1503,2021Q3,Asia,Bahrain,0.0
1504,2021Q3,Asia,Bangladesh,3202.336
1505,2021Q3,Asia,Bhutan,7342.244000000001
1506,2021Q3,Asia,Brunei,0.0
1507,2021Q3,Asia,Cambodia,6093.068
1508,2021Q3,Asia,China,0.0
1509,2021Q3,Asia,Georgia,0.0
1510,2021Q3,Asia,Hong Kong,0.0
1511,2021Q3,Asia,India,5478.599999999999
1512,2021Q3,Asia,Indonesia,5906.767999999999
1513,2021Q3,Asia,Iran,0.0
1514,2021Q3,Asia,Iraq,8700.992
1515,2021Q3,Asia,Israel,0.0
1516,2021Q3,Asia,Japan,0.0
1517,2021Q3,Asia,Jordan,0.0
1518,2021Q3,Asia,Kazakhstan,9107.908
1519,2021Q3,Asia,Kuwait,0.0
1520,2021Q3,Asia,Kyrgyzstan,8208.24
1521,2021Q3,Asia,Laos,4585.188
1522,2021Q3,Asia,Lebanon,0.0
1523,2021Q3,Asia,Macao,0.0
1524,2021Q3,Asia,Malaysia,0.0
1525,2021Q3,Asia,Maldives,8813.876
1526,2021Q3,Asia,Mongolia,6548.56
1527,2021Q3,Asia,Myanmar,7294.404
1528,2021Q3,Asia,Nepal,4395.9439999999995
1529,2021Q3,Asia,North Korea,0.0
1530,2021Q3,Asia,Northern Cyprus,0.0
1531,2021Q3,Asia,Oman,8960.800000000001
1532,2021Q3,Asia,Pakistan,5483.844
1533,2021Q3,Asia,Palestine,0.0
1534,2021Q3,Asia,Philippines,7218.596
1535,2021Q3,Asia,Qatar,0.0
1536,2021Q3,Asia,Saudi Arabia,0.0
1537,2021Q3,Asia,Singapore,0.0
1538,2021Q3,Asia,South Korea,0.0
1539,2021Q3,Asia,Sri Lanka,0.0
1540,2021Q3,Asia,Syria,6495.016
1541,2021Q3,Asia,Taiwan,0.0
1542,2021Q3,Asia,Tajikistan,6688.767999999999
1543,2021Q3,Asia,Thailand,8341.64
1544,2021Q3,Asia,Timor,2592.376
1545,2021Q3,Asia,Turkey,0.0
1546,2021Q3,Asia,Turkmenistan,9200.0
1547,2021Q3,Asia,United Arab Emirates,0.0
1548,2021Q3,Asia,Uzbekistan,0.0
1549,2021Q3,Asia,Vietnam,7897.923999999999
1550,2021Q3,Asia,Yemen,4557.8640000000005
1551,2021Q3,Europe,Albania,0.0
1552,2021Q3,Europe,Andorra,0.0
1553,2021Q3,Europe,Austria,0.0
1554,2021Q3,Europe,Belarus,0.0
1555,2021Q3,Europe,Belgium,0.0
1556,2021Q3,Europe,Bosnia and Herzegovina,8939.088
1557,2021Q3,Europe,Bulgaria,0.0
1558,2021Q3,Europe,Croatia,0.0
1559,2021Q3,Europe,Cyprus,0.0
1560,2021Q3,Europe,Czechia,0.0
1561,2021Q3,Europe,Denmark,0.0
1562,2021Q3,Europe,England,0.0
1563,2021Q3,Europe,Estonia,0.0
1564,2021Q3,Europe,Faeroe Islands,0.0
1565,2021Q3,Europe,Finland,0.0
1566,2021Q3,Europe,France,0.0
1567,2021Q3,Europe,Germany,0.0
1568,2021Q3,Europe,Gibraltar,0.0
1569,2021Q3,Europe,Greece,0.0
1570,2021Q3,Europe,Guernsey,0.0
1571,2021Q3,Europe,Hungary,0.0
1572,2021Q3,Europe,Iceland,0.0
1573,2021Q3,Europe,Ireland,0.0
1574,2021Q3,Europe,Isle of Man,0.0
1575,2021Q3,Europe,Italy,0.0
1576,2021Q3,Europe,Jersey,0.0
1577,2021Q3,Europe,Kosovo,0.0
1578,2021Q3,Europe,Latvia,0.0
1579,2021Q3,Europe,Liechtenstein,0.0
1580,2021Q3,Europe,Lithuania,0.0
1581,2021Q3,Europe,Luxembourg,0.0
1582,2021Q3,Europe,Malta,0.0
1583,2021Q3,Europe,Moldova,8002.068
1584,2021Q3,Europe,Monaco,0.0
1585,2021Q3,Europe,Montenegro,0.0
1586,2021Q3,Europe,Netherlands,0.0
1587,2021Q3,Europe,North Macedonia,0.0
1588,2021Q3,Europe,Northern Ireland,0.0
1589,2021Q3,Europe,Norway,0.0
1590,2021Q3,Europe,Poland,0.0
1591,2021Q3,Europe,Portugal,0.0
1592,2021Q3,Europe,Romania,0.0
1593,2021Q3,Europe,Russia,0.0
1594,2021Q3,Europe,San Marino,0.0
1595,2021Q3,Europe,Scotland,0.0
1596,2021Q3,Europe,Serbia,8990.148
1597,2021Q3,Europe,Slovakia,0.0
1598,2021Q3,Europe,Slovenia,0.0
1599,2021Q3,Europe,Spain,0.0
1600,2021Q3,Europe,Sweden,0.0
1601,2021Q3,Europe,Switzerland,0.0
1602,2021Q3,Europe,Ukraine,0.0
1603,2021Q3,Europe,United Kingdom,0.0
1604,2021Q3,Europe,Vatican,0.0
1605,2021Q3,Europe,Wales,0.0
1606,2021Q3,North America,Anguilla,0.0
1607,2021Q3,North America,Antigua and Barbuda,0.0
1608,2021Q3,North America,Aruba,0.0
1609,2021Q3,North America,Bahamas,0.0
1610,2021Q3,North America,Barbados,8139.147999999999
1611,2021Q3,North America,Belize,8287.636
1612,2021Q3,North America,Bermuda,0.0
1613,2021Q3,North America,Bonaire Sint Eustatius and Saba,0.0
1614,2021Q3,North America,British Virgin Islands,0.0
1615,2021Q3,North America,Canada,0.0
1616,2021Q3,North America,Cayman Islands,0.0
1617,2021Q3,North America,Costa Rica,7713.371999999999
1618,2021Q3,North America,Cuba,7838.215999999999
1619,2021Q3,North America,Curacao,0.0
1620,2021Q3,North America,Dominica,0.0
1621,2021Q3,North America,Dominican Republic,5076.744000000001
1622,2021Q3,North America,El Salvador,8339.800000000001
1623,2021Q3,North America,Greenland,0.0
1624,2021Q3,North America,Grenada,0.0
1625,2021Q3,North America,Guadeloupe,0.0
1626,2021Q3,North America,Guatemala,7053.18
1627,2021Q3,North America,Haiti,2103.3959999999997
1628,2021Q3,North America,Honduras,7743.548
1629,2021Q3,North America,Jamaica,6111.099999999999
1630,2021Q3,North America,Martinique,0.0
1631,2021Q3,North America,Mexico,8081.923999999999
1632,2021Q3,North America,Montserrat,0.0
1633,2021Q3,North America,Nicaragua,0.0
1634,2021Q3,North America,Panama,0.0
1635,2021Q3,North America,Puerto Rico,0.0
1636,2021Q3,North America,Saint Barthelemy,0.0
1637,2021Q3,North America,Saint Kitts and Nevis,0.0
1638,2021Q3,North America,Saint Lucia,8022.584
1639,2021Q3,North America,Saint Martin (French part),0.0
1640,2021Q3,North America,Saint Pierre and Miquelon,0.0
1641,2021Q3,North America,Saint Vincent and the Grenadines,0.0
1642,2021Q3,North America,Sint Maarten (Dutch part),0.0
1643,2021Q3,North America,Trinidad and Tobago,8228.756
1644,2021Q3,North America,Turks and Caicos Islands,0.0
1645,2021Q3,North America,United States,0.0
1646,2021Q3,North America,United States Virgin Islands,0.0
1647,2021Q3,Oceania,American Samoa,0.0
1648,2021Q3,Oceania,Australia,0.0
1649,2021Q3,Oceania,Cook Islands,0.0
1650,2021Q3,Oceania,Fiji,0.0
1651,2021Q3,Oceania,French Polynesia,0.0
1652,2021Q3,Oceania,Guam,0.0
1653,2021Q3,Oceania,Kiribati,0.0
1654,2021Q3,Oceania,Marshall Islands,7590.183999999999
1655,2021Q3,Oceania,Micronesia (country),0.0
1656,2021Q3,Oceania,Nauru,0.0
1657,2021Q3,Oceania,New Caledonia,0.0
1658,2021Q3,Oceania,New Zealand,0.0
1659,2021Q3,Oceania,Niue,0.0
1660,2021Q3,Oceania,Northern Mariana Islands,0.0
1661,2021Q3,Oceania,Palau,0.0
1662,2021Q3,Oceania,Papua New Guinea,0.0
1663,2021Q3,Oceania,Pitcairn,0.0
1664,2021Q3,Oceania,Samoa,0.0
1665,2021Q3,Oceania,Solomon Islands,3301.88
1666,2021Q3,Oceania,Tokelau,0.0
1667,2021Q3,Oceania,Tonga,0.0
1668,2021Q3,Oceania,Tuvalu,0.0
1669,2021Q3,Oceania,Vanuatu,2319.228
1670,2021Q3,Oceania,Wallis and Futuna,0.0
1671,2021Q3,South America,Argentina,0.0
1672,2021Q3,South America,Bolivia,2335.236
1673,2021Q3,South America,Brazil,0.0
1674,2021Q3,South America,Chile,0.0
1675,2021Q3,South America,Colombia,6015.512
1676,2021Q3,South America,Ecuador,7418.42
1677,2021Q3,South America,Falkland Islands,0.0
1678,2021Q3,South America,French Guiana,0.0
1679,2021Q3,South America,Guyana,7098.628000000001
1680,2021Q3,South America,Paraguay,7323.384
1681,2021Q3,South America,Peru,0.0
1682,2021Q3,South America,Suriname,6235.668
1683,2021Q3,South America,Uruguay,0.0
1684,2021Q3,South America,Venezuela,0.0
1685,2021Q4,Africa,Algeria,7704.172
1686,2021Q4,Africa,Angola,2453.088
1687,2021Q4,Africa,Benin,1015.22
1688,2021Q4,Africa,Botswana,0.0
1689,2021Q4,Africa,Burkina Faso,1092.684
1690,2021Q4,Africa,Burundi,565.248
1691,2021Q4,Africa,Cameroon,251.61999999999998
1692,2021Q4,Africa,Cape Verde,0.0
1693,2021Q4,Africa,Central African Republic,1527.476
1694,2021Q4,Africa,Chad,535.256
1695,2021Q4,Africa,Comoros,1432.808
1696,2021Q4,Africa,Congo,4412.688
1697,2021Q4,Africa,Cote d'Ivoire,1780.292
1698,2021Q4,Africa,Democratic Republic of Congo,411.42400000000004
1699,2021Q4,Africa,Djibouti,0.0
1700,2021Q4,Africa,Egypt,8264.083999999999
1701,2021Q4,Africa,Equatorial Guinea,2266.88
1702,2021Q4,Africa,Eritrea,0.0
1703,2021Q4,Africa,Eswatini,2216.924
1704,2021Q4,Africa,Ethiopia,732.32
1705,2021Q4,Africa,Gabon,0.0
1706,2021Q4,Africa,Gambia,724.592
1707,2021Q4,Africa,Ghana,3776.3239999999996
1708,2021Q4,Africa,Guinea,1605.3999999999999
1709,2021Q4,Africa,Guinea-Bissau,589.0759999999999
1710,2021Q4,Africa,Kenya,2267.892
1711,2021Q4,Africa,Lesotho,194.764
1712,2021Q4,Africa,Liberia,109.29599999999999
1713,2021Q4,Africa,Libya,0.0
1714,2021Q4,Africa,Madagascar,4649.68
1715,2021Q4,Africa,Malawi,800.768
1716,2021Q4,Africa,Mali,4805.344
1717,2021Q4,Africa,Mauritania,1467.3999999999999
1718,2021Q4,Africa,Mauritius,0.0
1719,2021Q4,Africa,Mayotte,0.0
1720,2021Q4,Africa,Morocco,0.0
1721,2021Q4,Africa,Mozambique,1124.884
1722,2021Q4,Africa,Namibia,4103.2
1723,2021Q4,Africa,Niger,825.976
1724,2021Q4,Africa,Nigeria,3859.308
1725,2021Q4,Africa,Reunion,0.0
1726,2021Q4,Africa,Rwanda,424.764
1727,2021Q4,Africa,Saint Helena,0.0
1728,2021Q4,Africa,Sao Tome and Principe,3803.28
1729,2021Q4,Africa,Senegal,1919.0280000000002
1730,2021Q4,Africa,Seychelles,0.0
1731,2021Q4,Africa,Sierra Leone,1773.3
1732,2021Q4,Africa,Somalia,904.452
1733,2021Q4,Africa,South Africa,4047.356
1734,2021Q4,Africa,South Sudan,0.0
1735,2021Q4,Africa,Sudan,2156.204
1736,2021Q4,Africa,Tanzania,4411.676
1737,2021Q4,Africa,Togo,963.6999999999999
1738,2021Q4,Africa,Tunisia,7239.204
1739,2021Q4,Africa,Uganda,1952.4240000000002
1740,2021Q4,Africa,Zambia,1282.296
1741,2021Q4,Africa,Zimbabwe,3384.772
1742,2021Q4,Asia,Afghanistan,3472.632
1743,2021Q4,Asia,Armenia,8651.956
1744,2021Q4,Asia,Azerbaijan,7658.172
1745,2021Q4,Asia,Bahrain,0.0
1746,2021Q4,Asia,Bangladesh,3202.336
1747,2021Q4,Asia,Bhutan,7342.244000000001
1748,2021Q4,Asia,Brunei,0.0
1749,2021Q4,Asia,Cambodia,6093.068
1750,2021Q4,Asia,China,0.0
1751,2021Q4,Asia,Georgia,0.0
1752,2021Q4,Asia,Hong Kong,0.0
1753,2021Q4,Asia,India,5478.599999999999
1754,2021Q4,Asia,Indonesia,5906.767999999999
1755,2021Q4,Asia,Iran,0.0
1756,2021Q4,Asia,Iraq,8700.992
1757,2021Q4,Asia,Israel,0.0
1758,2021Q4,Asia,Japan,0.0
1759,2021Q4,Asia,Jordan,0.0
1760,2021Q4,Asia,Kazakhstan,9107.908
1761,2021Q4,Asia,Kuwait,0.0
1762,2021Q4,Asia,Kyrgyzstan,8208.24
1763,2021Q4,Asia,Laos,4585.188
1764,2021Q4,Asia,Lebanon,0.0
1765,2021Q4,Asia,Macao,0.0
1766,2021Q4,Asia,Malaysia,0.0
1767,2021Q4,Asia,Maldives,8813.876
1768,2021Q4,Asia,Mongolia,6548.56
1769,2021Q4,Asia,Myanmar,7294.404
1770,2021Q4,Asia,Nepal,4395.9439999999995
1771,2021Q4,Asia,North Korea,0.0
1772,2021Q4,Asia,Northern Cyprus,0.0
1773,2021Q4,Asia,Oman,8960.800000000001
1774,2021Q4,Asia,Pakistan,5483.844
1775,2021Q4,Asia,Palestine,0.0
1776,2021Q4,Asia,Philippines,7218.596
1777,2021Q4,Asia,Qatar,0.0
1778,2021Q4,Asia,Saudi Arabia,0.0
1779,2021Q4,Asia,Singapore,0.0
1780,2021Q4,Asia,South Korea,0.0
1781,2021Q4,Asia,Sri Lanka,0.0
1782,2021Q4,Asia,Syria,6495.016
1783,2021Q4,Asia,Taiwan,0.0
1784,2021Q4,Asia,Tajikistan,6688.767999999999
1785,2021Q4,Asia,Thailand,8341.64
1786,2021Q4,Asia,Timor,2592.376
1787,2021Q4,Asia,Turkey,0.0
1788,2021Q4,Asia,Turkmenistan,9200.0
1789,2021Q4,Asia,United Arab Emirates,0.0
1790,2021Q4,Asia,Uzbekistan,0.0
1791,2021Q4,Asia,Vietnam,7897.923999999999
1792,2021Q4,Asia,Yemen,4557.8640000000005
1793,2021Q4,Europe,Albania,0.0
1794,2021Q4,Europe,Andorra,0.0
1795,2021Q4,Europe,Austria,0.0
1796,2021Q4,Europe,Belarus,0.0
1797,2021Q4,Europe,Belgium,0.0
1798,2021Q4,Europe,Bosnia and Herzegovina,8939.088
1799,2021Q4,Europe,Bulgaria,0.0
1800,2021Q4,Europe,Croatia,0.0
1801,2021Q4,Europe,Cyprus,0.0
1802,2021Q4,Europe,Czechia,0.0
1803,2021Q4,Europe,Denmark,0.0
1804,2021Q4,Europe,England,0.0
1805,2021Q4,Europe,Estonia,0.0
1806,2021Q4,Europe,Faeroe Islands,0.0
1807,2021Q4,Europe,Finland,0.0
