,date,continent,location,gdp_per_capita
586,2020Q3,Europe,Andorra,0.0
587,2020Q3,Europe,Austria,4180175.112
588,2020Q3,Europe,Belarus,1579452.9640000002
589,2020Q3,Europe,Belgium,3924588.992
590,2020Q3,Europe,Bosnia and Herzegovina,1077678.34
591,2020Q3,Europe,Bulgaria,1707824.244
592,2020Q3,Europe,Croatia,2085621.3239999998
593,2020Q3,Europe,Cyprus,2982192.1440000003
594,2020Q3,Europe,Czechia,2999743.352
595,2020Q3,Europe,Denmark,4294791.38
596,2020Q3,Europe,England,0.0
597,2020Q3,Europe,Estonia,2712275.184
598,2020Q3,Europe,Faeroe Islands,0.0
599,2020Q3,Europe,Finland,3733886.332
600,2020Q3,Europe,France,3551721.7320000003
601,2020Q3,Europe,Germany,4161090.54
602,2020Q3,Europe,Gibraltar,0.0
603,2020Q3,Europe,Greece,2260843.1440000003
604,2020Q3,Europe,Guernsey,0.0
605,2020Q3,Europe,Hungary,2463535.612
606,2020Q3,Europe,Iceland,4276432.136
607,2020Q3,Europe,Ireland,6194846.956
608,2020Q3,Europe,Isle of Man,0.0
609,2020Q3,Europe,Italy,3240247.728
610,2020Q3,Europe,Jersey,0.0
611,2020Q3,Europe,Kosovo,901216.7280000001
612,2020Q3,Europe,Latvia,2305873.832
613,2020Q3,Europe,Liechtenstein,0.0
614,2020Q3,Europe,Lithuania,2716232.38
615,2020Q3,Europe,Luxembourg,8673572.78
616,2020Q3,Europe,Malta,3359225.7159999995
617,2020Q3,Europe,Moldova,477477.424
618,2020Q3,Europe,Monaco,0.0
619,2020Q3,Europe,Montenegro,1509654.496
620,2020Q3,Europe,Netherlands,4459474.14
621,2020Q3,Europe,North Macedonia,1206231.688
622,2020Q3,Europe,Northern Ireland,0.0
623,2020Q3,Europe,Norway,5961605.244
624,2020Q3,Europe,Poland,2503912.94
625,2020Q3,Europe,Portugal,2570194.432
626,2020Q3,Europe,Romania,2144814.308
627,2020Q3,Europe,Russia,2278467.768
628,2020Q3,Europe,San Marino,5231255.24
629,2020Q3,Europe,Scotland,0.0
630,2020Q3,Europe,Serbia,1292497.052
631,2020Q3,Europe,Slovakia,2774273.9839999997
632,2020Q3,Europe,Slovenia,2888877.28
633,2020Q3,Europe,Spain,3153057.12
634,2020Q3,Europe,Sweden,4319334.036
635,2020Q3,Europe,Switzerland,5281735.272
636,2020Q3,Europe,Ukraine,726284.156
637,2020Q3,Europe,United Kingdom,3657298.448
638,2020Q3,Europe,Vatican,0.0
639,2020Q3,Europe,Wales,0.0
640,2020Q3,North America,Anguilla,0.0
641,2020Q3,North America,Antigua and Barbuda,1977166.756
642,2020Q3,North America,Aruba,3309587.8520000004
643,2020Q3,North America,Bahamas,2550041.924
644,2020Q3,North America,Barbados,1561982.256
645,2020Q3,North America,Belize,719841.304
646,2020Q3,North America,Bermuda,4661576.98
647,2020Q3,North America,Bonaire Sint Eustatius and Saba,0.0
648,2020Q3,North America,British Virgin Islands,0.0
649,2020Q3,North America,Canada,4049618.372
650,2020Q3,North America,Cayman Islands,4591078.6680000005
651,2020Q3,North America,Costa Rica,1428299.54
652,2020Q3,North America,Cuba,0.0
653,2020Q3,North America,Curacao,0.0
654,2020Q3,North America,Dominica,889949.764
655,2020Q3,North America,Dominican Republic,1343279.212
656,2020Q3,North America,El Salvador,670906.1359999999
657,2020Q3,North America,Greenland,0.0
658,2020Q3,North America,Grenada,1250636.6840000001
659,2020Q3,North America,Guadeloupe,0.0
660,2020Q3,North America,Guatemala,682990.336
661,2020Q3,North America,Haiti,152091.916
662,2020Q3,North America,Honduras,417845.14
663,2020Q3,North America,Jamaica,753808.532
664,2020Q3,North America,Martinique,0.0
665,2020Q3,North America,Mexico,1594955.148
666,2020Q3,North America,Montserrat,0.0
667,2020Q3,North America,Nicaragua,489572.84800000006
668,2020Q3,North America,Panama,2048567.404
669,2020Q3,North America,Puerto Rico,3224109.6399999997
670,2020Q3,North America,Saint Barthelemy,0.0
671,2020Q3,North America,Saint Kitts and Nevis,2268203.42
672,2020Q3,North America,Saint Lucia,1191569.188
673,2020Q3,North America,Saint Martin (French part),0.0
674,2020Q3,North America,Saint Pierre and Miquelon,0.0
675,2020Q3,North America,Saint Vincent and the Grenadines,986897.432
676,2020Q3,North America,Sint Maarten (Dutch part),3342105.3440000005
677,2020Q3,North America,Trinidad and Tobago,2646202.532
678,2020Q3,North America,Turks and Caicos Islands,0.0
679,2020Q3,North America,United States,4988741.032000001
680,2020Q3,North America,United States Virgin Islands,0.0
681,2020Q3,Oceania,American Samoa,0.0
682,2020Q3,Oceania,Australia,4107681.32
683,2020Q3,Oceania,Cook Islands,0.0
684,2020Q3,Oceania,Fiji,800673.7000000001
685,2020Q3,Oceania,French Polynesia,0.0
686,2020Q3,Oceania,Guam,0.0
687,2020Q3,Oceania,Kiribati,182264.144
688,2020Q3,Oceania,Marshall Islands,351366.58400000003
689,2020Q3,Oceania,Micronesia (country),303550.68799999997
690,2020Q3,Oceania,Nauru,1186398.42
691,2020Q3,Oceania,New Caledonia,0.0
692,2020Q3,Oceania,New Zealand,3319897.556
693,2020Q3,Oceania,Niue,0.0
694,2020Q3,Oceania,Northern Mariana Islands,0.0
695,2020Q3,Oceania,Palau,1218117.26
696,2020Q3,Oceania,Papua New Guinea,351733.848
697,2020Q3,Oceania,Pitcairn,0.0
698,2020Q3,Oceania,Samoa,553983.244
699,2020Q3,Oceania,Solomon Islands,202944.91599999997
700,2020Q3,Oceania,Tokelau,0.0
701,2020Q3,Oceania,Tonga,499157.132
702,2020Q3,Oceania,Tuvalu,328909.56799999997
703,2020Q3,Oceania,Vanuatu,268815.628
704,2020Q3,Oceania,Wallis and Futuna,0.0
705,2020Q3,South America,Argentina,1741919.444
706,2020Q3,South America,Bolivia,633496.2679999999
707,2020Q3,South America,Brazil,1297517.584
708,2020Q3,South America,Chile,2094567.404
709,2020Q3,South America,Colombia,1219455.308
710,2020Q3,South America,Ecuador,973538.112
711,2020Q3,South America,Falkland Islands,0.0
712,2020Q3,South America,French Guiana,0.0
713,2020Q3,South America,Guyana,684024.3239999999
714,2020Q3,South America,Paraguay,812084.92
715,2020Q3,South America,Peru,1125776.952
716,2020Q3,South America,Suriname,1266574.948
717,2020Q3,South America,Uruguay,1890729.628
718,2020Q3,South America,Venezuela,1540542.024
719,2020Q4,Africa,Algeria,1280073.188
720,2020Q4,Africa,Angola,535393.54
721,2020Q4,Africa,Benin,189909.712
722,2020Q4,Africa,Botswana,1454278.408
723,2020Q4,Africa,Burkina Faso,156685.38400000002
724,2020Q4,Africa,Burundi,64604.700000000004
725,2020Q4,Africa,Cameroon,309573.192
726,2020Q4,Africa,Cape Verde,572474.968
727,2020Q4,Africa,Central African Republic,60834.08
728,2020Q4,Africa,Chad,162670.076
729,2020Q4,Africa,Comoros,130077.88
730,2020Q4,Africa,Congo,449089.352
731,2020Q4,Africa,Cote d'Ivoire,331292.55199999997
732,2020Q4,Africa,Democratic Republic of Congo,74348.236
733,2020Q4,Africa,Djibouti,248897.35199999998
734,2020Q4,Africa,Egypt,970618.952
735,2020Q4,Africa,Equatorial Guinea,2079648.3159999999
736,2020Q4,Africa,Eritrea,138962.228
737,2020Q4,Africa,Eswatini,711985.7000000001
738,2020Q4,Africa,Ethiopia,159153.28399999999
739,2020Q4,Africa,Gabon,1523741.996
740,2020Q4,Africa,Gambia,143682.564
741,2020Q4,Africa,Ghana,388941.96
742,2020Q4,Africa,Guinea,183901.19199999998
743,2020Q4,Africa,Guinea-Bissau,142478.1
744,2020Q4,Africa,Kenya,275358.576
745,2020Q4,Africa,Lesotho,262306.076
746,2020Q4,Africa,Liberia,69256.496
747,2020Q4,Africa,Libya,1645098.8279999997
748,2020Q4,Africa,Madagascar,130312.48000000001
749,2020Q4,Africa,Malawi,100743.86399999999
750,2020Q4,Africa,Mali,185316.152
751,2020Q4,Africa,Mauritania,330982.236
752,2020Q4,Africa,Mauritius,1866932.5399999998
753,2020Q4,Africa,Mayotte,0.0
754,2020Q4,Africa,Morocco,688621.196
755,2020Q4,Africa,Mozambique,104521.47600000001
756,2020Q4,Africa,Namibia,877846.3360000001
757,2020Q4,Africa,Niger,85192.0
758,2020Q4,Africa,Nigeria,491137.768
759,2020Q4,Africa,Reunion,0.0
760,2020Q4,Africa,Rwanda,170587.412
761,2020Q4,Africa,Saint Helena,0.0
762,2020Q4,Africa,Sao Tome and Principe,280849.68799999997
763,2020Q4,Africa,Senegal,227293.36
764,2020Q4,Africa,Seychelles,2427170.404
765,2020Q4,Africa,Sierra Leone,127907.59999999999
766,2020Q4,Africa,Somalia,0.0
767,2020Q4,Africa,South Africa,1131128.592
768,2020Q4,Africa,South Sudan,144429.696
769,2020Q4,Africa,Sudan,410918.644
770,2020Q4,Africa,Tanzania,246863.968
771,2020Q4,Africa,Togo,131542.796
772,2020Q4,Africa,Tunisia,998135.324
773,2020Q4,Africa,Uganda,156189.04400000002
774,2020Q4,Africa,Zambia,339411.092
775,2020Q4,Africa,Zimbabwe,174779.30000000002
776,2020Q4,Asia,Afghanistan,165966.804
777,2020Q4,Asia,Armenia,808457.36
778,2020Q4,Asia,Azerbaijan,1457962.548
779,2020Q4,Asia,Bahrain,3982744.8600000003
780,2020Q4,Asia,Bangladesh,324206.528
781,2020Q4,Asia,Bhutan,801190.924
782,2020Q4,Asia,Brunei,6606451.092
783,2020Q4,Asia,Cambodia,335346.44
784,2020Q4,Asia,China,1408401.504
785,2020Q4,Asia,Georgia,896547.2679999999
786,2020Q4,Asia,Hong Kong,5157052.64
787,2020Q4,Asia,India,591254.008
788,2020Q4,Asia,Indonesia,1029364.4480000001
789,2020Q4,Asia,Iran,1755601.0399999998
790,2020Q4,Asia,Iraq,1441086.712
791,2020Q4,Asia,Israel,3048173.44
792,2020Q4,Asia,Japan,3588204.516
793,2020Q4,Asia,Jordan,767049.08
794,2020Q4,Asia,Kazakhstan,2213114.096
795,2020Q4,Asia,Kuwait,6028809.404
796,2020Q4,Asia,Kyrgyzstan,312199.608
797,2020Q4,Asia,Laos,588557.12
798,2020Q4,Asia,Lebanon,1229815.98
799,2020Q4,Asia,Malaysia,2466351.088
800,2020Q4,Asia,Maldives,1396892.672
801,2020Q4,Asia,Mongolia,1089357.832
802,2020Q4,Asia,Myanmar,514426.924
803,2020Q4,Asia,Nepal,224737.968
804,2020Q4,Asia,North Korea,0.0
805,2020Q4,Asia,Oman,3492385.228
806,2020Q4,Asia,Pakistan,463193.13599999994
807,2020Q4,Asia,Palestine,409390.61600000004
808,2020Q4,Asia,Philippines,699125.296
809,2020Q4,Asia,Qatar,10758075.200000001
810,2020Q4,Asia,Saudi Arabia,4512177.812
811,2020Q4,Asia,Singapore,7869255.2360000005
812,2020Q4,Asia,South Korea,3306330.4080000003
813,2020Q4,Asia,Sri Lanka,1073555.084
814,2020Q4,Asia,Syria,0.0
815,2020Q4,Asia,Taiwan,0.0
816,2020Q4,Asia,Tajikistan,266515.996
817,2020Q4,Asia,Thailand,1497545.732
818,2020Q4,Asia,Timor,604449.384
819,2020Q4,Asia,Turkey,2311899.372
820,2020Q4,Asia,Turkmenistan,1507790.1160000002
821,2020Q4,Asia,United Arab Emirates,6191000.436
822,2020Q4,Asia,Uzbekistan,575285.568
823,2020Q4,Asia,Vietnam,567813.328
824,2020Q4,Asia,Yemen,136081.524
825,2020Q4,Europe,Albania,1085915.652
826,2020Q4,Europe,Andorra,0.0
827,2020Q4,Europe,Austria,4180175.112
828,2020Q4,Europe,Belarus,1579452.9640000002
829,2020Q4,Europe,Belgium,3924588.992
830,2020Q4,Europe,Bosnia and Herzegovina,1077678.34
831,2020Q4,Europe,Bulgaria,1707824.244
832,2020Q4,Europe,Croatia,2085621.3239999998
833,2020Q4,Europe,Cyprus,2982192.1440000003
834,2020Q4,Europe,Czechia,2999743.352
835,2020Q4,Europe,Denmark,4294791.38
836,2020Q4,Europe,England,0.0
837,2020Q4,Europe,Estonia,2712275.184
838,2020Q4,Europe,Faeroe Islands,0.0
839,2020Q4,Europe,Finland,3733886.332
840,2020Q4,Europe,France,3551721.7320000003
841,2020Q4,Europe,Germany,4161090.54
842,2020Q4,Europe,Gibraltar,0.0
843,2020Q4,Europe,Greece,2260843.1440000003
844,2020Q4,Europe,Guernsey,0.0
845,2020Q4,Europe,Hungary,2463535.612
846,2020Q4,Europe,Iceland,4276432.136
847,2020Q4,Europe,Ireland,6194846.956
848,2020Q4,Europe,Isle of Man,0.0
849,2020Q4,Europe,Italy,3240247.728
850,2020Q4,Europe,Jersey,0.0
851,2020Q4,Europe,Kosovo,901216.7280000001
852,2020Q4,Europe,Latvia,2305873.832
853,2020Q4,Europe,Liechtenstein,0.0
854,2020Q4,Europe,Lithuania,2716232.38
855,2020Q4,Europe,Luxembourg,8673572.78
856,2020Q4,Europe,Malta,3359225.7159999995
857,2020Q4,Europe,Moldova,477477.424
858,2020Q4,Europe,Monaco,0.0
859,2020Q4,Europe,Montenegro,1509654.496
860,2020Q4,Europe,Netherlands,4459474.14
861,2020Q4,Europe,North Macedonia,1206231.688
862,2020Q4,Europe,Northern Ireland,0.0
863,2020Q4,Europe,Norway,5961605.244
864,2020Q4,Europe,Poland,2503912.94
865,2020Q4,Europe,Portugal,2570194.432
866,2020Q4,Europe,Romania,2144814.308
867,2020Q4,Europe,Russia,2278467.768
868,2020Q4,Europe,San Marino,5231255.24
869,2020Q4,Europe,Scotland,0.0
870,2020Q4,Europe,Serbia,1292497.052
871,2020Q4,Europe,Slovakia,2774273.9839999997
872,2020Q4,Europe,Slovenia,2888877.28
873,2020Q4,Europe,Spain,3153057.12
874,2020Q4,Europe,Sweden,4319334.036
875,2020Q4,Europe,Switzerland,5281735.272
876,2020Q4,Europe,Ukraine,726284.156
877,2020Q4,Europe,United Kingdom,3657298.448
878,2020Q4,Europe,Vatican,0.0
879,2020Q4,Europe,Wales,0.0
880,2020Q4,North America,Anguilla,0.0
881,2020Q4,North America,Antigua and Barbuda,1977166.756
882,2020Q4,North America,Aruba,3309587.8520000004
883,2020Q4,North America,Bahamas,2550041.924
884,2020Q4,North America,Barbados,1561982.256
885,2020Q4,North America,Belize,719841.304
886,2020Q4,North America,Bermuda,4661576.98
887,2020Q4,North America,Bonaire Sint Eustatius and Saba,0.0
888,2020Q4,North America,British Virgin Islands,0.0
889,2020Q4,North America,Canada,4049618.372
890,2020Q4,North America,Cayman Islands,4591078.6680000005
891,2020Q4,North America,Costa Rica,1428299.54
892,2020Q4,North America,Cuba,0.0
893,2020Q4,North America,Curacao,0.0
894,2020Q4,North America,Dominica,889949.764
895,2020Q4,North America,Dominican Republic,1343279.212
896,2020Q4,North America,El Salvador,670906.1359999999
897,2020Q4,North America,Greenland,0.0
898,2020Q4,North America,Grenada,1250636.6840000001
899,2020Q4,North America,Guadeloupe,0.0
900,2020Q4,North America,Guatemala,682990.336
901,2020Q4,North America,Haiti,152091.916
902,2020Q4,North America,Honduras,417845.14
903,2020Q4,North America,Jamaica,753808.532
904,2020Q4,North America,Martinique,0.0
905,2020Q4,North America,Mexico,1594955.148
906,2020Q4,North America,Montserrat,0.0
907,2020Q4,North America,Nicaragua,489572.84800000006
908,2020Q4,North America,Panama,2048567.404
909,2020Q4,North America,Puerto Rico,3224109.6399999997
910,2020Q4,North America,Saint Barthelemy,0.0
911,2020Q4,North America,Saint Kitts and Nevis,2268203.42
912,2020Q4,North America,Saint Lucia,1191569.188
913,2020Q4,North America,Saint Martin (French part),0.0
914,2020Q4,North America,Saint Pierre and Miquelon,0.0
915,2020Q4,North America,Saint Vincent and the Grenadines,986897.432
916,2020Q4,North America,Sint Maarten (Dutch part),3342105.3440000005
917,2020Q4,North America,Trinidad and Tobago,2646202.532
918,2020Q4,North America,Turks and Caicos Islands,0.0
919,2020Q4,North America,United States,4988741.032000001
920,2020Q4,North America,United States Virgin Islands,0.0
921,2020Q4,Oceania,American Samoa,0.0
922,2020Q4,Oceania,Australia,4107681.32
923,2020Q4,Oceania,Cook Islands,0.0
924,2020Q4,Oceania,Fiji,800673.7000000001
925,2020Q4,Oceania,French Polynesia,0.0
926,2020Q4,Oceania,Guam,0.0
927,2020Q4,Oceania,Kiribati,182264.144
928,2020Q4,Oceania,Marshall Islands,351366.58400000003
929,2020Q4,Oceania,Micronesia (country),303550.68799999997
930,2020Q4,Oceania,Nauru,1186398.42
931,2020Q4,Oceania,New Caledonia,0.0
932,2020Q4,Oceania,New Zealand,3319897.556
933,2020Q4,Oceania,Niue,0.0
934,2020Q4,Oceania,Northern Mariana Islands,0.0
935,2020Q4,Oceania,Palau,1218117.26
936,2020Q4,Oceania,Papua New Guinea,351733.848
937,2020Q4,Oceania,Pitcairn,0.0
938,2020Q4,Oceania,Samoa,553983.244
939,2020Q4,Oceania,Solomon Islands,202944.91599999997
940,2020Q4,Oceania,Tokelau,0.0
941,2020Q4,Oceania,Tonga,499157.132
942,2020Q4,Oceania,Tuvalu,328909.56799999997
943,2020Q4,Oceania,Vanuatu,268815.628
944,2020Q4,Oceania,Wallis and Futuna,0.0
945,2020Q4,South America,Argentina,1741919.444
946,2020Q4,South America,Bolivia,633496.2679999999
947,2020Q4,South America,Brazil,1297517.584
948,2020Q4,South America,Chile,2094567.404
949,2020Q4,South America,Colombia,1219455.308
950,2020Q4,South America,Ecuador,973538.112
951,2020Q4,South America,Falkland Islands,0.0
952,2020Q4,South America,French Guiana,0.0
953,2020Q4,South America,Guyana,684024.3239999999
954,2020Q4,South America,Paraguay,812084.92
955,2020Q4,South America,Peru,1125776.952
956,2020Q4,South America,Suriname,1266574.948
957,2020Q4,South America,Uruguay,1890729.628
958,2020Q4,South America,Venezuela,1540542.024
959,2021Q1,Africa,Algeria,1252245.51
960,2021Q1,Africa,Angola,523754.55
961,2021Q1,Africa,Benin,185781.24
962,2021Q1,Africa,Botswana,1422663.66
963,2021Q1,Africa,Burkina Faso,153279.18000000002
964,2021Q1,Africa,Burundi,63200.25
965,2021Q1,Africa,Cameroon,302843.33999999997
966,2021Q1,Africa,Cape Verde,560029.86
967,2021Q1,Africa,Central African Republic,59511.6
968,2021Q1,Africa,Chad,159133.77
969,2021Q1,Africa,Comoros,127250.1
970,2021Q1,Africa,Congo,439326.54
971,2021Q1,Africa,Cote d'Ivoire,324090.54
972,2021Q1,Africa,Democratic Republic of Congo,72731.97
973,2021Q1,Africa,Djibouti,243486.54
974,2021Q1,Africa,Egypt,949518.54
975,2021Q1,Africa,Equatorial Guinea,2034438.57
976,2021Q1,Africa,Eritrea,135941.31
977,2021Q1,Africa,Eswatini,696507.75
978,2021Q1,Africa,Ethiopia,155693.43
979,2021Q1,Africa,Gabon,1490617.17
980,2021Q1,Africa,Gambia,140559.03
981,2021Q1,Africa,Ghana,380486.7
982,2021Q1,Africa,Guinea,179903.34
983,2021Q1,Africa,Guinea-Bissau,139380.75
984,2021Q1,Africa,Kenya,269372.51999999996
985,2021Q1,Africa,Lesotho,256603.77
986,2021Q1,Africa,Liberia,67750.92
987,2021Q1,Africa,Libya,1609335.8099999998
988,2021Q1,Africa,Madagascar,127479.6
989,2021Q1,Africa,Malawi,98553.78
990,2021Q1,Africa,Mali,181287.54
991,2021Q1,Africa,Mauritania,323786.97
992,2021Q1,Africa,Mauritius,1826347.0499999998
993,2021Q1,Africa,Mayotte,0.0
994,2021Q1,Africa,Morocco,673651.17
995,2021Q1,Africa,Mozambique,102249.27
996,2021Q1,Africa,Namibia,858762.7200000001
997,2021Q1,Africa,Niger,83340.0
998,2021Q1,Africa,Nigeria,480460.86
999,2021Q1,Africa,Reunion,0.0
1000,2021Q1,Africa,Rwanda,166878.99
1001,2021Q1,Africa,Saint Helena,0.0
1002,2021Q1,Africa,Sao Tome and Principe,274744.26
1003,2021Q1,Africa,Senegal,222352.19999999998
1004,2021Q1,Africa,Seychelles,2374405.83
1005,2021Q1,Africa,Sierra Leone,125127.0
1006,2021Q1,Africa,Somalia,0.0
1007,2021Q1,Africa,South Africa,1106538.84
1008,2021Q1,Africa,South Sudan,141289.91999999998
1009,2021Q1,Africa,Sudan,401985.62999999995
1010,2021Q1,Africa,Tanzania,241497.36000000002
1011,2021Q1,Africa,Togo,128683.17000000001
1012,2021Q1,Africa,Tunisia,976436.7300000001
1013,2021Q1,Africa,Uganda,152793.63
1014,2021Q1,Africa,Zambia,332032.59
1015,2021Q1,Africa,Zimbabwe,170979.75
1016,2021Q1,Asia,Afghanistan,162358.83000000002
1017,2021Q1,Asia,Armenia,790882.2
1018,2021Q1,Asia,Azerbaijan,1426267.71
1019,2021Q1,Asia,Bahrain,3896163.45
1020,2021Q1,Asia,Bangladesh,317158.56
1021,2021Q1,Asia,Bhutan,783773.73
1022,2021Q1,Asia,Brunei,6462832.590000001
1023,2021Q1,Asia,Cambodia,328056.3
1024,2021Q1,Asia,China,1377784.08
1025,2021Q1,Asia,Georgia,877057.11
1026,2021Q1,Asia,Hong Kong,5044942.8
1027,2021Q1,Asia,India,578400.66
1028,2021Q1,Asia,Indonesia,1006986.9600000001
1029,2021Q1,Asia,Iran,1717435.7999999998
1030,2021Q1,Asia,Iraq,1409758.74
1031,2021Q1,Asia,Israel,2981908.8
1032,2021Q1,Asia,Japan,3510200.07
1033,2021Q1,Asia,Jordan,750374.1
1034,2021Q1,Asia,Kazakhstan,2165002.92
1035,2021Q1,Asia,Kuwait,5897748.33
1036,2021Q1,Asia,Kyrgyzstan,305412.66000000003
1037,2021Q1,Asia,Laos,575762.4
1038,2021Q1,Asia,Lebanon,1203080.85
1039,2021Q1,Asia,Macao,5452816.251999999
1040,2021Q1,Asia,Malaysia,2412734.7600000002
1041,2021Q1,Asia,Maldives,1366525.44
1042,2021Q1,Asia,Mongolia,1065676.14
1043,2021Q1,Asia,Myanmar,503243.73
1044,2021Q1,Asia,Nepal,219852.36000000002
1045,2021Q1,Asia,North Korea,0.0
1046,2021Q1,Asia,Northern Cyprus,0.0
1047,2021Q1,Asia,Oman,3416463.81
1048,2021Q1,Asia,Pakistan,453123.72
1049,2021Q1,Asia,Palestine,400490.82
1050,2021Q1,Asia,Philippines,683926.92
1051,2021Q1,Asia,Qatar,10524204.0
1052,2021Q1,Asia,Saudi Arabia,4414086.99
1053,2021Q1,Asia,Singapore,7698184.47
1054,2021Q1,Asia,South Korea,3234453.66
1055,2021Q1,Asia,Sri Lanka,1050216.93
1056,2021Q1,Asia,Syria,0.0
1057,2021Q1,Asia,Taiwan,0.0
1058,2021Q1,Asia,Tajikistan,260722.17
1059,2021Q1,Asia,Thailand,1464990.3900000001
1060,2021Q1,Asia,Timor,591309.1799999999
1061,2021Q1,Asia,Turkey,2261640.69
1062,2021Q1,Asia,Turkmenistan,1475012.07
1063,2021Q1,Asia,United Arab Emirates,6056413.47
1064,2021Q1,Asia,Uzbekistan,562779.36
1065,2021Q1,Asia,Vietnam,555469.56
1066,2021Q1,Asia,Yemen,133123.22999999998
1067,2021Q1,Europe,Albania,1062308.79
1068,2021Q1,Europe,Andorra,0.0
1069,2021Q1,Europe,Austria,4089301.74
1070,2021Q1,Europe,Belarus,1545117.03
1071,2021Q1,Europe,Belgium,3839271.84
1072,2021Q1,Europe,Bosnia and Herzegovina,1054250.55
1073,2021Q1,Europe,Bulgaria,1670697.6300000001
1074,2021Q1,Europe,Croatia,2040281.73
1075,2021Q1,Europe,Cyprus,2917361.8800000004
1076,2021Q1,Europe,Czechia,2934531.54
1077,2021Q1,Europe,Denmark,4201426.35
1078,2021Q1,Europe,England,0.0
1079,2021Q1,Europe,Estonia,2653312.68
1080,2021Q1,Europe,Faeroe Islands,0.0
1081,2021Q1,Europe,Finland,3652714.8899999997
1082,2021Q1,Europe,France,3474510.39
1083,2021Q1,Europe,Germany,4070632.0500000003
1084,2021Q1,Europe,Gibraltar,0.0
1085,2021Q1,Europe,Greece,2211694.3800000004
1086,2021Q1,Europe,Guernsey,0.0
1087,2021Q1,Europe,Hungary,2409980.49
1088,2021Q1,Europe,Iceland,4183466.2199999997
1089,2021Q1,Europe,Ireland,6060176.37
1090,2021Q1,Europe,Isle of Man,0.0
1091,2021Q1,Europe,Italy,3169807.56
1092,2021Q1,Europe,Jersey,0.0
1093,2021Q1,Europe,Kosovo,881625.06
1094,2021Q1,Europe,Latvia,2255746.14
1095,2021Q1,Europe,Liechtenstein,0.0
1096,2021Q1,Europe,Lithuania,2657183.85
1097,2021Q1,Europe,Luxembourg,8485016.85
1098,2021Q1,Europe,Malta,3286199.07
1099,2021Q1,Europe,Moldova,467097.48
1100,2021Q1,Europe,Monaco,0.0
1101,2021Q1,Europe,Montenegro,1476835.92
1102,2021Q1,Europe,Netherlands,4362529.05
1103,2021Q1,Europe,North Macedonia,1180009.26
1104,2021Q1,Europe,Northern Ireland,0.0
1105,2021Q1,Europe,Norway,5832005.13
1106,2021Q1,Europe,Poland,2449480.05
1107,2021Q1,Europe,Portugal,2514320.64
1108,2021Q1,Europe,Romania,2098187.91
1109,2021Q1,Europe,Russia,2228935.8600000003
1110,2021Q1,Europe,San Marino,5117532.3
1111,2021Q1,Europe,Scotland,0.0
1112,2021Q1,Europe,Serbia,1264399.29
1113,2021Q1,Europe,Slovakia,2713963.6799999997
1114,2021Q1,Europe,Slovenia,2826075.6
1115,2021Q1,Europe,Spain,3084512.4
1116,2021Q1,Europe,Sweden,4225435.470000001
1117,2021Q1,Europe,Switzerland,5166914.9399999995
1118,2021Q1,Europe,Ukraine,710495.37
1119,2021Q1,Europe,United Kingdom,3577791.96
1120,2021Q1,Europe,Vatican,0.0
1121,2021Q1,Europe,Wales,0.0
1122,2021Q1,North America,Anguilla,0.0
1123,2021Q1,North America,Antigua and Barbuda,1934184.8699999999
1124,2021Q1,North America,Aruba,3237640.29
1125,2021Q1,North America,Bahamas,2494606.23
1126,2021Q1,North America,Barbados,1528026.1199999999
1127,2021Q1,North America,Belize,704192.58
1128,2021Q1,North America,Bermuda,4560238.350000001
1129,2021Q1,North America,Bonaire Sint Eustatius and Saba,0.0
1130,2021Q1,North America,British Virgin Islands,0.0
1131,2021Q1,North America,Canada,3961583.19
1132,2021Q1,North America,Cayman Islands,4491272.61
1133,2021Q1,North America,Costa Rica,1397249.55
1134,2021Q1,North America,Cuba,0.0
1135,2021Q1,North America,Curacao,0.0
1136,2021Q1,North America,Dominica,870603.03
1137,2021Q1,North America,Dominican Republic,1314077.49
1138,2021Q1,North America,El Salvador,656321.22
1139,2021Q1,North America,Greenland,0.0
1140,2021Q1,North America,Grenada,1223448.93
1141,2021Q1,North America,Guadeloupe,0.0
1142,2021Q1,North America,Guatemala,668142.72
1143,2021Q1,North America,Haiti,148785.57
1144,2021Q1,North America,Honduras,408761.55
1145,2021Q1,North America,Jamaica,737421.39
1146,2021Q1,North America,Martinique,0.0
1147,2021Q1,North America,Mexico,1560282.2100000002
1148,2021Q1,North America,Montserrat,0.0
1149,2021Q1,North America,Nicaragua,478929.96
1150,2021Q1,North America,Panama,2004033.33
1151,2021Q1,North America,Puerto Rico,3154020.3
1152,2021Q1,North America,Saint Barthelemy,0.0
1153,2021Q1,North America,Saint Kitts and Nevis,2218894.65
1154,2021Q1,North America,Saint Lucia,1165665.51
1155,2021Q1,North America,Saint Martin (French part),0.0
1156,2021Q1,North America,Saint Pierre and Miquelon,0.0
1157,2021Q1,North America,Saint Vincent and the Grenadines,965443.14
1158,2021Q1,North America,Sint Maarten (Dutch part),3269450.8800000004
1159,2021Q1,North America,Trinidad and Tobago,2588676.39
1160,2021Q1,North America,Turks and Caicos Islands,0.0
1161,2021Q1,North America,United States,4880290.140000001
1162,2021Q1,North America,United States Virgin Islands,0.0
1163,2021Q1,Oceania,American Samoa,0.0
1164,2021Q1,Oceania,Australia,4018383.9
1165,2021Q1,Oceania,Cook Islands,0.0
1166,2021Q1,Oceania,Fiji,783267.75
