,date,continent,location,gdp_per_capita
1167,2021Q1,Oceania,French Polynesia,0.0
1168,2021Q1,Oceania,Guam,0.0
1169,2021Q1,Oceania,Kiribati,178301.88
1170,2021Q1,Oceania,Marshall Islands,343728.18
1171,2021Q1,Oceania,Micronesia (country),296951.76
1172,2021Q1,Oceania,Nauru,1160607.15
1173,2021Q1,Oceania,New Caledonia,0.0
1174,2021Q1,Oceania,New Zealand,3247725.87
1175,2021Q1,Oceania,Niue,0.0
1176,2021Q1,Oceania,Northern Mariana Islands,0.0
1177,2021Q1,Oceania,Palau,1191636.45
1178,2021Q1,Oceania,Papua New Guinea,344087.46
1179,2021Q1,Oceania,Pitcairn,0.0
1180,2021Q1,Oceania,Samoa,541940.13
1181,2021Q1,Oceania,Solomon Islands,198533.06999999998
1182,2021Q1,Oceania,Tokelau,0.0
1183,2021Q1,Oceania,Tonga,488305.89
1184,2021Q1,Oceania,Tuvalu,321759.36
1185,2021Q1,Oceania,Vanuatu,262971.81
1186,2021Q1,Oceania,Wallis and Futuna,0.0
1187,2021Q1,South America,Argentina,1704051.63
1188,2021Q1,South America,Bolivia,619724.61
1189,2021Q1,South America,Brazil,1269310.68
1190,2021Q1,South America,Chile,2049033.33
1191,2021Q1,South America,Colombia,1192945.4100000001
1192,2021Q1,South America,Ecuador,952374.24
1193,2021Q1,South America,Falkland Islands,0.0
1194,2021Q1,South America,French Guiana,0.0
1195,2021Q1,South America,Guyana,669154.23
1196,2021Q1,South America,Paraguay,794430.9
1197,2021Q1,South America,Peru,1101303.54
1198,2021Q1,South America,Suriname,1239040.71
1199,2021Q1,South America,Uruguay,1849626.81
1200,2021Q1,South America,Venezuela,1507051.98
1201,2021Q2,Africa,Algeria,1266159.349
1202,2021Q2,Africa,Angola,529574.045
1203,2021Q2,Africa,Benin,187845.476
1204,2021Q2,Africa,Botswana,1438471.034
1205,2021Q2,Africa,Burkina Faso,154982.282
1206,2021Q2,Africa,Burundi,63902.475
1207,2021Q2,Africa,Cameroon,306208.266
1208,2021Q2,Africa,Cape Verde,566252.414
1209,2021Q2,Africa,Central African Republic,60172.840000000004
1210,2021Q2,Africa,Chad,160901.923
1211,2021Q2,Africa,Comoros,128663.99
1212,2021Q2,Africa,Congo,444207.946
1213,2021Q2,Africa,Cote d'Ivoire,327691.546
1214,2021Q2,Africa,Democratic Republic of Congo,73540.103
1215,2021Q2,Africa,Djibouti,246191.946
1216,2021Q2,Africa,Egypt,960068.746
1217,2021Q2,Africa,Equatorial Guinea,2057043.443
1218,2021Q2,Africa,Eritrea,137451.769
1219,2021Q2,Africa,Eswatini,704246.725
1220,2021Q2,Africa,Ethiopia,157423.357
1221,2021Q2,Africa,Gabon,1507179.583
1222,2021Q2,Africa,Gambia,142120.797
1223,2021Q2,Africa,Ghana,384714.33
1224,2021Q2,Africa,Guinea,181902.266
1225,2021Q2,Africa,Guinea-Bissau,140929.425
1226,2021Q2,Africa,Kenya,272365.548
1227,2021Q2,Africa,Lesotho,259454.92299999998
1228,2021Q2,Africa,Liberia,68503.708
1229,2021Q2,Africa,Libya,1627217.319
1230,2021Q2,Africa,Madagascar,128896.04000000001
1231,2021Q2,Africa,Malawi,99648.82199999999
1232,2021Q2,Africa,Mali,183301.846
1233,2021Q2,Africa,Mauritania,327384.603
1234,2021Q2,Africa,Mauritius,1846639.795
1235,2021Q2,Africa,Mayotte,0.0
1236,2021Q2,Africa,Morocco,681136.183
1237,2021Q2,Africa,Mozambique,103385.373
1238,2021Q2,Africa,Namibia,868304.528
1239,2021Q2,Africa,Niger,84266.0
1240,2021Q2,Africa,Nigeria,485799.31399999995
1241,2021Q2,Africa,Reunion,0.0
1242,2021Q2,Africa,Rwanda,168733.201
1243,2021Q2,Africa,Saint Helena,0.0
1244,2021Q2,Africa,Sao Tome and Principe,277796.974
1245,2021Q2,Africa,Senegal,224822.78
1246,2021Q2,Africa,Seychelles,2400788.117
1247,2021Q2,Africa,Sierra Leone,126517.3
1248,2021Q2,Africa,Somalia,0.0
1249,2021Q2,Africa,South Africa,1118833.716
1250,2021Q2,Africa,South Sudan,142859.808
1251,2021Q2,Africa,Sudan,406452.137
1252,2021Q2,Africa,Tanzania,244180.66400000002
1253,2021Q2,Africa,Togo,130112.98300000001
1254,2021Q2,Africa,Tunisia,987286.027
1255,2021Q2,Africa,Uganda,154491.337
1256,2021Q2,Africa,Zambia,335721.841
1257,2021Q2,Africa,Zimbabwe,172879.525
1258,2021Q2,Asia,Afghanistan,164162.817
1259,2021Q2,Asia,Armenia,799669.78
1260,2021Q2,Asia,Azerbaijan,1442115.129
1261,2021Q2,Asia,Bahrain,3939454.1550000003
1262,2021Q2,Asia,Bangladesh,320682.544
1263,2021Q2,Asia,Bhutan,792482.3269999999
1264,2021Q2,Asia,Brunei,6534641.841
1265,2021Q2,Asia,Cambodia,331701.37
1266,2021Q2,Asia,China,1393092.792
1267,2021Q2,Asia,Georgia,886802.189
1268,2021Q2,Asia,Hong Kong,5100997.72
1269,2021Q2,Asia,India,584827.334
1270,2021Q2,Asia,Indonesia,1018175.704
1271,2021Q2,Asia,Iran,1736518.42
1272,2021Q2,Asia,Iraq,1425422.726
1273,2021Q2,Asia,Israel,3015041.12
1274,2021Q2,Asia,Japan,3549202.2929999996
1275,2021Q2,Asia,Jordan,758711.59
1276,2021Q2,Asia,Kazakhstan,2189058.508
1277,2021Q2,Asia,Kuwait,5963278.867
1278,2021Q2,Asia,Kyrgyzstan,308806.134
1279,2021Q2,Asia,Laos,582159.76
1280,2021Q2,Asia,Lebanon,1216448.415
1281,2021Q2,Asia,Macao,9542428.441
1282,2021Q2,Asia,Malaysia,2439542.924
1283,2021Q2,Asia,Maldives,1381709.056
1284,2021Q2,Asia,Mongolia,1077516.986
1285,2021Q2,Asia,Myanmar,508835.327
1286,2021Q2,Asia,Nepal,222295.16400000002
1287,2021Q2,Asia,North Korea,0.0
1288,2021Q2,Asia,Northern Cyprus,0.0
1289,2021Q2,Asia,Oman,3454424.5190000003
1290,2021Q2,Asia,Pakistan,458158.42799999996
1291,2021Q2,Asia,Palestine,404940.718
1292,2021Q2,Asia,Philippines,691526.108
1293,2021Q2,Asia,Qatar,10641139.6
1294,2021Q2,Asia,Saudi Arabia,4463132.401
1295,2021Q2,Asia,Singapore,7783719.853
1296,2021Q2,Asia,South Korea,3270392.0340000005
1297,2021Q2,Asia,Sri Lanka,1061886.007
1298,2021Q2,Asia,Syria,0.0
1299,2021Q2,Asia,Taiwan,0.0
1300,2021Q2,Asia,Tajikistan,263619.083
1301,2021Q2,Asia,Thailand,1481268.061
1302,2021Q2,Asia,Timor,597879.282
1303,2021Q2,Asia,Turkey,2286770.031
1304,2021Q2,Asia,Turkmenistan,1491401.093
1305,2021Q2,Asia,United Arab Emirates,6123706.953
1306,2021Q2,Asia,Uzbekistan,569032.464
1307,2021Q2,Asia,Vietnam,561641.444
1308,2021Q2,Asia,Yemen,134602.377
1309,2021Q2,Europe,Albania,1074112.2210000001
1310,2021Q2,Europe,Andorra,0.0
1311,2021Q2,Europe,Austria,4134738.426
1312,2021Q2,Europe,Belarus,1562284.997
1313,2021Q2,Europe,Belgium,3881930.416
1314,2021Q2,Europe,Bosnia and Herzegovina,1065964.445
1315,2021Q2,Europe,Bulgaria,1689260.9370000002
1316,2021Q2,Europe,Croatia,2062951.5269999998
1317,2021Q2,Europe,Cyprus,2949777.012
1318,2021Q2,Europe,Czechia,2967137.446
1319,2021Q2,Europe,Denmark,4248108.865
1320,2021Q2,Europe,England,0.0
1321,2021Q2,Europe,Estonia,2682793.932
1322,2021Q2,Europe,Faeroe Islands,0.0
1323,2021Q2,Europe,Finland,3693300.6109999996
1324,2021Q2,Europe,France,3513116.061
1325,2021Q2,Europe,Germany,4115861.2950000004
1326,2021Q2,Europe,Gibraltar,0.0
1327,2021Q2,Europe,Greece,2236268.762
1328,2021Q2,Europe,Guernsey,0.0
1329,2021Q2,Europe,Hungary,2436758.051
1330,2021Q2,Europe,Iceland,4229949.178
1331,2021Q2,Europe,Ireland,6127511.663000001
1332,2021Q2,Europe,Isle of Man,0.0
1333,2021Q2,Europe,Italy,3205027.6440000003
1334,2021Q2,Europe,Jersey,0.0
1335,2021Q2,Europe,Kosovo,891420.8940000001
1336,2021Q2,Europe,Latvia,2280809.986
1337,2021Q2,Europe,Liechtenstein,0.0
1338,2021Q2,Europe,Lithuania,2686708.1149999998
1339,2021Q2,Europe,Luxembourg,8579294.815
1340,2021Q2,Europe,Malta,3322712.3929999997
1341,2021Q2,Europe,Moldova,472287.452
1342,2021Q2,Europe,Monaco,0.0
1343,2021Q2,Europe,Montenegro,1493245.208
1344,2021Q2,Europe,Netherlands,4411001.595
1345,2021Q2,Europe,North Macedonia,1193120.474
1346,2021Q2,Europe,Northern Ireland,0.0
1347,2021Q2,Europe,Norway,5896805.187
1348,2021Q2,Europe,Poland,2476696.495
1349,2021Q2,Europe,Portugal,2542257.536
1350,2021Q2,Europe,Romania,2121501.109
1351,2021Q2,Europe,Russia,2253701.8140000002
1352,2021Q2,Europe,San Marino,5174393.7700000005
1353,2021Q2,Europe,Scotland,0.0
1354,2021Q2,Europe,Serbia,1278448.1709999999
1355,2021Q2,Europe,Slovakia,2744118.832
1356,2021Q2,Europe,Slovenia,2857476.44
1357,2021Q2,Europe,Spain,3118784.7600000002
1358,2021Q2,Europe,Sweden,4272384.7530000005
1359,2021Q2,Europe,Switzerland,5224325.106
1360,2021Q2,Europe,Ukraine,718389.763
1361,2021Q2,Europe,United Kingdom,3617545.204
1362,2021Q2,Europe,Vatican,0.0
1363,2021Q2,Europe,Wales,0.0
1364,2021Q2,North America,Anguilla,0.0
1365,2021Q2,North America,Antigua and Barbuda,1955675.8129999998
1366,2021Q2,North America,Aruba,3273614.0710000005
1367,2021Q2,North America,Bahamas,2522324.077
1368,2021Q2,North America,Barbados,1545004.1879999998
1369,2021Q2,North America,Belize,712016.942
1370,2021Q2,North America,Bermuda,4610907.665
1371,2021Q2,North America,Bonaire Sint Eustatius and Saba,0.0
1372,2021Q2,North America,British Virgin Islands,0.0
1373,2021Q2,North America,Canada,4005600.781
1374,2021Q2,North America,Cayman Islands,4541175.639
1375,2021Q2,North America,Costa Rica,1412774.5450000002
1376,2021Q2,North America,Cuba,0.0
1377,2021Q2,North America,Curacao,0.0
1378,2021Q2,North America,Dominica,880276.397
1379,2021Q2,North America,Dominican Republic,1328678.351
1380,2021Q2,North America,El Salvador,663613.678
1381,2021Q2,North America,Greenland,0.0
1382,2021Q2,North America,Grenada,1237042.807
1383,2021Q2,North America,Guadeloupe,0.0
1384,2021Q2,North America,Guatemala,675566.528
1385,2021Q2,North America,Haiti,150438.743
1386,2021Q2,North America,Honduras,413303.34500000003
1387,2021Q2,North America,Jamaica,745614.961
1388,2021Q2,North America,Martinique,0.0
1389,2021Q2,North America,Mexico,1577618.679
1390,2021Q2,North America,Montserrat,0.0
1391,2021Q2,North America,Nicaragua,484251.40400000004
1392,2021Q2,North America,Panama,2026300.367
1393,2021Q2,North America,Puerto Rico,3189064.9699999997
1394,2021Q2,North America,Saint Barthelemy,0.0
1395,2021Q2,North America,Saint Kitts and Nevis,2243549.0349999997
1396,2021Q2,North America,Saint Lucia,1178617.349
1397,2021Q2,North America,Saint Martin (French part),0.0
1398,2021Q2,North America,Saint Pierre and Miquelon,0.0
1399,2021Q2,North America,Saint Vincent and the Grenadines,976170.2860000001
1400,2021Q2,North America,Sint Maarten (Dutch part),3305778.112
1401,2021Q2,North America,Trinidad and Tobago,2617439.461
1402,2021Q2,North America,Turks and Caicos Islands,0.0
1403,2021Q2,North America,United States,4934515.586
1404,2021Q2,North America,United States Virgin Islands,0.0
1405,2021Q2,Oceania,American Samoa,0.0
1406,2021Q2,Oceania,Australia,4063032.61
1407,2021Q2,Oceania,Cook Islands,0.0
1408,2021Q2,Oceania,Fiji,791970.725
1409,2021Q2,Oceania,French Polynesia,0.0
1410,2021Q2,Oceania,Guam,0.0
1411,2021Q2,Oceania,Kiribati,180283.01200000002
1412,2021Q2,Oceania,Marshall Islands,347547.38200000004
1413,2021Q2,Oceania,Micronesia (country),300251.224
1414,2021Q2,Oceania,Nauru,1173502.785
1415,2021Q2,Oceania,New Caledonia,0.0
1416,2021Q2,Oceania,New Zealand,3283811.713
1417,2021Q2,Oceania,Niue,0.0
1418,2021Q2,Oceania,Northern Mariana Islands,0.0
1419,2021Q2,Oceania,Palau,1204876.855
1420,2021Q2,Oceania,Papua New Guinea,347910.654
1421,2021Q2,Oceania,Pitcairn,0.0
1422,2021Q2,Oceania,Samoa,547961.687
1423,2021Q2,Oceania,Solomon Islands,200738.993
1424,2021Q2,Oceania,Tokelau,0.0
1425,2021Q2,Oceania,Tonga,493731.511
1426,2021Q2,Oceania,Tuvalu,325334.464
1427,2021Q2,Oceania,Vanuatu,265893.719
1428,2021Q2,Oceania,Wallis and Futuna,0.0
1429,2021Q2,South America,Argentina,1722985.537
1430,2021Q2,South America,Bolivia,626610.439
1431,2021Q2,South America,Brazil,1283414.132
1432,2021Q2,South America,Chile,2071800.367
1433,2021Q2,South America,Colombia,1206200.359
1434,2021Q2,South America,Ecuador,962956.176
1435,2021Q2,South America,Falkland Islands,0.0
1436,2021Q2,South America,French Guiana,0.0
1437,2021Q2,South America,Guyana,676589.277
1438,2021Q2,South America,Paraguay,803257.91
1439,2021Q2,South America,Peru,1113540.246
1440,2021Q2,South America,Suriname,1252807.8290000001
1441,2021Q2,South America,Uruguay,1870178.219
1442,2021Q2,South America,Venezuela,1523797.002
1443,2021Q3,Africa,Algeria,1280073.188
1444,2021Q3,Africa,Angola,535393.54
1445,2021Q3,Africa,Benin,189909.712
1446,2021Q3,Africa,Botswana,1454278.408
1447,2021Q3,Africa,Burkina Faso,156685.38400000002
1448,2021Q3,Africa,Burundi,64604.700000000004
1449,2021Q3,Africa,Cameroon,309573.192
1450,2021Q3,Africa,Cape Verde,572474.968
1451,2021Q3,Africa,Central African Republic,60834.08
1452,2021Q3,Africa,Chad,162670.076
1453,2021Q3,Africa,Comoros,130077.88
1454,2021Q3,Africa,Congo,449089.352
1455,2021Q3,Africa,Cote d'Ivoire,331292.55199999997
1456,2021Q3,Africa,Democratic Republic of Congo,74348.236
1457,2021Q3,Africa,Djibouti,248897.35199999998
1458,2021Q3,Africa,Egypt,970618.952
1459,2021Q3,Africa,Equatorial Guinea,2079648.3159999999
1460,2021Q3,Africa,Eritrea,138962.228
1461,2021Q3,Africa,Eswatini,711985.7000000001
1462,2021Q3,Africa,Ethiopia,159153.28399999999
1463,2021Q3,Africa,Gabon,1523741.996
1464,2021Q3,Africa,Gambia,143682.564
1465,2021Q3,Africa,Ghana,388941.96
1466,2021Q3,Africa,Guinea,183901.19199999998
1467,2021Q3,Africa,Guinea-Bissau,142478.1
1468,2021Q3,Africa,Kenya,275358.576
1469,2021Q3,Africa,Lesotho,262306.076
1470,2021Q3,Africa,Liberia,69256.496
1471,2021Q3,Africa,Libya,1645098.8279999997
1472,2021Q3,Africa,Madagascar,130312.48000000001
1473,2021Q3,Africa,Malawi,100743.86399999999
1474,2021Q3,Africa,Mali,185316.152
1475,2021Q3,Africa,Mauritania,330982.236
1476,2021Q3,Africa,Mauritius,1866932.5399999998
1477,2021Q3,Africa,Mayotte,0.0
1478,2021Q3,Africa,Morocco,688621.196
1479,2021Q3,Africa,Mozambique,104521.47600000001
1480,2021Q3,Africa,Namibia,877846.3360000001
1481,2021Q3,Africa,Niger,85192.0
1482,2021Q3,Africa,Nigeria,491137.768
1483,2021Q3,Africa,Reunion,0.0
1484,2021Q3,Africa,Rwanda,170587.412
1485,2021Q3,Africa,Saint Helena,0.0
1486,2021Q3,Africa,Sao Tome and Principe,280849.68799999997
1487,2021Q3,Africa,Senegal,227293.36
1488,2021Q3,Africa,Seychelles,2427170.404
1489,2021Q3,Africa,Sierra Leone,127907.59999999999
1490,2021Q3,Africa,Somalia,0.0
1491,2021Q3,Africa,South Africa,1131128.592
1492,2021Q3,Africa,South Sudan,144429.696
1493,2021Q3,Africa,Sudan,410918.644
1494,2021Q3,Africa,Tanzania,246863.968
1495,2021Q3,Africa,Togo,131542.796
1496,2021Q3,Africa,Tunisia,998135.324
1497,2021Q3,Africa,Uganda,156189.04400000002
1498,2021Q3,Africa,Zambia,339411.092
1499,2021Q3,Africa,Zimbabwe,174779.30000000002
1500,2021Q3,Asia,Afghanistan,165966.804
1501,2021Q3,Asia,Armenia,808457.36
1502,2021Q3,Asia,Azerbaijan,1457962.548
1503,2021Q3,Asia,Bahrain,3982744.8600000003
1504,2021Q3,Asia,Bangladesh,324206.528
1505,2021Q3,Asia,Bhutan,801190.924
1506,2021Q3,Asia,Brunei,6606451.092
1507,2021Q3,Asia,Cambodia,335346.44
1508,2021Q3,Asia,China,1408401.504
1509,2021Q3,Asia,Georgia,896547.2679999999
1510,2021Q3,Asia,Hong Kong,5157052.64
1511,2021Q3,Asia,India,591254.008
1512,2021Q3,Asia,Indonesia,1029364.4480000001
1513,2021Q3,Asia,Iran,1755601.0399999998
1514,2021Q3,Asia,Iraq,1441086.712
1515,2021Q3,Asia,Israel,3048173.44
1516,2021Q3,Asia,Japan,3588204.516
1517,2021Q3,Asia,Jordan,767049.08
1518,2021Q3,Asia,Kazakhstan,2213114.096
1519,2021Q3,Asia,Kuwait,6028809.404
1520,2021Q3,Asia,Kyrgyzstan,312199.608
1521,2021Q3,Asia,Laos,588557.12
1522,2021Q3,Asia,Lebanon,1229815.98
1523,2021Q3,Asia,Macao,9647290.292
1524,2021Q3,Asia,Malaysia,2466351.088
1525,2021Q3,Asia,Maldives,1396892.672
1526,2021Q3,Asia,Mongolia,1089357.832
1527,2021Q3,Asia,Myanmar,514426.924
1528,2021Q3,Asia,Nepal,224737.968
1529,2021Q3,Asia,North Korea,0.0
1530,2021Q3,Asia,Northern Cyprus,0.0
1531,2021Q3,Asia,Oman,3492385.228
1532,2021Q3,Asia,Pakistan,463193.13599999994
1533,2021Q3,Asia,Palestine,409390.61600000004
1534,2021Q3,Asia,Philippines,699125.296
1535,2021Q3,Asia,Qatar,10758075.200000001
1536,2021Q3,Asia,Saudi Arabia,4512177.812
1537,2021Q3,Asia,Singapore,7869255.2360000005
1538,2021Q3,Asia,South Korea,3306330.4080000003
1539,2021Q3,Asia,Sri Lanka,1073555.084
1540,2021Q3,Asia,Syria,0.0
1541,2021Q3,Asia,Taiwan,0.0
1542,2021Q3,Asia,Tajikistan,266515.996
1543,2021Q3,Asia,Thailand,1497545.732
1544,2021Q3,Asia,Timor,604449.384
1545,2021Q3,Asia,Turkey,2311899.372
1546,2021Q3,Asia,Turkmenistan,1507790.1160000002
1547,2021Q3,Asia,United Arab Emirates,6191000.436
1548,2021Q3,Asia,Uzbekistan,575285.568
1549,2021Q3,Asia,Vietnam,567813.328
1550,2021Q3,Asia,Yemen,136081.524
1551,2021Q3,Europe,Albania,1085915.652
1552,2021Q3,Europe,Andorra,0.0
1553,2021Q3,Europe,Austria,4180175.112
1554,2021Q3,Europe,Belarus,1579452.9640000002
1555,2021Q3,Europe,Belgium,3924588.992
1556,2021Q3,Europe,Bosnia and Herzegovina,1077678.34
1557,2021Q3,Europe,Bulgaria,1707824.244
1558,2021Q3,Europe,Croatia,2085621.3239999998
1559,2021Q3,Europe,Cyprus,2982192.1440000003
1560,2021Q3,Europe,Czechia,2999743.352
1561,2021Q3,Europe,Denmark,4294791.38
1562,2021Q3,Europe,England,0.0
1563,2021Q3,Europe,Estonia,2712275.184
1564,2021Q3,Europe,Faeroe Islands,0.0
1565,2021Q3,Europe,Finland,3733886.332
1566,2021Q3,Europe,France,3551721.7320000003
1567,2021Q3,Europe,Germany,4161090.54
1568,2021Q3,Europe,Gibraltar,0.0
1569,2021Q3,Europe,Greece,2260843.1440000003
1570,2021Q3,Europe,Guernsey,0.0
1571,2021Q3,Europe,Hungary,2463535.612
1572,2021Q3,Europe,Iceland,4276432.136
1573,2021Q3,Europe,Ireland,6194846.956
1574,2021Q3,Europe,Isle of Man,0.0
1575,2021Q3,Europe,Italy,3240247.728
1576,2021Q3,Europe,Jersey,0.0
1577,2021Q3,Europe,Kosovo,901216.7280000001
1578,2021Q3,Europe,Latvia,2305873.832
1579,2021Q3,Europe,Liechtenstein,0.0
1580,2021Q3,Europe,Lithuania,2716232.38
1581,2021Q3,Europe,Luxembourg,8673572.78
1582,2021Q3,Europe,Malta,3359225.7159999995
1583,2021Q3,Europe,Moldova,477477.424
1584,2021Q3,Europe,Monaco,0.0
1585,2021Q3,Europe,Montenegro,1509654.496
1586,2021Q3,Europe,Netherlands,4459474.14
1587,2021Q3,Europe,North Macedonia,1206231.688
1588,2021Q3,Europe,Northern Ireland,0.0
1589,2021Q3,Europe,Norway,5961605.244
1590,2021Q3,Europe,Poland,2503912.94
1591,2021Q3,Europe,Portugal,2570194.432
1592,2021Q3,Europe,Romania,2144814.308
1593,2021Q3,Europe,Russia,2278467.768
1594,2021Q3,Europe,San Marino,5231255.24
1595,2021Q3,Europe,Scotland,0.0
1596,2021Q3,Europe,Serbia,1292497.052
1597,2021Q3,Europe,Slovakia,2774273.9839999997
1598,2021Q3,Europe,Slovenia,2888877.28
1599,2021Q3,Europe,Spain,3153057.12
1600,2021Q3,Europe,Sweden,4319334.036
1601,2021Q3,Europe,Switzerland,5281735.272
1602,2021Q3,Europe,Ukraine,726284.156
1603,2021Q3,Europe,United Kingdom,3657298.448
1604,2021Q3,Europe,Vatican,0.0
1605,2021Q3,Europe,Wales,0.0
1606,2021Q3,North America,Anguilla,0.0
1607,2021Q3,North America,Antigua and Barbuda,1977166.756
1608,2021Q3,North America,Aruba,3309587.8520000004
1609,2021Q3,North America,Bahamas,2550041.924
1610,2021Q3,North America,Barbados,1561982.256
1611,2021Q3,North America,Belize,719841.304
1612,2021Q3,North America,Bermuda,4661576.98
1613,2021Q3,North America,Bonaire Sint Eustatius and Saba,0.0
1614,2021Q3,North America,British Virgin Islands,0.0
1615,2021Q3,North America,Canada,4049618.372
1616,2021Q3,North America,Cayman Islands,4591078.6680000005
1617,2021Q3,North America,Costa Rica,1428299.54
1618,2021Q3,North America,Cuba,0.0
1619,2021Q3,North America,Curacao,0.0
1620,2021Q3,North America,Dominica,889949.764
1621,2021Q3,North America,Dominican Republic,1343279.212
1622,2021Q3,North America,El Salvador,670906.1359999999
1623,2021Q3,North America,Greenland,0.0
1624,2021Q3,North America,Grenada,1250636.6840000001
1625,2021Q3,North America,Guadeloupe,0.0
1626,2021Q3,North America,Guatemala,682990.336
1627,2021Q3,North America,Haiti,152091.916
1628,2021Q3,North America,Honduras,417845.14
1629,2021Q3,North America,Jamaica,753808.532
1630,2021Q3,North America,Martinique,0.0
1631,2021Q3,North America,Mexico,1594955.148
1632,2021Q3,North America,Montserrat,0.0
1633,2021Q3,North America,Nicaragua,489572.84800000006
1634,2021Q3,North America,Panama,2048567.404
1635,2021Q3,North America,Puerto Rico,3224109.6399999997
1636,2021Q3,North America,Saint Barthelemy,0.0
1637,2021Q3,North America,Saint Kitts and Nevis,2268203.42
1638,2021Q3,North America,Saint Lucia,1191569.188
1639,2021Q3,North America,Saint Martin (French part),0.0
1640,2021Q3,North America,Saint Pierre and Miquelon,0.0
1641,2021Q3,North America,Saint Vincent and the Grenadines,986897.432
1642,2021Q3,North America,Sint Maarten (Dutch part),3342105.3440000005
1643,2021Q3,North America,Trinidad and Tobago,2646202.532
1644,2021Q3,North America,Turks and Caicos Islands,0.0
1645,2021Q3,North America,United States,4988741.032000001
1646,2021Q3,North America,United States Virgin Islands,0.0
1647,2021Q3,Oceania,American Samoa,0.0
1648,2021Q3,Oceania,Australia,4107681.32
1649,2021Q3,Oceania,Cook Islands,0.0
1650,2021Q3,Oceania,Fiji,800673.7000000001
1651,2021Q3,Oceania,French Polynesia,0.0
1652,2021Q3,Oceania,Guam,0.0
1653,2021Q3,Oceania,Kiribati,182264.144
1654,2021Q3,Oceania,Marshall Islands,351366.58400000003
1655,2021Q3,Oceania,Micronesia (country),303550.68799999997
1656,2021Q3,Oceania,Nauru,1186398.42
1657,2021Q3,Oceania,New Caledonia,0.0
1658,2021Q3,Oceania,New Zealand,3319897.556
1659,2021Q3,Oceania,Niue,0.0
1660,2021Q3,Oceania,Northern Mariana Islands,0.0
1661,2021Q3,Oceania,Palau,1218117.26
1662,2021Q3,Oceania,Papua New Guinea,351733.848
1663,2021Q3,Oceania,Pitcairn,0.0
1664,2021Q3,Oceania,Samoa,553983.244
1665,2021Q3,Oceania,Solomon Islands,202944.91599999997
1666,2021Q3,Oceania,Tokelau,0.0
1667,2021Q3,Oceania,Tonga,499157.132
1668,2021Q3,Oceania,Tuvalu,328909.56799999997
1669,2021Q3,Oceania,Vanuatu,268815.628
1670,2021Q3,Oceania,Wallis and Futuna,0.0
1671,2021Q3,South America,Argentina,1741919.444
1672,2021Q3,South America,Bolivia,633496.2679999999
1673,2021Q3,South America,Brazil,1297517.584
1674,2021Q3,South America,Chile,2094567.404
1675,2021Q3,South America,Colombia,1219455.308
1676,2021Q3,South America,Ecuador,973538.112
1677,2021Q3,South America,Falkland Islands,0.0
1678,2021Q3,South America,French Guiana,0.0
1679,2021Q3,South America,Guyana,684024.3239999999
1680,2021Q3,South America,Paraguay,812084.92
1681,2021Q3,South America,Peru,1125776.952
1682,2021Q3,South America,Suriname,1266574.948
1683,2021Q3,South America,Uruguay,1890729.628
1684,2021Q3,South America,Venezuela,1540542.024
1685,2021Q4,Africa,Algeria,1280073.188
1686,2021Q4,Africa,Angola,535393.54
1687,2021Q4,Africa,Benin,189909.712
1688,2021Q4,Africa,Botswana,1454278.408
1689,2021Q4,Africa,Burkina Faso,156685.38400000002
1690,2021Q4,Africa,Burundi,64604.700000000004
1691,2021Q4,Africa,Cameroon,309573.192
1692,2021Q4,Africa,Cape Verde,572474.968
1693,2021Q4,Africa,Central African Republic,60834.08
1694,2021Q4,Africa,Chad,162670.076
1695,2021Q4,Africa,Comoros,130077.88
1696,2021Q4,Africa,Congo,449089.352
1697,2021Q4,Africa,Cote d'Ivoire,331292.55199999997
1698,2021Q4,Africa,Democratic Republic of Congo,74348.236
1699,2021Q4,Africa,Djibouti,248897.35199999998
1700,2021Q4,Africa,Egypt,970618.952
1701,2021Q4,Africa,Equatorial Guinea,2079648.3159999999
1702,2021Q4,Africa,Eritrea,138962.228
1703,2021Q4,Africa,Eswatini,711985.7000000001
1704,2021Q4,Africa,Ethiopia,159153.28399999999
1705,2021Q4,Africa,Gabon,1523741.996
1706,2021Q4,Africa,Gambia,143682.564
1707,2021Q4,Africa,Ghana,388941.96
1708,2021Q4,Africa,Guinea,183901.19199999998
1709,2021Q4,Africa,Guinea-Bissau,142478.1
1710,2021Q4,Africa,Kenya,275358.576
1711,2021Q4,Africa,Lesotho,262306.076
1712,2021Q4,Africa,Liberia,69256.496
1713,2021Q4,Africa,Libya,1645098.8279999997
1714,2021Q4,Africa,Madagascar,130312.48000000001
1715,2021Q4,Africa,Malawi,100743.86399999999
1716,2021Q4,Africa,Mali,185316.152
1717,2021Q4,Africa,Mauritania,330982.236
1718,2021Q4,Africa,Mauritius,1866932.5399999998
1719,2021Q4,Africa,Mayotte,0.0
1720,2021Q4,Africa,Morocco,688621.196
1721,2021Q4,Africa,Mozambique,104521.47600000001
1722,2021Q4,Africa,Namibia,877846.3360000001
1723,2021Q4,Africa,Niger,85192.0
1724,2021Q4,Africa,Nigeria,491137.768
1725,2021Q4,Africa,Reunion,0.0
1726,2021Q4,Africa,Rwanda,170587.412
1727,2021Q4,Africa,Saint Helena,0.0
1728,2021Q4,Africa,Sao Tome and Principe,280849.68799999997
1729,2021Q4,Africa,Senegal,227293.36
1730,2021Q4,Africa,Seychelles,2427170.404
