,date,continent,location,total_cases_per_million
606,2020Q3,Europe,Iceland,504026.518
607,2020Q3,Europe,Ireland,514026.771
608,2020Q3,Europe,Isle of Man,368620.896
609,2020Q3,Europe,Italy,409776.219
610,2020Q3,Europe,Jersey,282645.578
611,2020Q3,Europe,Kosovo,529709.364
612,2020Q3,Europe,Latvia,65494.682
613,2020Q3,Europe,Liechtenstein,229322.826
614,2020Q3,Europe,Lithuania,87085.072
615,2020Q3,Europe,Luxembourg,743062.474
616,2020Q3,Europe,Malta,262769.249
617,2020Q3,Europe,Moldova,880618.748
618,2020Q3,Europe,Monaco,268477.149
619,2020Q3,Europe,Montenegro,267138.924
620,2020Q3,Europe,Netherlands,350361.77
621,2020Q3,Europe,North Macedonia,535194.781
622,2020Q3,Europe,Northern Ireland,0.0
623,2020Q3,Europe,Norway,177874.745
624,2020Q3,Europe,Poland,131446.643
625,2020Q3,Europe,Portugal,500538.961
626,2020Q3,Europe,Romania,326316.947
627,2020Q3,Europe,Russia,582232.122
628,2020Q3,Europe,San Marino,1987117.84
629,2020Q3,Europe,Scotland,0.0
630,2020Q3,Europe,Serbia,361350.361
631,2020Q3,Europe,Slovakia,60343.885
632,2020Q3,Europe,Slovenia,116971.865
633,2020Q3,Europe,Spain,813946.8910000001
634,2020Q3,Europe,Sweden,703257.33
635,2020Q3,Europe,Switzerland,420149.782
636,2020Q3,Europe,Ukraine,218494.035
637,2020Q3,Europe,United Kingdom,454680.801
638,2020Q3,Europe,Vatican,1366336.62
639,2020Q3,Europe,Wales,0.0
640,2020Q3,North America,Anguilla,17383.676
641,2020Q3,North America,Antigua and Barbuda,86091.79
642,2020Q3,North America,Aruba,1142928.264
643,2020Q3,North America,Bahamas,327064.87
644,2020Q3,North America,Barbados,46927.704
645,2020Q3,North America,Belize,141423.94
646,2020Q3,North America,Bermuda,233603.818
647,2020Q3,North America,Bonaire Sint Eustatius and Saba,71750.698
648,2020Q3,North America,British Virgin Islands,84418.486
649,2020Q3,North America,Canada,294329.859
650,2020Q3,North America,Cayman Islands,273624.156
651,2020Q3,North America,Costa Rica,546998.013
652,2020Q3,North America,Cuba,28578.695
653,2020Q3,North America,Curacao,39168.715000000004
654,2020Q3,North America,Dominica,25358.02
655,2020Q3,North America,Dominican Republic,644523.764
656,2020Q3,North America,El Salvador,289619.188
657,2020Q3,North America,Greenland,22303.26
658,2020Q3,North America,Grenada,17360.286
659,2020Q3,North America,Guadeloupe,283465.823
660,2020Q3,North America,Guatemala,302707.801
661,2020Q3,North America,Haiti,61040.817
662,2020Q3,North America,Honduras,433335.428
663,2020Q3,North America,Jamaica,66304.8
664,2020Q3,North America,Martinique,135288.113
665,2020Q3,North America,Mexico,404669.825
666,2020Q3,North America,Montserrat,263086.349
667,2020Q3,North America,Nicaragua,43819.618
668,2020Q3,North America,Panama,1582730.684
669,2020Q3,North America,Puerto Rico,385814.282
670,2020Q3,North America,Saint Barthelemy,127433.14
671,2020Q3,North America,Saint Kitts and Nevis,32864.236
672,2020Q3,North America,Saint Lucia,12714.601999999999
673,2020Q3,North America,Saint Martin (French part),433712.60599999997
674,2020Q3,North America,Saint Pierre and Miquelon,89209.864
675,2020Q3,North America,Saint Vincent and the Grenadines,46614.525
676,2020Q3,North America,Sint Maarten (Dutch part),627149.705
677,2020Q3,North America,Trinidad and Tobago,77046.166
678,2020Q3,North America,Turks and Caicos Islands,647487.21
679,2020Q3,North America,United States,1399879.908
680,2020Q3,North America,United States Virgin Islands,670995.8910000001
681,2020Q3,Oceania,American Samoa,0.0
682,2020Q3,Oceania,Australia,70122.178
683,2020Q3,Oceania,Cook Islands,0.0
684,2020Q3,Oceania,Fiji,2735.077
685,2020Q3,Oceania,French Polynesia,136696.345
686,2020Q3,Oceania,Guam,511662.974
687,2020Q3,Oceania,Kiribati,0.0
688,2020Q3,Oceania,Marshall Islands,0.0
689,2020Q3,Oceania,Micronesia (country),0.0
690,2020Q3,Oceania,Nauru,0.0
691,2020Q3,Oceania,New Caledonia,7414.863
692,2020Q3,Oceania,New Zealand,23177.295
693,2020Q3,Oceania,Niue,0.0
694,2020Q3,Oceania,Northern Mariana Islands,91499.584
695,2020Q3,Oceania,Palau,0.0
696,2020Q3,Oceania,Papua New Guinea,2442.666
697,2020Q3,Oceania,Pitcairn,0.0
698,2020Q3,Oceania,Samoa,0.0
699,2020Q3,Oceania,Solomon Islands,0.0
700,2020Q3,Oceania,Tokelau,0.0
701,2020Q3,Oceania,Tonga,0.0
702,2020Q3,Oceania,Tuvalu,0.0
703,2020Q3,Oceania,Vanuatu,0.0
704,2020Q3,Oceania,Wallis and Futuna,0.0
705,2020Q3,South America,Argentina,744908.407
706,2020Q3,South America,Bolivia,687385.613
707,2020Q3,South America,Brazil,1350692.436
708,2020Q3,South America,Chile,1779623.741
709,2020Q3,South America,Colombia,782404.146
710,2020Q3,South America,Ecuador,496135.328
711,2020Q3,South America,Falkland Islands,314654.076
712,2020Q3,South America,French Guiana,2433098.689
713,2020Q3,South America,Guyana,111841.198
714,2020Q3,South America,Paraguay,184177.259
715,2020Q3,South America,Peru,1422411.073
716,2020Q3,South America,Suriname,407218.88
717,2020Q3,South America,Uruguay,38071.795
718,2020Q3,South America,Venezuela,109789.199
719,2020Q4,Africa,Algeria,146815.687
720,2020Q4,Africa,Angola,31843.8
721,2020Q4,Africa,Benin,19437.847
722,2020Q4,Africa,Botswana,304110.557
723,2020Q4,Africa,Burkina Faso,13074.895
724,2020Q4,Africa,Burundi,4568.81
725,2020Q4,Africa,Cameroon,76986.535
726,2020Q4,Africa,Cape Verde,1476153.228
727,2020Q4,Africa,Central African Republic,94691.697
728,2020Q4,Africa,Chad,8235.026
729,2020Q4,Africa,Comoros,56032.455
730,2020Q4,Africa,Congo,86727.258
731,2020Q4,Africa,Cote d'Ivoire,68571.106
732,2020Q4,Africa,Democratic Republic of Congo,11751.083
733,2020Q4,Africa,Djibouti,461059.499
734,2020Q4,Africa,Egypt,93952.176
735,2020Q4,Africa,Equatorial Guinea,281742.482
736,2020Q4,Africa,Eritrea,14310.099
737,2020Q4,Africa,Eswatini,487021.504
738,2020Q4,Africa,Ethiopia,76166.169
739,2020Q4,Africa,Gabon,350480.55
740,2020Q4,Africa,Gambia,126122.185
741,2020Q4,Africa,Ghana,138591.648
742,2020Q4,Africa,Guinea,82651.936
743,2020Q4,Africa,Guinea-Bissau,105654.972
744,2020Q4,Africa,Kenya,116426.985
745,2020Q4,Africa,Lesotho,81977.999
746,2020Q4,Africa,Liberia,27325.379
747,2020Q4,Africa,Libya,949686.046
748,2020Q4,Africa,Madagascar,53425.069
749,2020Q4,Africa,Malawi,27009.284
750,2020Q4,Africa,Mali,17886.621
751,2020Q4,Africa,Mauritania,178705.426
752,2020Q4,Africa,Mauritius,33204.874
753,2020Q4,Africa,Mayotte,1360807.439
754,2020Q4,Africa,Morocco,700329.245
755,2020Q4,Africa,Mozambique,39065.085
756,2020Q4,Africa,Namibia,523561.917
757,2020Q4,Africa,Niger,5757.596
758,2020Q4,Africa,Nigeria,28271.394
759,2020Q4,Africa,Reunion,635654.602
760,2020Q4,Africa,Rwanda,38580.714
761,2020Q4,Africa,Saint Helena,0.0
762,2020Q4,Africa,Sao Tome and Principe,391559.986
763,2020Q4,Africa,Senegal,85859.332
764,2020Q4,Africa,Seychelles,144975.979
765,2020Q4,Africa,Sierra Leone,25575.646
766,2020Q4,Africa,Somalia,22193.097
767,2020Q4,Africa,South Africa,1198751.84
768,2020Q4,Africa,South Sudan,25645.793
769,2020Q4,Africa,Sudan,33529.408
770,2020Q4,Africa,Tanzania,714.932
771,2020Q4,Africa,Togo,27651.971
772,2020Q4,Africa,Tunisia,573108.25
773,2020Q4,Africa,Uganda,35836.84
774,2020Q4,Africa,Zambia,78678.74
775,2020Q4,Africa,Zimbabwe,53978.916
776,2020Q4,Asia,Afghanistan,99375.64
777,2020Q4,Asia,Armenia,3642958.459
778,2020Q4,Asia,Azerbaijan,879613.475
779,2020Q4,Asia,Bahrain,5221235.438
780,2020Q4,Asia,Bangladesh,235545.473
781,2020Q4,Asia,Bhutan,45922.014
782,2020Q4,Asia,Brunei,30541.082
783,2020Q4,Asia,Cambodia,1721.932
784,2020Q4,Asia,China,6004.511
785,2020Q4,Asia,Georgia,2416902.913
786,2020Q4,Asia,Hong Kong,0.0
787,2020Q4,Asia,India,563451.515
788,2020Q4,Asia,Indonesia,162899.287
789,2020Q4,Asia,Iran,831267.304
790,2020Q4,Asia,Iraq,1039902.617
791,2020Q4,Asia,Israel,3200660.179
792,2020Q4,Asia,Japan,98407.54
793,2020Q4,Asia,Jordan,1198352.809
794,2020Q4,Asia,Kazakhstan,780842.282
795,2020Q4,Asia,Kuwait,2848859.865
796,2020Q4,Asia,Kyrgyzstan,0.0
797,2020Q4,Asia,Laos,373.324
798,2020Q4,Asia,Lebanon,1752890.849
799,2020Q4,Asia,Malaysia,138640.197
800,2020Q4,Asia,Maldives,2155768.061
801,2020Q4,Asia,Mongolia,16144.493
802,2020Q4,Asia,Myanmar,119725.779
803,2020Q4,Asia,Nepal,585051.859
804,2020Q4,Asia,North Korea,0.0
805,2020Q4,Asia,Oman,2369487.58
806,2020Q4,Asia,Pakistan,145866.90899999999
807,2020Q4,Asia,Palestine,1539469.143
808,2020Q4,Asia,Philippines,320113.864
809,2020Q4,Asia,Qatar,4617455.332
810,2020Q4,Asia,Saudi Arabia,887549.157
811,2020Q4,Asia,Singapore,948628.551
812,2020Q4,Asia,South Korea,59698.209
813,2020Q4,Asia,Sri Lanka,81015.066
814,2020Q4,Asia,Syria,29335.272
815,2020Q4,Asia,Taiwan,0.0
816,2020Q4,Asia,Tajikistan,107688.61
817,2020Q4,Asia,Thailand,5315.229
818,2020Q4,Asia,Timor,2128.52
819,2020Q4,Asia,Turkey,1409044.381
820,2020Q4,Asia,Turkmenistan,0.0
821,2020Q4,Asia,United Arab Emirates,1459681.347
822,2020Q4,Asia,Uzbekistan,20.312
823,2020Q4,Asia,Vietnam,1184.922
824,2020Q4,Asia,Yemen,5658.464
825,2020Q4,Europe,Albania,999523.978
826,2020Q4,Europe,Andorra,6288866.899
827,2020Q4,Europe,Austria,1969961.69
828,2020Q4,Europe,Belarus,1176130.863
829,2020Q4,Europe,Belgium,3617840.991
830,2020Q4,Europe,Bosnia and Herzegovina,1951020.712
831,2020Q4,Europe,Bulgaria,1321254.862
832,2020Q4,Europe,Croatia,2177393.044
833,2020Q4,Europe,Cyprus,880231.959
834,2020Q4,Europe,Czechia,3573993.972
835,2020Q4,Europe,Denmark,1124878.555
836,2020Q4,Europe,England,0.0
837,2020Q4,Europe,Estonia,1064597.179
838,2020Q4,Europe,Faeroe Islands,880678.499
839,2020Q4,Europe,Finland,412431.721
840,2020Q4,Europe,France,2154002.565
841,2020Q4,Europe,Germany,912697.647
842,2020Q4,Europe,Gibraltar,2424212.749
843,2020Q4,Europe,Greece,667865.36
844,2020Q4,Europe,Guernsey,402706.499
845,2020Q4,Europe,Hungary,1458936.642
846,2020Q4,Europe,Iceland,1186211.984
847,2020Q4,Europe,Ireland,1183790.794
848,2020Q4,Europe,Isle of Man,394480.328
849,2020Q4,Europe,Italy,1780948.549
850,2020Q4,Europe,Jersey,874553.237
851,2020Q4,Europe,Kosovo,1586274.173
852,2020Q4,Europe,Latvia,651917.101
853,2020Q4,Europe,Liechtenstein,2328700.29
854,2020Q4,Europe,Lithuania,1666882.6639999999
855,2020Q4,Europe,Luxembourg,3006306.344
856,2020Q4,Europe,Malta,1371456.226
857,2020Q4,Europe,Moldova,2644197.224
858,2020Q4,Europe,Monaco,1007947.1630000001
859,2020Q4,Europe,Montenegro,2877614.1010000003
860,2020Q4,Europe,Netherlands,2252445.676
861,2020Q4,Europe,North Macedonia,2057851.844
862,2020Q4,Europe,Northern Ireland,0.0
863,2020Q4,Europe,Norway,499953.812
864,2020Q4,Europe,Poland,1572016.547
865,2020Q4,Europe,Portugal,1861676.691
866,2020Q4,Europe,Romania,1697928.609
867,2020Q4,Europe,Russia,1286015.566
868,2020Q4,Europe,San Marino,3744197.09
869,2020Q4,Europe,Scotland,0.0
870,2020Q4,Europe,Serbia,1781443.533
871,2020Q4,Europe,Slovakia,1386131.004
872,2020Q4,Europe,Slovenia,2332953.897
873,2020Q4,Europe,Spain,2739201.052
874,2020Q4,Europe,Sweden,1886385.586
875,2020Q4,Europe,Switzerland,2617564.659
876,2020Q4,Europe,Ukraine,1249721.765
877,2020Q4,Europe,United Kingdom,1873002.929
878,2020Q4,Europe,Vatican,2726485.159
879,2020Q4,Europe,Wales,0.0
880,2020Q4,North America,Anguilla,31051.228
881,2020Q4,North America,Antigua and Barbuda,130134.796
882,2020Q4,North America,Aruba,4018514.168
883,2020Q4,North America,Bahamas,1514379.658
884,2020Q4,North America,Barbados,84052.327
885,2020Q4,North America,Belize,1227435.014
886,2020Q4,North America,Bermuda,401840.928
887,2020Q4,North America,Bonaire Sint Eustatius and Saba,537779.103
888,2020Q4,North America,British Virgin Islands,220222.128
889,2020Q4,North America,Canada,759356.789
890,2020Q4,North America,Cayman Islands,349436.854
891,2020Q4,North America,Costa Rica,2175711.99
892,2020Q4,North America,Cuba,64218.544
893,2020Q4,North America,Curacao,882467.714
894,2020Q4,North America,Dominica,79936.222
895,2020Q4,North America,Dominican Republic,1119495.535
896,2020Q4,North America,El Salvador,529413.343
897,2020Q4,North America,Greenland,29348.257999999998
898,2020Q4,North America,Grenada,33548.805
899,2020Q4,North America,Guadeloupe,1809433.449
900,2020Q4,North America,Guatemala,591902.655
901,2020Q4,North America,Haiti,73281.649
902,2020Q4,North America,Honduras,889219.62
903,2020Q4,North America,Jamaica,320994.825
904,2020Q4,North America,Martinique,1050183.396
905,2020Q4,North America,Mexico,793828.252
906,2020Q4,North America,Montserrat,271017.46400000004
907,2020Q4,North America,Nicaragua,59825.474
908,2020Q4,North America,Panama,3239681.8310000002
909,2020Q4,North America,Puerto Rico,1515189.651
910,2020Q4,North America,Saint Barthelemy,973985.815
911,2020Q4,North America,Saint Kitts and Nevis,42490.741
912,2020Q4,North America,Saint Lucia,83142.451
913,2020Q4,North America,Saint Martin (French part),1939118.681
914,2020Q4,North America,Saint Pierre and Miquelon,209175.83800000002
915,2020Q4,North America,Saint Vincent and the Grenadines,72066.863
916,2020Q4,North America,Sint Maarten (Dutch part),2013463.979
917,2020Q4,North America,Trinidad and Tobago,362729.854
918,2020Q4,North America,Turks and Caicos Islands,1478742.94
919,2020Q4,North America,United States,3243724.859
920,2020Q4,North America,United States Virgin Islands,1414961.954
921,2020Q4,Oceania,American Samoa,0.0
922,2020Q4,Oceania,Australia,97431.564
923,2020Q4,Oceania,Cook Islands,0.0
924,2020Q4,Oceania,Fiji,3719.213
925,2020Q4,Oceania,French Polynesia,3136902.035
926,2020Q4,Oceania,Guam,2895647.414
927,2020Q4,Oceania,Kiribati,0.0
928,2020Q4,Oceania,Marshall Islands,4712.34
929,2020Q4,Oceania,Micronesia (country),0.0
930,2020Q4,Oceania,Nauru,0.0
931,2020Q4,Oceania,New Caledonia,9884.156
932,2020Q4,Oceania,New Zealand,29191.818
933,2020Q4,Oceania,Niue,0.0
934,2020Q4,Oceania,Northern Mariana Islands,183584.14
935,2020Q4,Oceania,Palau,0.0
936,2020Q4,Oceania,Papua New Guinea,5753.543
937,2020Q4,Oceania,Pitcairn,0.0
938,2020Q4,Oceania,Samoa,134.91
939,2020Q4,Oceania,Solomon Islands,1471.8300000000002
940,2020Q4,Oceania,Tokelau,0.0
941,2020Q4,Oceania,Tonga,0.0
942,2020Q4,Oceania,Tuvalu,0.0
943,2020Q4,Oceania,Vanuatu,156.06
944,2020Q4,Oceania,Wallis and Futuna,14918.956
945,2020Q4,South America,Argentina,2652359.693
946,2020Q4,South America,Bolivia,1080221.6
947,2020Q4,South America,Brazil,2556468.034
948,2020Q4,South America,Chile,2492881.813
949,2020Q4,South America,Colombia,2107691.174
950,2020Q4,South America,Ecuador,908601.036
951,2020Q4,South America,Falkland Islands,400420.95999999996
952,2020Q4,South America,French Guiana,3332595.675
953,2020Q4,South America,Guyana,538454.8859999999
954,2020Q4,South America,Paraguay,982506.348
955,2020Q4,South America,Peru,2499257.108
956,2020Q4,South America,Suriname,785459.333
957,2020Q4,South America,Uruguay,154600.215
958,2020Q4,South America,Venezuela,312561.863
959,2021Q1,Africa,Algeria,219795.361
960,2021Q1,Africa,Angola,50896.013
961,2021Q1,Africa,Benin,33489.076
962,2021Q1,Africa,Botswana,902397.063
963,2021Q1,Africa,Burkina Faso,43381.02
964,2021Q1,Africa,Burundi,13060.702
965,2021Q1,Africa,Cameroon,112786.412
966,2021Q1,Africa,Cape Verde,2209629.067
967,2021Q1,Africa,Central African Republic,95716.056
968,2021Q1,Africa,Chad,18121.445
969,2021Q1,Africa,Comoros,297116.458
970,2021Q1,Africa,Congo,128186.085
971,2021Q1,Africa,Cote d'Ivoire,99785.557
972,2021Q1,Africa,Democratic Republic of Congo,21779.41
973,2021Q1,Africa,Djibouti,492661.377
974,2021Q1,Africa,Egypt,140267.924
975,2021Q1,Africa,Equatorial Guinea,316818.868
976,2021Q1,Africa,Eritrea,59315.57
977,2021Q1,Africa,Eswatini,1151152.552
978,2021Q1,Africa,Ethiopia,111034.911
979,2021Q1,Africa,Gabon,496128.286
980,2021Q1,Africa,Gambia,148964.062
981,2021Q1,Africa,Ghana,201640.225
982,2021Q1,Africa,Guinea,102183.80500000001
983,2021Q1,Africa,Guinea-Bissau,127057.63
984,2021Q1,Africa,Kenya,176743.432
985,2021Q1,Africa,Lesotho,342593.935
986,2021Q1,Africa,Liberia,33581.065
987,2021Q1,Africa,Libya,1678018.314
988,2021Q1,Africa,Madagascar,60447.011
989,2021Q1,Africa,Malawi,108735.824
990,2021Q1,Africa,Mali,33181.693
991,2021Q1,Africa,Mauritania,317909.542
992,2021Q1,Africa,Mauritius,43828.362
993,2021Q1,Africa,Mayotte,3545593.092
994,2021Q1,Africa,Morocco,1140116.622
995,2021Q1,Africa,Mozambique,127057.171
996,2021Q1,Africa,Namibia,1255932.161
997,2021Q1,Africa,Niger,15512.258
998,2021Q1,Africa,Nigeria,56616.99
999,2021Q1,Africa,Reunion,1072799.269
1000,2021Q1,Africa,Rwanda,105463.561
1001,2021Q1,Africa,Saint Helena,0.0
1002,2021Q1,Africa,Sao Tome and Principe,615093.692
1003,2021Q1,Africa,Senegal,155751.54
1004,2021Q1,Africa,Seychelles,1678592.428
1005,2021Q1,Africa,Sierra Leone,37189.666
1006,2021Q1,Africa,Somalia,33372.403
1007,2021Q1,Africa,South Africa,2152700.602
1008,2021Q1,Africa,South Sudan,51969.489
1009,2021Q1,Africa,Sudan,56912.586
1010,2021Q1,Africa,Tanzania,699.39
1011,2021Q1,Africa,Togo,62767.188
1012,2021Q1,Africa,Tunisia,1546413.533
1013,2021Q1,Africa,Uganda,75354.86
1014,2021Q1,Africa,Zambia,279532.78
1015,2021Q1,Africa,Zimbabwe,176515.061
1016,2021Q1,Asia,Afghanistan,120631.588
1017,2021Q1,Asia,Armenia,5545948.671
1018,2021Q1,Asia,Azerbaijan,2028337.788
1019,2021Q1,Asia,Bahrain,6965924.647
1020,2021Q1,Asia,Bangladesh,286473.716
1021,2021Q1,Asia,Bhutan,97655.20300000001
1022,2021Q1,Asia,Brunei,37133.46
1023,2021Q1,Asia,Cambodia,4527.832
1024,2021Q1,Asia,China,6366.423
1025,2021Q1,Asia,Georgia,6295708.908
1026,2021Q1,Asia,Hong Kong,0.0
1027,2021Q1,Asia,India,697503.229
1028,2021Q1,Asia,Indonesia,386278.96
1029,2021Q1,Asia,Iran,1554864.061
1030,2021Q1,Asia,Iraq,1364347.243
1031,2021Q1,Asia,Israel,6566242.246
1032,2021Q1,Asia,Japan,286286.83
1033,2021Q1,Asia,Jordan,3075271.433
1034,2021Q1,Asia,Kazakhstan,1148045.069
1035,2021Q1,Asia,Kuwait,3835497.835
1036,2021Q1,Asia,Kyrgyzstan,0.0
1037,2021Q1,Asia,Laos,537.371
1038,2021Q1,Asia,Lebanon,5452954.998
1039,2021Q1,Asia,Macao,0.0
1040,2021Q1,Asia,Malaysia,659018.998
1041,2021Q1,Asia,Maldives,3115013.8
1042,2021Q1,Asia,Mongolia,77883.739
1043,2021Q1,Asia,Myanmar,230808.835
1044,2021Q1,Asia,Nepal,800319.573
1045,2021Q1,Asia,North Korea,0.0
1046,2021Q1,Asia,Northern Cyprus,0.0
1047,2021Q1,Asia,Oman,2733123.047
1048,2021Q1,Asia,Pakistan,214697.745
1049,2021Q1,Asia,Palestine,3422064.174
1050,2021Q1,Asia,Philippines,439750.847
1051,2021Q1,Asia,Qatar,5289620.8
1052,2021Q1,Asia,Saudi Arabia,923175.93
1053,2021Q1,Asia,Singapore,952559.346
1054,2021Q1,Asia,South Korea,146423.943
1055,2021Q1,Asia,Sri Lanka,297074.131
1056,2021Q1,Asia,Syria,60292.581
1057,2021Q1,Asia,Taiwan,0.0
1058,2021Q1,Asia,Tajikistan,123983.521
1059,2021Q1,Asia,Thailand,26442.871
1060,2021Q1,Asia,Timor,9368.54
1061,2021Q1,Asia,Turkey,2768151.2939999998
1062,2021Q1,Asia,Turkmenistan,0.0
1063,2021Q1,Asia,United Arab Emirates,3248680.297
1064,2021Q1,Asia,Uzbekistan,153.12400000000002
1065,2021Q1,Asia,Vietnam,1925.543
1066,2021Q1,Asia,Yemen,6552.287
1067,2021Q1,Europe,Albania,2891197.605
1068,2021Q1,Europe,Andorra,11538444.191
1069,2021Q1,Europe,Austria,4354530.29
1070,2021Q1,Europe,Belarus,2491141.963
1071,2021Q1,Europe,Belgium,5724489.082
1072,2021Q1,Europe,Bosnia and Herzegovina,3624739.529
1073,2021Q1,Europe,Bulgaria,3175319.497
1074,2021Q1,Europe,Croatia,5309513.711
1075,2021Q1,Europe,Cyprus,3417641.822
1076,2021Q1,Europe,Czechia,9751407.138
1077,2021Q1,Europe,Denmark,3112870.073
1078,2021Q1,Europe,England,0.0
1079,2021Q1,Europe,Estonia,4251544.425
1080,2021Q1,Europe,Faeroe Islands,1111772.133
1081,2021Q1,Europe,Finland,959752.345
1082,2021Q1,Europe,France,4375942.439
1083,2021Q1,Europe,Germany,2467923.255
1084,2021Q1,Europe,Gibraltar,10760596.14
1085,2021Q1,Europe,Greece,1594745.374
1086,2021Q1,Europe,Guernsey,895561.28
1087,2021Q1,Europe,Hungary,3842743.631
1088,2021Q1,Europe,Iceland,1455188.072
1089,2021Q1,Europe,Ireland,3520352.939
1090,2021Q1,Europe,Isle of Man,722715.126
1091,2021Q1,Europe,Italy,4218204.532
1092,2021Q1,Europe,Jersey,2540209.029
1093,2021Q1,Europe,Kosovo,3334301.1
1094,2021Q1,Europe,Latvia,3558556.078
1095,2021Q1,Europe,Liechtenstein,5907813.495
1096,2021Q1,Europe,Lithuania,6193524.6450000005
1097,2021Q1,Europe,Luxembourg,6343906.206
1098,2021Q1,Europe,Malta,3459587.876
1099,2021Q1,Europe,Moldova,4854384.653
1100,2021Q1,Europe,Monaco,3727055.987
1101,2021Q1,Europe,Montenegro,9290017.904
1102,2021Q1,Europe,Netherlands,5261229.428
1103,2021Q1,Europe,North Macedonia,4258270.171
1104,2021Q1,Europe,Northern Ireland,0.0
1105,2021Q1,Europe,Norway,1152739.883
1106,2021Q1,Europe,Poland,3763667.735
1107,2021Q1,Europe,Portugal,5899488.718
1108,2021Q1,Europe,Romania,3531663.736
1109,2021Q1,Europe,Russia,2488924.463
1110,2021Q1,Europe,San Marino,9266607.301
1111,2021Q1,Europe,Scotland,0.0
1112,2021Q1,Europe,Serbia,5743209.502
1113,2021Q1,Europe,Slovakia,4444428.106
1114,2021Q1,Europe,Slovenia,7355300.836
1115,2021Q1,Europe,Spain,5380710.485
1116,2021Q1,Europe,Sweden,5313730.641
1117,2021Q1,Europe,Switzerland,5518051.144
1118,2021Q1,Europe,Ukraine,2834544.127
1119,2021Q1,Europe,United Kingdom,5232607.16
1120,2021Q1,Europe,Vatican,2896039.62
1121,2021Q1,Europe,Wales,0.0
1122,2021Q1,North America,Anguilla,100900.66
1123,2021Q1,North America,Antigua and Barbuda,505385.398
1124,2021Q1,North America,Aruba,6203439.821
1125,2021Q1,North America,Bahamas,1842807.979
1126,2021Q1,North America,Barbados,700134.211
1127,2021Q1,North America,Belize,2654635.637
1128,2021Q1,North America,Bermuda,1003348.535
1129,2021Q1,North America,Bonaire Sint Eustatius and Saba,1713884.369
1130,2021Q1,North America,British Virgin Islands,401602.198
1131,2021Q1,North America,Canada,1882864.498
1132,2021Q1,North America,Cayman Islands,544861.911
1133,2021Q1,North America,Costa Rica,3422950.652
1134,2021Q1,North America,Cuba,314642.766
1135,2021Q1,North America,Curacao,2286499.666
1136,2021Q1,North America,Dominica,160449.70500000002
1137,2021Q1,North America,Dominican Republic,1774395.722
1138,2021Q1,North America,El Salvador,803726.971
1139,2021Q1,North America,Greenland,47810.401
1140,2021Q1,North America,Grenada,104894.817
1141,2021Q1,North America,Guadeloupe,2198667.376
1142,2021Q1,North America,Guatemala,837553.46
1143,2021Q1,North America,Haiti,91945.252
1144,2021Q1,North America,Honduras,1349479.981
1145,2021Q1,North America,Jamaica,684872.084
1146,2021Q1,North America,Martinique,1621479.003
1147,2021Q1,North America,Mexico,1405378.378
1148,2021Q1,North America,Montserrat,345116.691
1149,2021Q1,North America,Nicaragua,65692.432
1150,2021Q1,North America,Panama,6557375.816
1151,2021Q1,North America,Puerto Rico,2767704.397
1152,2021Q1,North America,Saint Barthelemy,3940967.81
1153,2021Q1,North America,Saint Kitts and Nevis,73698.109
1154,2021Q1,North America,Saint Lucia,1155671.81
1155,2021Q1,North America,Saint Martin (French part),3861170.479
1156,2021Q1,North America,Saint Pierre and Miquelon,334069.689
1157,2021Q1,North America,Saint Vincent and the Grenadines,992227.704
1158,2021Q1,North America,Sint Maarten (Dutch part),3845447.137
1159,2021Q1,North America,Trinidad and Tobago,446043.64400000003
1160,2021Q1,North America,Turks and Caicos Islands,3364672.177
1161,2021Q1,North America,United States,7055937.264
1162,2021Q1,North America,United States Virgin Islands,2266639.192
1163,2021Q1,Oceania,American Samoa,0.0
1164,2021Q1,Oceania,Australia,99358.911
1165,2021Q1,Oceania,Cook Islands,0.0
1166,2021Q1,Oceania,Fiji,5659.457
1167,2021Q1,Oceania,French Polynesia,5324180.847
1168,2021Q1,Oceania,Guam,3896404.182
1169,2021Q1,Oceania,Kiribati,0.0
1170,2021Q1,Oceania,Marshall Islands,8655.3
1171,2021Q1,Oceania,Micronesia (country),0.0
1172,2021Q1,Oceania,Nauru,0.0
1173,2021Q1,Oceania,New Caledonia,19620.024
1174,2021Q1,Oceania,New Zealand,34472.716
1175,2021Q1,Oceania,Niue,0.0
1176,2021Q1,Oceania,Northern Mariana Islands,252733.288
1177,2021Q1,Oceania,Palau,0.0
1178,2021Q1,Oceania,Papua New Guinea,14703.288
1179,2021Q1,Oceania,Pitcairn,0.0
1180,2021Q1,Oceania,Samoa,404.73
1181,2021Q1,Oceania,Solomon Islands,2189.812
1182,2021Q1,Oceania,Tokelau,0.0
1183,2021Q1,Oceania,Tonga,0.0
1184,2021Q1,Oceania,Tuvalu,0.0
1185,2021Q1,Oceania,Vanuatu,428.42499999999995
1186,2021Q1,Oceania,Wallis and Futuna,572869.971
1187,2021Q1,South America,Argentina,4113850.412
1188,2021Q1,South America,Bolivia,1656564.231
1189,2021Q1,South America,Brazil,4127296.916
1190,2021Q1,South America,Chile,3575517.186
1191,2021Q1,South America,Colombia,3663828.247
1192,2021Q1,South America,Ecuador,1331075.517
1193,2021Q1,South America,Falkland Islands,1028939.75
1194,2021Q1,South America,French Guiana,4707697.457
1195,2021Q1,South America,Guyana,896095.962
