,date,continent,location,total_cases_per_million
1196,2021Q1,South America,Paraguay,1970331.4340000001
1197,2021Q1,South America,Peru,3261337.139
1198,2021Q1,South America,Suriname,1213754.317
1199,2021Q1,South America,Uruguay,1330823.105
1200,2021Q1,South America,Venezuela,422038.782
1201,2021Q2,Africa,Algeria,255665.43
1202,2021Q2,Africa,Angola,77763.361
1203,2021Q2,Africa,Benin,53836.615
1204,2021Q2,Africa,Botswana,1886387.111
1205,2021Q2,Africa,Burkina Faso,53401.682
1206,2021Q2,Africa,Burundi,30510.299
1207,2021Q2,Africa,Cameroon,240715.109
1208,2021Q2,Africa,Cape Verde,4046828.696
1209,2021Q2,Africa,Central African Republic,160413.385
1210,2021Q2,Africa,Chad,24829.902000000002
1211,2021Q2,Africa,Comoros,418832.6
1212,2021Q2,Africa,Congo,172703.146
1213,2021Q2,Africa,Cote d'Ivoire,150460.707
1214,2021Q2,Africa,Democratic Republic of Congo,29335.93
1215,2021Q2,Africa,Djibouti,890912.349
1216,2021Q2,Africa,Egypt,199926.048
1217,2021Q2,Africa,Equatorial Guinea,434677.31899999996
1218,2021Q2,Africa,Eritrea,101549.897
1219,2021Q2,Africa,Eswatini,1395918.212
1220,2021Q2,Africa,Ethiopia,190286.241
1221,2021Q2,Africa,Gabon,885835.765
1222,2021Q2,Africa,Gambia,198233.178
1223,2021Q2,Africa,Ghana,253779.66
1224,2021Q2,Africa,Guinea,147692.005
1225,2021Q2,Africa,Guinea-Bissau,162183.818
1226,2021Q2,Africa,Kenya,275000.65
1227,2021Q2,Africa,Lesotho,427449.424
1228,2021Q2,Africa,Liberia,40793.825
1229,2021Q2,Africa,Libya,2405552.92
1230,2021Q2,Africa,Madagascar,115268.149
1231,2021Q2,Africa,Malawi,152872.944
1232,2021Q2,Africa,Mali,54692.965000000004
1233,2021Q2,Africa,Mauritania,365660.607
1234,2021Q2,Africa,Mauritius,96933.542
1235,2021Q2,Africa,Mayotte,5486760.719
1236,2021Q2,Africa,Morocco,1249861.178
1237,2021Q2,Africa,Mozambique,194597.917
1238,2021Q2,Africa,Namibia,1984269.335
1239,2021Q2,Africa,Niger,18402.825
1240,2021Q2,Africa,Nigeria,68951.473
1241,2021Q2,Africa,Reunion,2145078.038
1242,2021Q2,Africa,Rwanda,175559.211
1243,2021Q2,Africa,Saint Helena,0.0
1244,2021Q2,Africa,Sao Tome and Principe,927491.175
1245,2021Q2,Africa,Senegal,214646.909
1246,2021Q2,Africa,Seychelles,7811042.144
1247,2021Q2,Africa,Sierra Leone,44820.643000000004
1248,2021Q2,Africa,Somalia,72403.488
1249,2021Q2,Africa,South Africa,2509580.128
1250,2021Q2,Africa,South Sudan,88418.112
1251,2021Q2,Africa,Sudan,67608.788
1252,2021Q2,Africa,Tanzania,710.215
1253,2021Q2,Africa,Togo,133588.323
1254,2021Q2,Africa,Tunisia,2405776.945
1255,2021Q2,Africa,Uganda,96494.388
1256,2021Q2,Africa,Zambia,456537.7
1257,2021Q2,Africa,Zimbabwe,218361.23
1258,2021Q2,Asia,Afghanistan,159837.665
1259,2021Q2,Asia,Armenia,7094084.02
1260,2021Q2,Asia,Azerbaijan,2799583.187
1261,2021Q2,Asia,Bahrain,12773736.842
1262,2021Q2,Asia,Bangladesh,412031.349
1263,2021Q2,Asia,Bhutan,159875.879
1264,2021Q2,Asia,Brunei,47581.073
1265,2021Q2,Asia,Cambodia,125820.71399999999
1266,2021Q2,Asia,China,6919.889
1267,2021Q2,Asia,Georgia,7930475.896
1268,2021Q2,Asia,Hong Kong,0.0
1269,2021Q2,Asia,India,1465775.151
1270,2021Q2,Asia,Indonesia,582953.852
1271,2021Q2,Asia,Iran,2720218.262
1272,2021Q2,Asia,Iraq,2286212.167
1273,2021Q2,Asia,Israel,8079149.432
1274,2021Q2,Asia,Japan,485351.023
1275,2021Q2,Asia,Jordan,5751894.557
1276,2021Q2,Asia,Kazakhstan,1884055.463
1277,2021Q2,Asia,Kuwait,6211176.87
1278,2021Q2,Asia,Kyrgyzstan,3819.252
1279,2021Q2,Asia,Laos,14511.369
1280,2021Q2,Asia,Lebanon,8724219.019
1281,2021Q2,Asia,Macao,0.0
1282,2021Q2,Asia,Malaysia,1358237.662
1283,2021Q2,Asia,Maldives,8276474.904
1284,2021Q2,Asia,Mongolia,1398376.814
1285,2021Q2,Asia,Myanmar,242623.02
1286,2021Q2,Asia,Nepal,1341625.624
1287,2021Q2,Asia,North Korea,0.0
1288,2021Q2,Asia,Northern Cyprus,0.0
1289,2021Q2,Asia,Oman,4109380.722
1290,2021Q2,Asia,Pakistan,328759.352
1291,2021Q2,Asia,Palestine,5628899.09
1292,2021Q2,Asia,Philippines,885758.628
1293,2021Q2,Asia,Qatar,7041106.352
1294,2021Q2,Asia,Saudi Arabia,1085347.52
1295,2021Q2,Asia,Singapore,993885.954
1296,2021Q2,Asia,South Korea,231138.501
1297,2021Q2,Asia,Sri Lanka,653238.406
1298,2021Q2,Asia,Syria,95090.349
1299,2021Q2,Asia,Taiwan,0.0
1300,2021Q2,Asia,Tajikistan,125489.529
1301,2021Q2,Asia,Thailand,149944.607
1302,2021Q2,Asia,Timor,320133.186
1303,2021Q2,Asia,Turkey,5150034.964
1304,2021Q2,Asia,Turkmenistan,0.0
1305,2021Q2,Asia,United Arab Emirates,5255361.695
1306,2021Q2,Asia,Uzbekistan,36386.421
1307,2021Q2,Asia,Vietnam,5880.741
1308,2021Q2,Asia,Yemen,17030.522
1309,2021Q2,Europe,Albania,4191370.566
1310,2021Q2,Europe,Andorra,15186403.314
1311,2021Q2,Europe,Austria,6234456.131
1312,2021Q2,Europe,Belarus,3568265.448
1313,2021Q2,Europe,Belgium,7885546.431
1314,2021Q2,Europe,Bosnia and Herzegovina,5561965.404
1315,2021Q2,Europe,Bulgaria,5380138.025
1316,2021Q2,Europe,Croatia,7575096.37
1317,2021Q2,Europe,Cyprus,6823092.902
1318,2021Q2,Europe,Czechia,14353996.621
1319,2021Q2,Europe,Denmark,4138352.802
1320,2021Q2,Europe,England,0.0
1321,2021Q2,Europe,Estonia,8492301.284
1322,2021Q2,Europe,Faeroe Islands,1199766.554
1323,2021Q2,Europe,Finland,1497863.554
1324,2021Q2,Europe,France,7148367.622
1325,2021Q2,Europe,Germany,3751629.311
1326,2021Q2,Europe,Gibraltar,11951984.572999999
1327,2021Q2,Europe,Greece,3254679.061
1328,2021Q2,Europe,Guernsey,1182996.712
1329,2021Q2,Europe,Hungary,7108928.751
1330,2021Q2,Europe,Iceland,1580936.616
1331,2021Q2,Europe,Ireland,4630311.348
1332,2021Q2,Europe,Isle of Man,1709016.482
1333,2021Q2,Europe,Italy,6267116.79
1334,2021Q2,Europe,Jersey,2667704.607
1335,2021Q2,Europe,Kosovo,5332588.526
1336,2021Q2,Europe,Latvia,6064894.357
1337,2021Q2,Europe,Liechtenstein,6997687.715
1338,2021Q2,Europe,Lithuania,8532182.235
1339,2021Q2,Europe,Luxembourg,8599853.938
1340,2021Q2,Europe,Malta,5185616.531
1341,2021Q2,Europe,Moldova,6969767.73
1342,2021Q2,Europe,Monaco,5712559.265
1343,2021Q2,Europe,Montenegro,13916452.705
1344,2021Q2,Europe,Netherlands,7986789.461
1345,2021Q2,Europe,North Macedonia,6541786.283
1346,2021Q2,Europe,Northern Ireland,0.0
1347,2021Q2,Europe,Norway,1978452.33
1348,2021Q2,Europe,Poland,6354023.806
1349,2021Q2,Europe,Portugal,7345695.1049999995
1350,2021Q2,Europe,Romania,4879421.4120000005
1351,2021Q2,Europe,Russia,3119759.828
1352,2021Q2,Europe,San Marino,13755120.214
1353,2021Q2,Europe,Scotland,0.0
1354,2021Q2,Europe,Serbia,9135460.178
1355,2021Q2,Europe,Slovakia,6189384.339
1356,2021Q2,Europe,Slovenia,10462831.454
1357,2021Q2,Europe,Spain,6893904.041
1358,2021Q2,Europe,Sweden,8667799.882
1359,2021Q2,Europe,Switzerland,6958114.609
1360,2021Q2,Europe,Ukraine,4664816.79
1361,2021Q2,Europe,United Kingdom,6150789.652
1362,2021Q2,Europe,Vatican,2928217.838
1363,2021Q2,Europe,Wales,0.0
1364,2021Q2,North America,Anguilla,479876.567
1365,2021Q2,North America,Antigua and Barbuda,1199121.262
1366,2021Q2,North America,Aruba,9105336.326
1367,2021Q2,North America,Bahamas,2441287.452
1368,2021Q2,North America,Barbados,1264172.045
1369,2021Q2,North America,Belize,2860034.3
1370,2021Q2,North America,Bermuda,3236858.913
1371,2021Q2,North America,Bonaire Sint Eustatius and Saba,5290847.26
1372,2021Q2,North America,British Virgin Islands,687476.058
1373,2021Q2,North America,Canada,2994974.065
1374,2021Q2,North America,Cayman Islands,740956.319
1375,2021Q2,North America,Costa Rica,4989783.312
1376,2021Q2,North America,Cuba,1014356.8640000001
1377,2021Q2,North America,Curacao,5626809.217
1378,2021Q2,North America,Dominica,224428.927
1379,2021Q2,North America,Dominican Republic,2285726.883
1380,2021Q2,North America,El Salvador,1023097.3640000001
1381,2021Q2,North America,Greenland,58855.825
1382,2021Q2,North America,Grenada,116061.829
1383,2021Q2,North America,Guadeloupe,3492017.9359999998
1384,2021Q2,North America,Guatemala,1228292.403
1385,2021Q2,North America,Haiti,115003.942
1386,2021Q2,North America,Honduras,1951093.173
1387,2021Q2,North America,Jamaica,1496180.209
1388,2021Q2,North America,Martinique,2709457.103
1389,2021Q2,North America,Mexico,1718303.524
1390,2021Q2,North America,Montserrat,412417.824
1391,2021Q2,North America,Nicaragua,75251.346
1392,2021Q2,North America,Panama,7692752.683
1393,2021Q2,North America,Puerto Rico,3829872.7229999998
1394,2021Q2,North America,Saint Barthelemy,8197198.469
1395,2021Q2,North America,Saint Kitts and Nevis,202491.547
1396,2021Q2,North America,Saint Lucia,2416835.31
1397,2021Q2,North America,Saint Martin (French part),5461937.394
1398,2021Q2,North America,Saint Pierre and Miquelon,387935.41
1399,2021Q2,North America,Saint Vincent and the Grenadines,1715224.276
1400,2021Q2,North America,Sint Maarten (Dutch part),4809445.146
1401,2021Q2,North America,Trinidad and Tobago,1052951.482
1402,2021Q2,North America,Turks and Caicos Islands,4766084.9399999995
1403,2021Q2,North America,United States,8676701.2
1404,2021Q2,North America,United States Virgin Islands,3041124.255
1405,2021Q2,Oceania,American Samoa,0.0
1406,2021Q2,Oceania,Australia,104260.891
1407,2021Q2,Oceania,Cook Islands,0.0
1408,2021Q2,Oceania,Fiji,66206.766
1409,2021Q2,Oceania,French Polynesia,5590534.521
1410,2021Q2,Oceania,Guam,4153105.955
1411,2021Q2,Oceania,Kiribati,0.0
1412,2021Q2,Oceania,Marshall Islands,8751.47
1413,2021Q2,Oceania,Micronesia (country),0.0
1414,2021Q2,Oceania,Nauru,0.0
1415,2021Q2,Oceania,New Caledonia,39315.905
1416,2021Q2,Oceania,New Zealand,40205.857
1417,2021Q2,Oceania,Niue,0.0
1418,2021Q2,Oceania,Northern Mariana Islands,317767.367
1419,2021Q2,Oceania,Palau,0.0
1420,2021Q2,Oceania,Papua New Guinea,119482.784
1421,2021Q2,Oceania,Pitcairn,0.0
1422,2021Q2,Oceania,Samoa,409.227
1423,2021Q2,Oceania,Solomon Islands,2501.826
1424,2021Q2,Oceania,Tokelau,0.0
1425,2021Q2,Oceania,Tonga,0.0
1426,2021Q2,Oceania,Tuvalu,0.0
1427,2021Q2,Oceania,Vanuatu,835.4709999999999
1428,2021Q2,Oceania,Wallis and Futuna,3523283.893
1429,2021Q2,South America,Argentina,7009534.605
1430,2021Q2,South America,Bolivia,2536397.074
1431,2021Q2,South America,Brazil,6565943.567
1432,2021Q2,South America,Chile,5969167.923
1433,2021Q2,South America,Colombia,5522829.326
1434,2021Q2,South America,Ecuador,2024425.476
1435,2021Q2,South America,Falkland Islands,1419100.264
1436,2021Q2,South America,French Guiana,6509978.067
1437,2021Q2,South America,Guyana,1681171.77
1438,2021Q2,South America,Paraguay,4218611.9629999995
1439,2021Q2,South America,Peru,4941068.1280000005
1440,2021Q2,South America,Suriname,1948249.806
1441,2021Q2,South America,Uruguay,6399671.202
1442,2021Q2,South America,Venezuela,689174.389
1443,2021Q3,Africa,Algeria,366916.828
1444,2021Q3,Africa,Angola,117732.989
1445,2021Q3,Africa,Benin,89670.519
1446,2021Q3,Africa,Botswana,4651526.8209999995
1447,2021Q3,Africa,Burkina Faso,55731.641
1448,2021Q3,Africa,Burundi,75770.415
1449,2021Q3,Africa,Cameroon,277264.846
1450,2021Q3,Africa,Cape Verde,5386565.556
1451,2021Q3,Africa,Central African Republic,185207.319
1452,2021Q3,Africa,Chad,25881.399
1453,2021Q3,Africa,Comoros,444840.536
1454,2021Q3,Africa,Congo,207128.638
1455,2021Q3,Africa,Cote d'Ivoire,173828.687
1456,2021Q3,Africa,Democratic Republic of Congo,47963.527
1457,2021Q3,Africa,Djibouti,966312.2
1458,2021Q3,Africa,Egypt,238616.633
1459,2021Q3,Africa,Equatorial Guinea,525586.959
1460,2021Q3,Africa,Eritrea,163141.777
1461,2021Q3,Africa,Eswatini,2584959.392
1462,2021Q3,Africa,Ethiopia,222290.945
1463,2021Q3,Africa,Gabon,1003676.436
1464,2021Q3,Africa,Gambia,292917.395
1465,2021Q3,Africa,Ghana,308227.007
1466,2021Q3,Africa,Guinea,182701.363
1467,2021Q3,Africa,Guinea-Bissau,221796.845
1468,2021Q3,Africa,Kenya,371816.148
1469,2021Q3,Africa,Lesotho,595785.194
1470,2021Q3,Africa,Liberia,96514.6
1471,2021Q3,Africa,Libya,3696735.516
1472,2021Q3,Africa,Madagascar,133211.324
1473,2021Q3,Africa,Malawi,241694.2
1474,2021Q3,Africa,Mali,60013.554000000004
1475,2021Q3,Africa,Mauritania,564494.426
1476,2021Q3,Africa,Mauritius,597377.562
1477,2021Q3,Africa,Mayotte,5559214.142
1478,2021Q3,Africa,Morocco,1807044.384
1479,2021Q3,Africa,Mozambique,354655.418
1480,2021Q3,Africa,Namibia,4279080.754
1481,2021Q3,Africa,Niger,20147.79
1482,2021Q3,Africa,Nigeria,77370.405
1483,2021Q3,Africa,Reunion,4075154.346
1484,2021Q3,Africa,Rwanda,502690.555
1485,2021Q3,Africa,Saint Helena,0.0
1486,2021Q3,Africa,Sao Tome and Principe,1058295.547
1487,2021Q3,Africa,Senegal,341104.342
1488,2021Q3,Africa,Seychelles,16386596.353
1489,2021Q3,Africa,Sierra Leone,66831.573
1490,2021Q3,Africa,Somalia,87235.474
1491,2021Q3,Africa,South Africa,3937402.174
1492,2021Q3,Africa,South Sudan,95115.794
1493,2021Q3,Africa,Sudan,73724.204
1494,2021Q3,Africa,Tanzania,21617.366
1495,2021Q3,Africa,Togo,195779.609
1496,2021Q3,Africa,Tunisia,4545578.073
1497,2021Q3,Africa,Uganda,205312.413
1498,2021Q3,Africa,Zambia,902207.848
1499,2021Q3,Africa,Zimbabwe,607816.876
1500,2021Q3,Asia,Afghanistan,329811.428
1501,2021Q3,Asia,Armenia,7871265.386
1502,2021Q3,Asia,Azerbaijan,3465128.28
1503,2021Q3,Asia,Bahrain,16917550.639
1504,2021Q3,Asia,Bangladesh,719842.019
1505,2021Q3,Asia,Bhutan,294646.216
1506,2021Q3,Asia,Brunei,419145.132
1507,2021Q3,Asia,Cambodia,461635.064
1508,2021Q3,Asia,China,7864.334
1509,2021Q3,Asia,Georgia,11926946.883
1510,2021Q3,Asia,Hong Kong,0.0
1511,2021Q3,Asia,India,2088622.813
1512,2021Q3,Asia,Indonesia,1197828.013
1513,2021Q3,Asia,Iran,4572199.173
1514,2021Q3,Asia,Iraq,3573342.927
1515,2021Q3,Asia,Israel,9717277.701
1516,2021Q3,Asia,Japan,904330.429
1517,2021Q3,Asia,Jordan,6391653.193
1518,2021Q3,Asia,Kazakhstan,3500567.686
1519,2021Q3,Asia,Kuwait,8590568.359
1520,2021Q3,Asia,Kyrgyzstan,664567.622
1521,2021Q3,Asia,Laos,133040.186
1522,2021Q3,Asia,Lebanon,9750710.602
1523,2021Q3,Asia,Macao,0.0
1524,2021Q3,Asia,Malaysia,3926059.224
1525,2021Q3,Asia,Maldives,13936769.52
1526,2021Q3,Asia,Mongolia,5647920.931
1527,2021Q3,Asia,Myanmar,572249.182
1528,2021Q3,Asia,Nepal,2185921.794
1529,2021Q3,Asia,North Korea,0.0
1530,2021Q3,Asia,Northern Cyprus,0.0
1531,2021Q3,Asia,Oman,5958917.686
1532,2021Q3,Asia,Pakistan,427074.855
1533,2021Q3,Asia,Palestine,6424030.627
1534,2021Q3,Asia,Philippines,1470282.19
1535,2021Q3,Asia,Qatar,7827685.552
1536,2021Q3,Asia,Saudi Arabia,1338361.851
1537,2021Q3,Asia,Singapore,1122421.557
1538,2021Q3,Asia,South Korea,405228.515
1539,2021Q3,Asia,Sri Lanka,1596448.315
1540,2021Q3,Asia,Syria,114386.094
1541,2021Q3,Asia,Taiwan,0.0
1542,2021Q3,Asia,Tajikistan,149252.846
1543,2021Q3,Asia,Thailand,1165845.224
1544,2021Q3,Asia,Timor,953524.12
1545,2021Q3,Asia,Turkey,6578680.806
1546,2021Q3,Asia,Turkmenistan,0.0
1547,2021Q3,Asia,United Arab Emirates,6772907.037
1548,2021Q3,Asia,Uzbekistan,159106.009
1549,2021Q3,Asia,Vietnam,308773.242
1550,2021Q3,Asia,Yemen,20733.387
1551,2021Q3,Europe,Albania,4604404.227
1552,2021Q3,Europe,Andorra,16997720.52
1553,2021Q3,Europe,Austria,6892323.129
1554,2021Q3,Europe,Belarus,4502083.813
1555,2021Q3,Europe,Belgium,9061488.741
1556,2021Q3,Europe,Bosnia and Herzegovina,6041717.257
1557,2021Q3,Europe,Bulgaria,6002404.171
1558,2021Q3,Europe,Croatia,8489151.467
1559,2021Q3,Europe,Cyprus,10881188.429
1560,2021Q3,Europe,Czechia,14882563.158
1561,2021Q3,Europe,Denmark,5181845.101
1562,2021Q3,Europe,England,0.0
1563,2021Q3,Europe,Estonia,9606537.849
1564,2021Q3,Europe,Faeroe Islands,1698815.827
1565,2021Q3,Europe,Finland,2057335.43
1566,2021Q3,Europe,France,8616341.448
1567,2021Q3,Europe,Germany,4283465.004
1568,2021Q3,Europe,Gibraltar,14239832.295
1569,2021Q3,Europe,Greece,4778228.087
1570,2021Q3,Europe,Guernsey,1657597.626
1571,2021Q3,Europe,Hungary,7494879.9629999995
1572,2021Q3,Europe,Iceland,2249660.098
1573,2021Q3,Europe,Ireland,5974344.171
1574,2021Q3,Europe,Isle of Man,5593891.217
1575,2021Q3,Europe,Italy,6926525.494
1576,2021Q3,Europe,Jersey,6762699.011
1577,2021Q3,Europe,Kosovo,6599092.652
1578,2021Q3,Europe,Latvia,7056481.119
1579,2021Q3,Europe,Liechtenstein,7751645.277
1580,2021Q3,Europe,Lithuania,9866886.44
1581,2021Q3,Europe,Luxembourg,9765338.534
1582,2021Q3,Europe,Malta,6001976.404
1583,2021Q3,Europe,Moldova,7483282.123
1584,2021Q3,Europe,Monaco,7195637.283
1585,2021Q3,Europe,Montenegro,15658311.033
1586,2021Q3,Europe,Netherlands,9839517.261
1587,2021Q3,Europe,North Macedonia,7351780.622
1588,2021Q3,Europe,Northern Ireland,0.0
1589,2021Q3,Europe,Norway,2585943.899
1590,2021Q3,Europe,Poland,6668578.384
1591,2021Q3,Europe,Portugal,8808870.966
1592,2021Q3,Europe,Romania,5161483.918
1593,2021Q3,Europe,Russia,4177309.449
1594,2021Q3,Europe,San Marino,14435025.232
1595,2021Q3,Europe,Scotland,0.0
1596,2021Q3,Europe,Serbia,10223170.701
1597,2021Q3,Europe,Slovakia,6450635.108
1598,2021Q3,Europe,Slovenia,11533248.45
1599,2021Q3,Europe,Spain,8864695.358000001
1600,2021Q3,Europe,Sweden,9732744.078
1601,2021Q3,Europe,Switzerland,7933308.06
1602,2021Q3,Europe,Ukraine,5182258.066000001
1603,2021Q3,Europe,United Kingdom,8780623.619
1604,2021Q3,Europe,Vatican,2960396.056
1605,2021Q3,Europe,Wales,0.0
1606,2021Q3,North America,Anguilla,1096302.831
1607,2021Q3,North America,Antigua and Barbuda,1637759.67
1608,2021Q3,North America,Aruba,11320799.553
1609,2021Q3,North America,Bahamas,3711770.322
1610,2021Q3,North America,Barbados,1623325.024
1611,2021Q3,North America,Belize,3520349.878
1612,2021Q3,North America,Bermuda,4347392.025
1613,2021Q3,North America,Bonaire Sint Eustatius and Saba,6014860.271
1614,2021Q3,North America,British Virgin Islands,6554864.041999999
1615,2021Q3,North America,Canada,3531886.789
1616,2021Q3,North America,Cayman Islands,902811.33
1617,2021Q3,North America,Costa Rica,7762861.436
1618,2021Q3,North America,Cuba,4224323.899
1619,2021Q3,North America,Curacao,6875547.279
1620,2021Q3,North America,Dominica,1487795.1539999999
1621,2021Q3,North America,Dominican Republic,2826439.659
1622,2021Q3,North America,El Salvador,1316922.581
1623,2021Q3,North America,Greenland,402715.336
1624,2021Q3,North America,Grenada,769669.769
1625,2021Q3,North America,Guadeloupe,7736288.473
1626,2021Q3,North America,Guatemala,2157862.791
1627,2021Q3,North America,Haiti,163818.687
1628,2021Q3,North America,Honduras,2780779.529
1629,2021Q3,North America,Jamaica,2017453.601
1630,2021Q3,North America,Martinique,7020753.0649999995
1631,2021Q3,North America,Mexico,2274565.205
1632,2021Q3,North America,Montserrat,526852.486
1633,2021Q3,North America,Nicaragua,111937.632
1634,2021Q3,North America,Panama,9228349.391
1635,2021Q3,North America,Puerto Rico,4688482.274
1636,2021Q3,North America,Saint Barthelemy,11569856.295
1637,2021Q3,North America,Saint Kitts and Nevis,1775864.605
1638,2021Q3,North America,Saint Lucia,3713229.412
1639,2021Q3,North America,Saint Martin (French part),8774830.276
1640,2021Q3,North America,Saint Pierre and Miquelon,453695.849
1641,2021Q3,North America,Saint Vincent and the Grenadines,2164699.541
1642,2021Q3,North America,Sint Maarten (Dutch part),6799692.253
1643,2021Q3,North America,Trinidad and Tobago,2484672.87
1644,2021Q3,North America,Turks and Caicos Islands,5206512.703
1645,2021Q3,North America,United States,10103721.926
1646,2021Q3,North America,United States Virgin Islands,4826234.684
1647,2021Q3,Oceania,American Samoa,293.488
1648,2021Q3,Oceania,Australia,179770.155
1649,2021Q3,Oceania,Cook Islands,0.0
1650,2021Q3,Oceania,Fiji,3463140.846
1651,2021Q3,Oceania,French Polynesia,9387652.964
1652,2021Q3,Oceania,Guam,5136730.642
1653,2021Q3,Oceania,Kiribati,0.0
1654,2021Q3,Oceania,Marshall Islands,8847.64
1655,2021Q3,Oceania,Micronesia (country),0.0
1656,2021Q3,Oceania,Nauru,0.0
1657,2021Q3,Oceania,New Caledonia,322390.39400000003
1658,2021Q3,Oceania,New Zealand,51874.837
1659,2021Q3,Oceania,Niue,0.0
1660,2021Q3,Oceania,Northern Mariana Islands,408661.791
1661,2021Q3,Oceania,Palau,7299.28
1662,2021Q3,Oceania,Papua New Guinea,163842.994
1663,2021Q3,Oceania,Pitcairn,0.0
1664,2021Q3,Oceania,Samoa,413.724
1665,2021Q3,Oceania,Solomon Islands,2540.4880000000003
1666,2021Q3,Oceania,Tokelau,0.0
1667,2021Q3,Oceania,Tonga,0.0
1668,2021Q3,Oceania,Tuvalu,0.0
1669,2021Q3,Oceania,Vanuatu,844.6519999999999
1670,2021Q3,Oceania,Wallis and Futuna,3593997.94
1671,2021Q3,South America,Argentina,10284283.301
1672,2021Q3,South America,Bolivia,3596592.115
1673,2021Q3,South America,Brazil,8626862.718
1674,2021Q3,South America,Chile,7609155.366
1675,2021Q3,South America,Colombia,8468180.126
1676,2021Q3,South America,Ecuador,2508824.061
1677,2021Q3,South America,Falkland Islands,1520126.278
1678,2021Q3,South America,French Guiana,9912485.879
1679,2021Q3,South America,Guyana,2767704.057
1680,2021Q3,South America,Paraguay,6126032.17
1681,2021Q3,South America,Peru,5743095.687
1682,2021Q3,South America,Suriname,4205523.536
1683,2021Q3,South America,Uruguay,10272981.795
1684,2021Q3,South America,Venezuela,1034886.067
1685,2021Q4,Africa,Algeria,428233.289
1686,2021Q4,Africa,Angola,167474.633
1687,2021Q4,Africa,Benin,170572.697
1688,2021Q4,Africa,Botswana,6777796.834
1689,2021Q4,Africa,Burkina Faso,63308.844
1690,2021Q4,Africa,Burundi,149684.206
1691,2021Q4,Africa,Cameroon,345154.858
1692,2021Q4,Africa,Cape Verde,5944170.398
1693,2021Q4,Africa,Central African Republic,193760.228
1694,2021Q4,Africa,Chad,27463.229
1695,2021Q4,Africa,Comoros,495624.312
1696,2021Q4,Africa,Congo,277431.439
1697,2021Q4,Africa,Cote d'Ivoire,201570.654
1698,2021Q4,Africa,Democratic Republic of Congo,56536.016
1699,2021Q4,Africa,Djibouti,1102954.807
1700,2021Q4,Africa,Egypt,285437.91
1701,2021Q4,Africa,Equatorial Guinea,732682.72
1702,2021Q4,Africa,Eritrea,179165.217
1703,2021Q4,Africa,Eswatini,3800782.238
1704,2021Q4,Africa,Ethiopia,275021.012
1705,2021Q4,Africa,Gabon,1389694.5
1706,2021Q4,Africa,Gambia,340067.515
1707,2021Q4,Africa,Ghana,362102.676
1708,2021Q4,Africa,Guinea,204174.892
1709,2021Q4,Africa,Guinea-Bissau,275341.711
1710,2021Q4,Africa,Kenya,437499.884
1711,2021Q4,Africa,Lesotho,904643.715
1712,2021Q4,Africa,Liberia,101925.246
1713,2021Q4,Africa,Libya,4923317.143
1714,2021Q4,Africa,Madagascar,139057.695
1715,2021Q4,Africa,Malawi,283681.54
1716,2021Q4,Africa,Mali,69518.987
1717,2021Q4,Africa,Mauritania,743465.465
1718,2021Q4,Africa,Mauritius,4353281.085
1719,2021Q4,Africa,Mayotte,5870925.106
1720,2021Q4,Africa,Morocco,2326496.208
1721,2021Q4,Africa,Mozambique,429708.256
1722,2021Q4,Africa,Namibia,4719276.878
1723,2021Q4,Africa,Niger,23426.109
1724,2021Q4,Africa,Nigeria,90593.23300000001
1725,2021Q4,Africa,Reunion,5603184.401
1726,2021Q4,Africa,Rwanda,670440.3589999999
1727,2021Q4,Africa,Saint Helena,0.0
1728,2021Q4,Africa,Sao Tome and Principe,1498537.77
1729,2021Q4,Africa,Senegal,393138.16
1730,2021Q4,Africa,Seychelles,19675036.171
1731,2021Q4,Africa,Sierra Leone,68825.019
1732,2021Q4,Africa,Somalia,117012.302
1733,2021Q4,Africa,South Africa,4642038.456
1734,2021Q4,Africa,South Sudan,107839.22899999999
1735,2021Q4,Africa,Sudan,82889.817
1736,2021Q4,Africa,Tanzania,37159.54
1737,2021Q4,Africa,Togo,273775.585
1738,2021Q4,Africa,Tunisia,5326567.103
1739,2021Q4,Africa,Uganda,248483.479
1740,2021Q4,Africa,Zambia,977393.476
1741,2021Q4,Africa,Zimbabwe,829551.03
1742,2021Q4,Asia,Afghanistan,350373.335
1743,2021Q4,Asia,Armenia,10505574.954
1744,2021Q4,Asia,Azerbaijan,4937204.086
1745,2021Q4,Asia,Bahrain,17326909.321
1746,2021Q4,Asia,Bangladesh,845174.954
1747,2021Q4,Asia,Bhutan,309425.321
1748,2021Q4,Asia,Brunei,2727845.313
1749,2021Q4,Asia,Cambodia,650976.208
1750,2021Q4,Asia,China,8217.957
1751,2021Q4,Asia,Georgia,19212814.12
1752,2021Q4,Asia,Hong Kong,0.0
1753,2021Q4,Asia,India,2233223.613
1754,2021Q4,Asia,Indonesia,1418510.352
1755,2021Q4,Asia,Iran,6217434.279
1756,2021Q4,Asia,Iraq,4265174.87
1757,2021Q4,Asia,Israel,13002233.466
1758,2021Q4,Asia,Japan,1278741.908
1759,2021Q4,Asia,Jordan,7491463.975
1760,2021Q4,Asia,Kazakhstan,4892197.741
1761,2021Q4,Asia,Kuwait,8903570.863
1762,2021Q4,Asia,Kyrgyzstan,920478.482
1763,2021Q4,Asia,Laos,741887.118
1764,2021Q4,Asia,Lebanon,11068745.645
