,date,continent,location,total_deaths_per_million
1218,2021Q2,Africa,Eritrea,329.503
1219,2021Q2,Africa,Eswatini,50914.555
1220,2021Q2,Africa,Ethiopia,2821.882
1221,2021Q2,Africa,Gabon,5462.543
1222,2021Q2,Africa,Gambia,5899.118
1223,2021Q2,Africa,Ghana,2122.035
1224,2021Q2,Africa,Guinea,996.659
1225,2021Q2,Africa,Guinea-Bissau,2912.7200000000003
1226,2021Q2,Africa,Kenya,4935.322
1227,2021Q2,Africa,Lesotho,12679.61
1228,2021Q2,Africa,Liberia,1774.0010000000002
1229,2021Q2,Africa,Libya,40530.545
1230,2021Q2,Africa,Madagascar,2229.486
1231,2021Q2,Africa,Malawi,5131.616
1232,2021Q2,Africa,Mali,1953.122
1233,2021Q2,Africa,Mauritania,8870.935
1234,2021Q2,Africa,Mauritius,1145.845
1235,2021Q2,Africa,Mayotte,47550.994
1236,2021Q2,Africa,Morocco,22049.724
1237,2021Q2,Africa,Mozambique,2270.424
1238,2021Q2,Africa,Namibia,28710.291
1239,2021Q2,Africa,Niger,664.1469999999999
1240,2021Q2,Africa,Nigeria,866.377
1241,2021Q2,Africa,Reunion,16016.431
1242,2021Q2,Africa,Rwanda,2293.147
1243,2021Q2,Africa,Saint Helena,0.0
1244,2021Q2,Africa,Sao Tome and Principe,14340.837
1245,2021Q2,Africa,Senegal,5885.966
1246,2021Q2,Africa,Seychelles,29635.499
1247,2021Q2,Africa,Sierra Leone,851.1899999999999
1248,2021Q2,Africa,Somalia,3724.905
1249,2021Q2,Africa,South Africa,84532.957
1250,2021Q2,Africa,South Sudan,955.92
1251,2021Q2,Africa,Sudan,4827.836
1252,2021Q2,Africa,Tanzania,29.211000000000002
1253,2021Q2,Africa,Togo,1261.849
1254,2021Q2,Africa,Tunisia,85925.059
1255,2021Q2,Africa,Uganda,826.29
1256,2021Q2,Africa,Zambia,6114.35
1257,2021Q2,Africa,Zimbabwe,8881.627
1258,2021Q2,Asia,Afghanistan,6708.051
1259,2021Q2,Asia,Armenia,137684.176
1260,2021Q2,Asia,Azerbaijan,40214.701
1261,2021Q2,Asia,Bahrain,52535.021
1262,2021Q2,Asia,Bangladesh,6328.08
1263,2021Q2,Asia,Bhutan,116.298
1264,2021Q2,Asia,Brunei,607.971
1265,2021Q2,Asia,Cambodia,1047.063
1266,2021Q2,Asia,China,319.38
1267,2021Q2,Asia,Georgia,109002.151
1268,2021Q2,Asia,Hong Kong,0.0
1269,2021Q2,Asia,India,17560.727
1270,2021Q2,Asia,Indonesia,15991.518
1271,2021Q2,Asia,Iran,76989.512
1272,2021Q2,Asia,Iraq,32417.81
1273,2021Q2,Asia,Israel,61531.589
1274,2021Q2,Asia,Japan,8640.812
1275,2021Q2,Asia,Jordan,71961.544
1276,2021Q2,Asia,Kazakhstan,32446.749
1277,2021Q2,Asia,Kuwait,35204.501
1278,2021Q2,Asia,Kyrgyzstan,27.148
1279,2021Q2,Asia,Laos,17.921
1280,2021Q2,Asia,Lebanon,122347.601
1281,2021Q2,Asia,Macao,0.0
1282,2021Q2,Asia,Malaysia,6632.608
1283,2021Q2,Asia,Maldives,21573.203
1284,2021Q2,Asia,Mongolia,5531.761
1285,2021Q2,Asia,Myanmar,5416.124
1286,2021Q2,Asia,Nepal,16540.164
1287,2021Q2,Asia,North Korea,0.0
1288,2021Q2,Asia,Northern Cyprus,0.0
1289,2021Q2,Asia,Oman,45498.11
1290,2021Q2,Asia,Pakistan,7331.257
1291,2021Q2,Asia,Palestine,61681.77
1292,2021Q2,Asia,Philippines,15073.035
1293,2021Q2,Asia,Qatar,16431.11
1294,2021Q2,Asia,Saudi Arabia,17938.649
1295,2021Q2,Asia,Singapore,365.795
1296,2021Q2,Asia,South Korea,3325.069
1297,2021Q2,Asia,Sri Lanka,5410.414
1298,2021Q2,Asia,Syria,6756.898
1299,2021Q2,Asia,Taiwan,0.0
1300,2021Q2,Asia,Tajikistan,832.013
1301,2021Q2,Asia,Thailand,947.652
1302,2021Q2,Asia,Timor,668.755
1303,2021Q2,Asia,Turkey,45592.539
1304,2021Q2,Asia,Turkmenistan,0.0
1305,2021Q2,Asia,United Arab Emirates,15764.201
1306,2021Q2,Asia,Uzbekistan,126.347
1307,2021Q2,Asia,Vietnam,32.238
1308,2021Q2,Asia,Yemen,3335.763
1309,2021Q2,Europe,Albania,76806.675
1310,2021Q2,Europe,Andorra,142417.017
1311,2021Q2,Europe,Austria,126675.563
1312,2021Q2,Europe,Belarus,25677.411
1313,2021Q2,Europe,Belgium,191791.243
1314,2021Q2,Europe,Bosnia and Herzegovina,244454.515
1315,2021Q2,Europe,Bulgaria,220898.411
1316,2021Q2,Europe,Croatia,167305.362
1317,2021Q2,Europe,Cyprus,34354.643000000004
1318,2021Q2,Europe,Czechia,258022.353
1319,2021Q2,Europe,Denmark,38557.317
1320,2021Q2,Europe,England,0.0
1321,2021Q2,Europe,Estonia,80112.263
1322,2021Q2,Europe,Faeroe Islands,1713.166
1323,2021Q2,Europe,Finland,15686.88
1324,2021Q2,Europe,France,153058.935
1325,2021Q2,Europe,Germany,98262.61
1326,2021Q2,Europe,Gibraltar,261774.331
1327,2021Q2,Europe,Greece,96077.681
1328,2021Q2,Europe,Guernsey,24427.949
1329,2021Q2,Europe,Hungary,253821.298
1330,2021Q2,Europe,Iceland,7181.486
1331,2021Q2,Europe,Ireland,90228.0
1332,2021Q2,Europe,Isle of Man,41983.123
1333,2021Q2,Europe,Italy,188153.554
1334,2021Q2,Europe,Jersey,56671.706
1335,2021Q2,Europe,Kosovo,110067.532
1336,2021Q2,Europe,Latvia,118109.045
1337,2021Q2,Europe,Liechtenstein,133324.846
1338,2021Q2,Europe,Lithuania,134642.256
1339,2021Q2,Europe,Luxembourg,74524.284
1340,2021Q2,Europe,Malta,73173.66100000001
1341,2021Q2,Europe,Moldova,176823.778
1342,2021Q2,Europe,Monaco,79444.284
1343,2021Q2,Europe,Montenegro,204236.444
1344,2021Q2,Europe,Netherlands,89998.812
1345,2021Q2,Europe,North Macedonia,240519.006
1346,2021Q2,Europe,Northern Ireland,0.0
1347,2021Q2,Europe,Norway,12670.564
1348,2021Q2,Europe,Poland,157226.021
1349,2021Q2,Europe,Portugal,150433.891
1350,2021Q2,Europe,Romania,134134.536
1351,2021Q2,Europe,Russia,73022.563
1352,2021Q2,Europe,San Marino,240546.16400000002
1353,2021Q2,Europe,Scotland,0.0
1354,2021Q2,Europe,Serbia,85921.993
1355,2021Q2,Europe,Slovakia,190568.014
1356,2021Q2,Europe,Slovenia,198627.916
1357,2021Q2,Europe,Spain,154669.918
1358,2021Q2,Europe,Sweden,123300.02100000001
1359,2021Q2,Europe,Switzerland,106458.11
1360,2021Q2,Europe,Ukraine,98634.26
1361,2021Q2,Europe,United Kingdom,207224.387
1362,2021Q2,Europe,Vatican,0.0
1363,2021Q2,Europe,Wales,0.0
1364,2021Q2,North America,Anguilla,0.0
1365,2021Q2,North America,Antigua and Barbuda,35490.341
1366,2021Q2,North America,Aruba,86136.448
1367,2021Q2,North America,Bahamas,47993.971
1368,2021Q2,North America,Barbados,14695.734
1369,2021Q2,North America,Belize,72460.119
1370,2021Q2,North America,Bermuda,38484.914
1371,2021Q2,North America,Bonaire Sint Eustatius and Saba,53193.83
1372,2021Q2,North America,British Virgin Islands,2904.356
1373,2021Q2,North America,Canada,57998.463
1374,2021Q2,North America,Cayman Islands,2648.373
1375,2021Q2,North America,Costa Rica,64327.263
1376,2021Q2,North America,Cuba,6495.244
1377,2021Q2,North America,Curacao,49771.665
1378,2021Q2,North America,Dominica,0.0
1379,2021Q2,North America,Dominican Republic,28861.714
1380,2021Q2,North America,El Salvador,31368.792
1381,2021Q2,North America,Greenland,0.0
1382,2021Q2,North America,Grenada,725.361
1383,2021Q2,North America,Guadeloupe,53390.68
1384,2021Q2,North America,Guatemala,40020.031
1385,2021Q2,North America,Haiti,2397.498
1386,2021Q2,North America,Honduras,50446.773
1387,2021Q2,North America,Jamaica,27414.76
1388,2021Q2,North America,Martinique,20301.381
1389,2021Q2,North America,Mexico,167039.019
1390,2021Q2,North America,Montserrat,20620.873
1391,2021Q2,North America,Nicaragua,2411.635
1392,2021Q2,North America,Panama,130075.609
1393,2021Q2,North America,Puerto Rico,67263.923
1394,2021Q2,North America,Saint Barthelemy,8277.269
1395,2021Q2,North America,Saint Kitts and Nevis,566.263
1396,2021Q2,North America,Saint Lucia,37510.017
1397,2021Q2,North America,Saint Martin (French part),47900.414
1398,2021Q2,North America,Saint Pierre and Miquelon,0.0
1399,2021Q2,North America,Saint Vincent and the Grenadines,9898.133
1400,2021Q2,North America,Sint Maarten (Dutch part),58313.703
1401,2021Q2,North America,Trinidad and Tobago,21631.659
1402,2021Q2,North America,Turks and Caicos Islands,34334.967
1403,2021Q2,North America,United States,156440.805
1404,2021Q2,North America,United States Virgin Islands,25090.717
1405,2021Q2,Oceania,American Samoa,0.0
1406,2021Q2,Oceania,Australia,3224.8860000000004
1407,2021Q2,Oceania,Cook Islands,0.0
1408,2021Q2,Oceania,Fiji,433.43699999999995
1409,2021Q2,Oceania,French Polynesia,42012.200000000004
1410,2021Q2,Oceania,Guam,73033.99799999999
1411,2021Q2,Oceania,Kiribati,0.0
1412,2021Q2,Oceania,Marshall Islands,0.0
1413,2021Q2,Oceania,Micronesia (country),0.0
1414,2021Q2,Oceania,Nauru,0.0
1415,2021Q2,Oceania,New Caledonia,0.0
1416,2021Q2,Oceania,New Zealand,456.274
1417,2021Q2,Oceania,Niue,0.0
1418,2021Q2,Oceania,Northern Mariana Islands,3671.304
1419,2021Q2,Oceania,Palau,0.0
1420,2021Q2,Oceania,Papua New Guinea,926.29
1421,2021Q2,Oceania,Pitcairn,0.0
1422,2021Q2,Oceania,Samoa,0.0
1423,2021Q2,Oceania,Solomon Islands,0.0
1424,2021Q2,Oceania,Tokelau,0.0
1425,2021Q2,Oceania,Tonga,0.0
1426,2021Q2,Oceania,Tuvalu,0.0
1427,2021Q2,Oceania,Vanuatu,0.0
1428,2021Q2,Oceania,Wallis and Futuna,19920.647999999997
1429,2021Q2,South America,Argentina,166993.36
1430,2021Q2,South America,Bolivia,103422.544
1431,2021Q2,South America,Brazil,180330.19
1432,2021Q2,South America,Chile,128878.6
1433,2021Q2,South America,Colombia,142579.904
1434,2021Q2,South America,Ecuador,98145.701
1435,2021Q2,South America,Falkland Islands,0.0
1436,2021Q2,South America,French Guiana,33565.575
1437,2021Q2,South America,Guyana,38404.799
1438,2021Q2,South America,Paraguay,104874.903
1439,2021Q2,South America,Peru,461954.365
1440,2021Q2,South America,Suriname,40344.895
1441,2021Q2,South America,Uruguay,88609.716
1442,2021Q2,South America,Venezuela,7553.79
1443,2021Q3,Africa,Algeria,9737.611
1444,2021Q3,Africa,Angola,2939.702
1445,2021Q3,Africa,Benin,847.9839999999999
1446,2021Q3,Africa,Botswana,66076.878
1447,2021Q3,Africa,Burkina Faso,693.991
1448,2021Q3,Africa,Burundi,72.861
1449,2021Q3,Africa,Cameroon,4478.5960000000005
1450,2021Q3,Africa,Cape Verde,47459.203
1451,2021Q3,Africa,Central African Republic,1632.863
1452,2021Q3,Africa,Chad,903.256
1453,2021Q3,Africa,Comoros,16143.991
1454,2021Q3,Africa,Congo,2778.029
1455,2021Q3,Africa,Cote d'Ivoire,1324.508
1456,2021Q3,Africa,Democratic Republic of Congo,965.048
1457,2021Q3,Africa,Djibouti,12872.369
1458,2021Q3,Africa,Egypt,13801.485
1459,2021Q3,Africa,Equatorial Guinea,6973.5019999999995
1460,2021Q3,Africa,Eritrea,880.556
1461,2021Q3,Africa,Eswatini,71912.659
1462,2021Q3,Africa,Ethiopia,3448.306
1463,2021Q3,Africa,Gabon,6412.735
1464,2021Q3,Africa,Gambia,9073.556
1465,2021Q3,Africa,Ghana,2623.622
1466,2021Q3,Africa,Guinea,1864.7359999999999
1467,2021Q3,Africa,Guinea-Bissau,4262.482
1468,2021Q3,Africa,Kenya,7381.043
1469,2021Q3,Africa,Lesotho,16961.385
1470,2021Q3,Africa,Liberia,4696.857
1471,2021Q3,Africa,Libya,52276.72
1472,2021Q3,Africa,Madagascar,2945.738
1473,2021Q3,Africa,Malawi,8276.172
1474,2021Q3,Africa,Mali,2181.804
1475,2021Q3,Africa,Mauritania,12278.552
1476,2021Q3,Africa,Mauritius,2201.654
1477,2021Q3,Africa,Mayotte,49344.849
1478,2021Q3,Africa,Morocco,27883.191
1479,2021Q3,Africa,Mozambique,4337.733
1480,2021Q3,Africa,Namibia,108276.741
1481,2021Q3,Africa,Niger,691.037
1482,2021Q3,Africa,Nigeria,977.699
1483,2021Q3,Africa,Reunion,28742.52
1484,2021Q3,Africa,Rwanda,6105.8859999999995
1485,2021Q3,Africa,Saint Helena,0.0
1486,2021Q3,Africa,Sao Tome and Principe,15642.53
1487,2021Q3,Africa,Senegal,8182.394
1488,2021Q3,Africa,Seychelles,79105.814
1489,2021Q3,Africa,Sierra Leone,1261.6970000000001
1490,2021Q3,Africa,Somalia,4716.34
1491,2021Q3,Africa,South Africa,116750.753
1492,2021Q3,Africa,South Sudan,1009.616
1493,2021Q3,Africa,Sudan,5482.525
1494,2021Q3,Africa,Tanzania,596.675
1495,2021Q3,Africa,Togo,1770.652
1496,2021Q3,Africa,Tunisia,156646.797
1497,2021Q3,Africa,Uganda,5361.889
1498,2021Q3,Africa,Zambia,15399.695
1499,2021Q3,Africa,Zimbabwe,20797.351
1500,2021Q3,Asia,Afghanistan,14989.557
1501,2021Q3,Asia,Armenia,158129.628
1502,2021Q3,Asia,Azerbaijan,48304.618
1503,2021Q3,Asia,Bahrain,86397.774
1504,2021Q3,Asia,Bangladesh,12258.704
1505,2021Q3,Asia,Bhutan,279.882
1506,2021Q3,Asia,Brunei,2407.543
1507,2021Q3,Asia,Cambodia,8774.826000000001
1508,2021Q3,Asia,China,364.517
1509,2021Q3,Asia,Georgia,166456.445
1510,2021Q3,Asia,Hong Kong,0.0
1511,2021Q3,Asia,India,27851.84
1512,2021Q3,Asia,Indonesia,36590.984
1513,2021Q3,Asia,Iran,103706.597
1514,2021Q3,Asia,Iraq,40663.317
1515,2021Q3,Asia,Israel,67080.22
1516,2021Q3,Asia,Japan,11736.015
1517,2021Q3,Asia,Jordan,83264.787
1518,2021Q3,Asia,Kazakhstan,54463.773
1519,2021Q3,Asia,Kuwait,50128.769
1520,2021Q3,Asia,Kyrgyzstan,6111.79
1521,2021Q3,Asia,Laos,119.92
1522,2021Q3,Asia,Lebanon,134316.464
1523,2021Q3,Asia,Macao,0.0
1524,2021Q3,Asia,Malaysia,37328.662
1525,2021Q3,Asia,Maldives,39045.587999999996
1526,2021Q3,Asia,Mongolia,21798.961
1527,2021Q3,Asia,Myanmar,19798.329
1528,2021Q3,Asia,Nepal,30904.211
1529,2021Q3,Asia,North Korea,0.0
1530,2021Q3,Asia,Northern Cyprus,0.0
1531,2021Q3,Asia,Oman,84380.392
1532,2021Q3,Asia,Pakistan,9612.614
1533,2021Q3,Asia,Palestine,69360.136
1534,2021Q3,Asia,Philippines,24594.838
1535,2021Q3,Asia,Qatar,20508.484
1536,2021Q3,Asia,Saudi Arabia,21105.265
1537,2021Q3,Asia,Singapore,793.326
1538,2021Q3,Asia,South Korea,3919.985
1539,2021Q3,Asia,Sri Lanka,30191.898
1540,2021Q3,Asia,Syria,8245.923999999999
1541,2021Q3,Asia,Taiwan,0.0
1542,2021Q3,Asia,Tajikistan,1102.3899999999999
1543,2021Q3,Asia,Thailand,10998.072
1544,2021Q3,Asia,Timor,3674.052
1545,2021Q3,Asia,Turkey,58865.624
1546,2021Q3,Asia,Turkmenistan,0.0
1547,2021Q3,Asia,United Arab Emirates,19304.453
1548,2021Q3,Asia,Uzbekistan,919.875
1549,2021Q3,Asia,Vietnam,6963.84
1550,2021Q3,Asia,Yemen,3977.969
1551,2021Q3,Europe,Albania,80723.184
1552,2021Q3,Europe,Andorra,148228.399
1553,2021Q3,Europe,Austria,134718.299
1554,2021Q3,Europe,Belarus,34867.807
1555,2021Q3,Europe,Belgium,200791.736
1556,2021Q3,Europe,Bosnia and Herzegovina,279945.139
1557,2021Q3,Europe,Bulgaria,253322.081
1558,2021Q3,Europe,Croatia,190091.16
1559,2021Q3,Europe,Cyprus,48742.923
1560,2021Q3,Europe,Czechia,267582.969
1561,2021Q3,Europe,Denmark,40225.874
1562,2021Q3,Europe,England,0.0
1563,2021Q3,Europe,Estonia,88866.753
1564,2021Q3,Europe,Faeroe Islands,2861.612
1565,2021Q3,Europe,Finland,17450.18
1566,2021Q3,Europe,France,164791.986
1567,2021Q3,Europe,Germany,103306.367
1568,2021Q3,Europe,Gibraltar,268721.127
1569,2021Q3,Europe,Greece,119040.662
1570,2021Q3,Europe,Guernsey,26259.683
1571,2021Q3,Europe,Hungary,277414.032
1572,2021Q3,Europe,Iceland,7666.885
1573,2021Q3,Europe,Ireland,93878.93000000001
1574,2021Q3,Europe,Isle of Man,48903.403
1575,2021Q3,Europe,Italy,200687.894
1576,2021Q3,Europe,Jersey,61076.221
1577,2021Q3,Europe,Kosovo,126108.018
1578,2021Q3,Europe,Latvia,136293.975
1579,2021Q3,Europe,Liechtenstein,138483.028
1580,2021Q3,Europe,Lithuania,151765.887
1581,2021Q3,Europe,Luxembourg,77679.011
1582,2021Q3,Europe,Malta,77679.626
1583,2021Q3,Europe,Moldova,194505.15
1584,2021Q3,Europe,Monaco,85884.228
1585,2021Q3,Europe,Montenegro,233527.67
1586,2021Q3,Europe,Netherlands,94006.094
1587,2021Q3,Europe,North Macedonia,275206.017
1588,2021Q3,Europe,Northern Ireland,0.0
1589,2021Q3,Europe,Norway,14144.164
1590,2021Q3,Europe,Poland,173890.13
1591,2021Q3,Europe,Portugal,156904.128
1592,2021Q3,Europe,Romania,162025.396
1593,2021Q3,Europe,Russia,108701.509
1594,2021Q3,Europe,San Marino,245918.682
1595,2021Q3,Europe,Scotland,0.0
1596,2021Q3,Europe,Serbia,97776.817
1597,2021Q3,Europe,Slovakia,204541.014
1598,2021Q3,Europe,Slovenia,208157.876
1599,2021Q3,Europe,Spain,164587.191
1600,2021Q3,Europe,Sweden,128163.742
1601,2021Q3,Europe,Switzerland,110263.85
1602,2021Q3,Europe,Ukraine,117978.78
1603,2021Q3,Europe,United Kingdom,215531.643
1604,2021Q3,Europe,Vatican,0.0
1605,2021Q3,Europe,Wales,0.0
1606,2021Q3,North America,Anguilla,566.856
1607,2021Q3,North America,Antigua and Barbuda,45098.752
1608,2021Q3,North America,Aruba,109676.027
1609,2021Q3,North America,Bahamas,79175.3
1610,2021Q3,North America,Barbados,16456.837
1611,2021Q3,North America,Belize,79993.093
1612,2021Q3,North America,Bermuda,50633.130999999994
1613,2021Q3,North America,Bonaire Sint Eustatius and Saba,57999.378
1614,2021Q3,North America,British Virgin Islands,81992.833
1615,2021Q3,North America,Canada,63510.404
1616,2021Q3,North America,Cayman Islands,2677.476
1617,2021Q3,North America,Costa Rica,94239.81
1618,2021Q3,North America,Cuba,33286.606
1619,2021Q3,North America,Curacao,66207.056
1620,2021Q3,North America,Dominica,3752.166
1621,2021Q3,North America,Dominican Republic,32515.709
1622,2021Q3,North America,El Salvador,40202.683
1623,2021Q3,North America,Greenland,0.0
1624,2021Q3,North America,Grenada,11693.083
1625,2021Q3,North America,Guadeloupe,101025.349
1626,2021Q3,North America,Guatemala,57845.936
1627,2021Q3,North America,Haiti,4494.519
1628,2021Q3,North America,Honduras,73592.783
1629,2021Q3,North America,Jamaica,45200.472
1630,2021Q3,North America,Martinique,75303.675
1631,2021Q3,North America,Mexico,187707.732
1632,2021Q3,North America,Montserrat,20847.476000000002
1633,2021Q3,North America,Nicaragua,2611.248
1634,2021Q3,North America,Panama,144262.484
1635,2021Q3,North America,Puerto Rico,78597.668
1636,2021Q3,North America,Saint Barthelemy,10824.094000000001
1637,2021Q3,North America,Saint Kitts and Nevis,8745.613
1638,2021Q3,North America,Saint Lucia,54883.463
1639,2021Q3,North America,Saint Martin (French part),92154.89199999999
1640,2021Q3,North America,Saint Pierre and Miquelon,0.0
1641,2021Q3,North America,Saint Vincent and the Grenadines,11167.852
1642,2021Q3,North America,Sint Maarten (Dutch part),90966.683
1643,2021Q3,North America,Trinidad and Tobago,70257.984
1644,2021Q3,North America,Turks and Caicos Islands,38774.441
1645,2021Q3,North America,United States,171872.869
1646,2021Q3,North America,United States Virgin Islands,43124.678
1647,2021Q3,Oceania,American Samoa,0.0
1648,2021Q3,Oceania,Australia,3646.304
1649,2021Q3,Oceania,Cook Islands,0.0
1650,2021Q3,Oceania,Fiji,34195.591
1651,2021Q3,Oceania,French Polynesia,94599.272
1652,2021Q3,Oceania,Guam,81445.79
1653,2021Q3,Oceania,Kiribati,0.0
1654,2021Q3,Oceania,Marshall Islands,0.0
1655,2021Q3,Oceania,Micronesia (country),0.0
1656,2021Q3,Oceania,Nauru,0.0
1657,2021Q3,Oceania,New Caledonia,3241.837
1658,2021Q3,Oceania,New Zealand,466.692
1659,2021Q3,Oceania,Niue,0.0
1660,2021Q3,Oceania,Northern Mariana Islands,3711.648
1661,2021Q3,Oceania,Palau,0.0
1662,2021Q3,Oceania,Papua New Guinea,1764.231
1663,2021Q3,Oceania,Pitcairn,0.0
1664,2021Q3,Oceania,Samoa,0.0
1665,2021Q3,Oceania,Solomon Islands,0.0
1666,2021Q3,Oceania,Tokelau,0.0
1667,2021Q3,Oceania,Tonga,0.0
1668,2021Q3,Oceania,Tuvalu,0.0
1669,2021Q3,Oceania,Vanuatu,0.0
1670,2021Q3,Oceania,Wallis and Futuna,55536.352
1671,2021Q3,South America,Argentina,228559.128
1672,2021Q3,South America,Bolivia,135493.17
1673,2021Q3,South America,Brazil,240954.156
1674,2021Q3,South America,Chile,168349.085
1675,2021Q3,South America,Colombia,214268.035
1676,2021Q3,South America,Ecuador,152404.071
1677,2021Q3,South America,Falkland Islands,0.0
1678,2021Q3,South America,French Guiana,60236.133
1679,2021Q3,South America,Guyana,66895.253
1680,2021Q3,South America,Paraguay,205371.532
1681,2021Q3,South America,Peru,531932.074
1682,2021Q3,South America,Suriname,101579.828
1683,2021Q3,South America,Uruguay,159981.188
1684,2021Q3,South America,Venezuela,12275.512
1685,2021Q4,Africa,Algeria,12305.398
1686,2021Q4,Africa,Angola,4405.179
1687,2021Q4,Africa,Benin,1107.7540000000001
1688,2021Q4,Africa,Botswana,84305.211
1689,2021Q4,Africa,Burkina Faso,1024.221
1690,2021Q4,Africa,Burundi,99.912
1691,2021Q4,Africa,Cameroon,5735.188
1692,2021Q4,Africa,Cape Verde,54111.689999999995
1693,2021Q4,Africa,Central African Republic,1658.674
1694,2021Q4,Africa,Chad,917.1809999999999
1695,2021Q4,Africa,Comoros,16398.526
1696,2021Q4,Africa,Congo,4757.962
1697,2021Q4,Africa,Cote d'Ivoire,2262.354
1698,2021Q4,Africa,Democratic Republic of Congo,1036.18
1699,2021Q4,Africa,Djibouti,15076.036
1700,2021Q4,Africa,Egypt,16194.129
1701,2021Q4,Africa,Equatorial Guinea,9197.487000000001
1702,2021Q4,Africa,Eritrea,1341.465
1703,2021Q4,Africa,Eswatini,95413.091
1704,2021Q4,Africa,Ethiopia,4863.058
1705,2021Q4,Africa,Gabon,9794.071
1706,2021Q4,Africa,Gambia,11590.549
1707,2021Q4,Africa,Ghana,3332.909
1708,2021Q4,Africa,Guinea,2564.404
1709,2021Q4,Africa,Guinea-Bissau,6303.246
1710,2021Q4,Africa,Kenya,9008.876
1711,2021Q4,Africa,Lesotho,26308.143
1712,2021Q4,Africa,Liberia,4975.932
1713,2021Q4,Africa,Libya,70803.094
1714,2021Q4,Africa,Madagascar,3021.385
1715,2021Q4,Africa,Malawi,10385.110999999999
1716,2021Q4,Africa,Mali,2410.016
1717,2021Q4,Africa,Mauritania,15851.501
1718,2021Q4,Africa,Mauritius,27254.016
1719,2021Q4,Africa,Mayotte,51831.726
1720,2021Q4,Africa,Morocco,36060.112
1721,2021Q4,Africa,Mozambique,5406.09
1722,2021Q4,Africa,Namibia,127743.254
1723,2021Q4,Africa,Niger,828.298
1724,2021Q4,Africa,Nigeria,1225.684
1725,2021Q4,Africa,Reunion,35953.559
1726,2021Q4,Africa,Rwanda,8879.916
1727,2021Q4,Africa,Saint Helena,0.0
1728,2021Q4,Africa,Sao Tome and Principe,22652.425
1729,2021Q4,Africa,Senegal,9985.717
1730,2021Q4,Africa,Seychelles,101666.112
1731,2021Q4,Africa,Sierra Leone,1295.151
1732,2021Q4,Africa,Somalia,6625.134
1733,2021Q4,Africa,South Africa,137369.418
1734,2021Q4,Africa,South Sudan,1117.535
1735,2021Q4,Africa,Sudan,6104.105
1736,2021Q4,Africa,Tanzania,1023.38
1737,2021Q4,Africa,Togo,2511.814
1738,2021Q4,Africa,Tunisia,188219.177
1739,2021Q4,Africa,Uganda,6293.539
1740,2021Q4,Africa,Zambia,16854.006
1741,2021Q4,Africa,Zimbabwe,26559.42
1742,2021Q4,Asia,Afghanistan,16302.017
1743,2021Q4,Asia,Armenia,227570.713
1744,2021Q4,Asia,Azerbaijan,66131.188
1745,2021Q4,Asia,Bahrain,87035.553
1746,2021Q4,Asia,Bangladesh,14994.024
1747,2021Q4,Asia,Bhutan,352.728
1748,2021Q4,Asia,Brunei,11757.189
1749,2021Q4,Asia,Cambodia,15471.692
1750,2021Q4,Asia,China,367.535
1751,2021Q4,Asia,Georgia,274263.461
1752,2021Q4,Asia,Hong Kong,0.0
1753,2021Q4,Asia,India,30128.048
1754,2021Q4,Asia,Indonesia,47918.341
1755,2021Q4,Asia,Iran,132455.692
1756,2021Q4,Asia,Iraq,48398.125
1757,2021Q4,Asia,Israel,79194.094
1758,2021Q4,Asia,Japan,13544.194
1759,2021Q4,Asia,Jordan,93003.953
1760,2021Q4,Asia,Kazakhstan,82558.677
1761,2021Q4,Asia,Kuwait,53054.116
1762,2021Q4,Asia,Kyrgyzstan,10614.227
1763,2021Q4,Asia,Laos,1698.122
1764,2021Q4,Asia,Lebanon,144726.423
1765,2021Q4,Asia,Macao,0.0
1766,2021Q4,Asia,Malaysia,79991.888
1767,2021Q4,Asia,Maldives,43425.139
1768,2021Q4,Asia,Mongolia,47403.273
1769,2021Q4,Asia,Myanmar,31938.963
1770,2021Q4,Asia,Nepal,34456.307
1771,2021Q4,Asia,North Korea,0.0
1772,2021Q4,Asia,Northern Cyprus,0.0
1773,2021Q4,Asia,Oman,90005.474
1774,2021Q4,Asia,Pakistan,11132.902
1775,2021Q4,Asia,Palestine,82682.614
1776,2021Q4,Asia,Philippines,36320.344
1777,2021Q4,Asia,Qatar,20841.649
1778,2021Q4,Asia,Saudi Arabia,22259.549
1779,2021Q4,Asia,Singapore,8790.638
1780,2021Q4,Asia,South Korea,6204.186
1781,2021Q4,Asia,Sri Lanka,59207.816
1782,2021Q4,Asia,Syria,10933.168
1783,2021Q4,Asia,Taiwan,0.0
1784,2021Q4,Asia,Tajikistan,1155.4279999999999
1785,2021Q4,Asia,Thailand,25441.655
1786,2021Q4,Asia,Timor,8313.609999999999
1787,2021Q4,Asia,Turkey,79079.292
1788,2021Q4,Asia,Turkmenistan,0.0
1789,2021Q4,Asia,United Arab Emirates,20828.419
1790,2021Q4,Asia,Uzbekistan,1958.533
1791,2021Q4,Asia,Vietnam,22882.001
1792,2021Q4,Asia,Yemen,5180.494
1793,2021Q4,Europe,Albania,96488.851
1794,2021Q4,Europe,Andorra,151822.936
1795,2021Q4,Europe,Austria,151703.482
1796,2021Q4,Europe,Belarus,46783.962
1797,2021Q4,Europe,Belgium,211075.94700000001
1798,2021Q4,Europe,Bosnia and Herzegovina,343038.107
1799,2021Q4,Europe,Bulgaria,349444.366
1800,2021Q4,Europe,Croatia,232726.297
