,date,continent,location,total_deaths_per_million
618,2020Q3,Europe,Monaco,2658.188
619,2020Q3,Europe,Montenegro,5480.925
620,2020Q3,Europe,Netherlands,32830.988
621,2020Q3,Europe,North Macedonia,23781.922
622,2020Q3,Europe,Northern Ireland,0.0
623,2020Q3,Europe,Norway,4401.28
624,2020Q3,Europe,Poland,4371.429
625,2020Q3,Europe,Portugal,15882.224
626,2020Q3,Europe,Romania,14172.303
627,2020Q3,Europe,Russia,9811.887
628,2020Q3,Europe,San Marino,114692.812
629,2020Q3,Europe,Scotland,0.0
630,2020Q3,Europe,Serbia,8088.2789999999995
631,2020Q3,Europe,Slovakia,534.4010000000001
632,2020Q3,Europe,Slovenia,5556.534
633,2020Q3,Europe,Spain,59552.642
634,2020Q3,Europe,Sweden,50001.093
635,2020Q3,Europe,Switzerland,18601.282
636,2020Q3,Europe,Ukraine,2575.613
637,2020Q3,Europe,United Kingdom,78302.124
638,2020Q3,Europe,Vatican,0.0
639,2020Q3,Europe,Wales,0.0
640,2020Q3,North America,Anguilla,0.0
641,2020Q3,North America,Antigua and Barbuda,2943.264
642,2020Q3,North America,Aruba,7486.455
643,2020Q3,North America,Bahamas,7485.564
644,2020Q3,North America,Barbados,2286.5679999999998
645,2020Q3,North America,Belize,1870.299
646,2020Q3,North America,Bermuda,12895.824
647,2020Q3,North America,Bonaire Sint Eustatius and Saba,591.456
648,2020Q3,North America,British Virgin Islands,2936.272
649,2020Q3,North America,Canada,21426.925
650,2020Q3,North America,Cayman Islands,1338.692
651,2020Q3,North America,Costa Rica,5569.174
652,2020Q3,North America,Cuba,777.451
653,2020Q3,North America,Curacao,481.252
654,2020Q3,North America,Dominica,0.0
655,2020Q3,North America,Dominican Republic,11717.704
656,2020Q3,North America,El Salvador,8086.781
657,2020Q3,North America,Greenland,0.0
658,2020Q3,North America,Grenada,0.0
659,2020Q3,North America,Guadeloupe,4389.015
660,2020Q3,North America,Guatemala,11401.252
661,2020Q3,North America,Haiti,1427.611
662,2020Q3,North America,Honduras,13107.432999999999
663,2020Q3,North America,Jamaica,819.494
664,2020Q3,North America,Martinique,4059.732
665,2020Q3,North America,Mexico,51967.181
666,2020Q3,North America,Montserrat,20847.476000000002
667,2020Q3,North America,Nicaragua,1630.167
668,2020Q3,North America,Panama,33735.111
669,2020Q3,North America,Puerto Rico,10920.509
670,2020Q3,North America,Saint Barthelemy,0.0
671,2020Q3,North America,Saint Kitts and Nevis,0.0
672,2020Q3,North America,Saint Lucia,0.0
673,2020Q3,North America,Saint Martin (French part),12980.884
674,2020Q3,North America,Saint Pierre and Miquelon,0.0
675,2020Q3,North America,Saint Vincent and the Grenadines,0.0
676,2020Q3,North America,Sint Maarten (Dutch part),35413.649
677,2020Q3,North America,Trinidad and Tobago,1384.0149999999999
678,2020Q3,North America,Turks and Caicos Islands,5970.357999999999
679,2020Q3,North America,United States,46695.999
680,2020Q3,North America,United States Virgin Islands,10494.669
681,2020Q3,Oceania,American Samoa,0.0
682,2020Q3,Oceania,Australia,1713.044
683,2020Q3,Oceania,Cook Islands,0.0
684,2020Q3,Oceania,Fiji,104.336
685,2020Q3,Oceania,French Polynesia,228.542
686,2020Q3,Oceania,Guam,6874.929
687,2020Q3,Oceania,Kiribati,0.0
688,2020Q3,Oceania,Marshall Islands,0.0
689,2020Q3,Oceania,Micronesia (country),0.0
690,2020Q3,Oceania,Nauru,0.0
691,2020Q3,Oceania,New Caledonia,0.0
692,2020Q3,Oceania,New Zealand,403.261
693,2020Q3,Oceania,Niue,0.0
694,2020Q3,Oceania,Northern Mariana Islands,3711.648
695,2020Q3,Oceania,Palau,0.0
696,2020Q3,Oceania,Papua New Guinea,27.706
697,2020Q3,Oceania,Pitcairn,0.0
698,2020Q3,Oceania,Samoa,0.0
699,2020Q3,Oceania,Solomon Islands,0.0
700,2020Q3,Oceania,Tokelau,0.0
701,2020Q3,Oceania,Tonga,0.0
702,2020Q3,Oceania,Tuvalu,0.0
703,2020Q3,Oceania,Vanuatu,0.0
704,2020Q3,Oceania,Wallis and Futuna,0.0
705,2020Q3,South America,Argentina,28994.144
706,2020Q3,South America,Bolivia,31896.057
707,2020Q3,South America,Brazil,44364.904
708,2020Q3,South America,Chile,46805.976
709,2020Q3,South America,Colombia,25349.469
710,2020Q3,South America,Ecuador,36214.983
711,2020Q3,South America,Falkland Islands,0.0
712,2020Q3,South America,French Guiana,14561.611
713,2020Q3,South America,Guyana,3721.901
714,2020Q3,South America,Paraguay,3175.615
715,2020Q3,South America,Peru,169794.124
716,2020Q3,South America,Suriname,7501.048
717,2020Q3,South America,Uruguay,1032.193
718,2020Q3,South America,Venezuela,917.254
719,2020Q4,Africa,Algeria,4513.22
720,2020Q4,Africa,Angola,800.053
721,2020Q4,Africa,Benin,293.42400000000004
722,2020Q4,Africa,Botswana,1022.7
723,2020Q4,Africa,Burkina Faso,276.313
724,2020Q4,Africa,Burundi,8.1
725,2020Q4,Africa,Cameroon,1431.154
726,2020Q4,Africa,Cape Verde,15000.976
727,2020Q4,Africa,Central African Republic,1030.988
728,2020Q4,Africa,Chad,514.356
729,2020Q4,Africa,Comoros,774.36
730,2020Q4,Africa,Congo,1450.634
731,2020Q4,Africa,Cote d'Ivoire,419.475
732,2020Q4,Africa,Democratic Republic of Congo,472.49899999999997
733,2020Q4,Africa,Djibouti,5006.916
734,2020Q4,Africa,Egypt,5404.589
735,2020Q4,Africa,Equatorial Guinea,4631.2970000000005
736,2020Q4,Africa,Eritrea,2.439
737,2020Q4,Africa,Eswatini,9467.589
738,2020Q4,Africa,Ethiopia,1173.698
739,2020Q4,Africa,Gabon,2231.904
740,2020Q4,Africa,Gambia,4107.922
741,2020Q4,Africa,Ghana,882.478
742,2020Q4,Africa,Guinea,492.809
743,2020Q4,Africa,Guinea-Bissau,1853.649
744,2020Q4,Africa,Kenya,2070.91
745,2020Q4,Africa,Lesotho,2447.695
746,2020Q4,Africa,Liberia,1533.9219999999998
747,2020Q4,Africa,Libya,13583.43
748,2020Q4,Africa,Madagascar,771.009
749,2020Q4,Africa,Malawi,830.152
750,2020Q4,Africa,Mali,649.871
751,2020Q4,Africa,Mauritania,6155.856
752,2020Q4,Africa,Mauritius,707.94
753,2020Q4,Africa,Mayotte,13329.742
754,2020Q4,Africa,Morocco,11682.054
755,2020Q4,Africa,Mozambique,307.919
756,2020Q4,Africa,Namibia,5583.12
757,2020Q4,Africa,Niger,336.151
758,2020Q4,Africa,Nigeria,490.064
759,2020Q4,Africa,Reunion,2841.706
760,2020Q4,Africa,Rwanda,298.845
761,2020Q4,Africa,Saint Helena,0.0
762,2020Q4,Africa,Sao Tome and Principe,6526.131
763,2020Q4,Africa,Senegal,1777.501
764,2020Q4,Africa,Seychelles,0.0
765,2020Q4,Africa,Sierra Leone,799.924
766,2020Q4,Africa,Somalia,578.0840000000001
767,2020Q4,Africa,South Africa,33186.427
768,2020Q4,Africa,South Sudan,507.378
769,2020Q4,Africa,Sudan,2204.45
770,2020Q4,Africa,Tanzania,29.532
771,2020Q4,Africa,Togo,613.908
772,2020Q4,Africa,Tunisia,17061.51
773,2020Q4,Africa,Uganda,367.408
774,2020Q4,Africa,Zambia,1632.214
775,2020Q4,Africa,Zimbabwe,1517.285
776,2020Q4,Asia,Afghanistan,3816.646
777,2020Q4,Asia,Armenia,59530.541
778,2020Q4,Asia,Azerbaijan,10549.835
779,2020Q4,Asia,Bahrain,20151.641
780,2020Q4,Asia,Bangladesh,3404.865
781,2020Q4,Asia,Bhutan,0.0
782,2020Q4,Asia,Brunei,614.652
783,2020Q4,Asia,Cambodia,0.0
784,2020Q4,Asia,China,306.656
785,2020Q4,Asia,Georgia,23025.675
786,2020Q4,Asia,Hong Kong,0.0
787,2020Q4,Asia,India,8332.899
788,2020Q4,Asia,Indonesia,5238.476
789,2020Q4,Asia,Iran,42767.869
790,2020Q4,Asia,Iraq,23611.813
791,2020Q4,Asia,Israel,25759.549
792,2020Q4,Asia,Japan,1556.288
793,2020Q4,Asia,Jordan,14773.773
794,2020Q4,Asia,Kazakhstan,11200.996000000001
795,2020Q4,Asia,Kuwait,17464.509000000002
796,2020Q4,Asia,Kyrgyzstan,0.0
797,2020Q4,Asia,Laos,0.0
798,2020Q4,Asia,Lebanon,14153.664
799,2020Q4,Asia,Malaysia,816.1659999999999
800,2020Q4,Asia,Maldives,7374.975
801,2020Q4,Asia,Mongolia,4.116
802,2020Q4,Asia,Myanmar,2636.391
803,2020Q4,Asia,Nepal,5432.639
804,2020Q4,Asia,North Korea,0.0
805,2020Q4,Asia,Oman,25949.134
806,2020Q4,Asia,Pakistan,2976.171
807,2020Q4,Asia,Palestine,13212.185
808,2020Q4,Asia,Philippines,6111.296
809,2020Q4,Asia,Qatar,7939.871
810,2020Q4,Asia,Saudi Arabia,14164.092
811,2020Q4,Asia,Singapore,460.71399999999994
812,2020Q4,Asia,South Korea,941.662
813,2020Q4,Asia,Sri Lanka,337.43
814,2020Q4,Asia,Syria,1572.638
815,2020Q4,Asia,Taiwan,0.0
816,2020Q4,Asia,Tajikistan,776.86
817,2020Q4,Asia,Thailand,75.705
818,2020Q4,Asia,Timor,0.0
819,2020Q4,Asia,Turkey,13578.452
820,2020Q4,Asia,Turkmenistan,0.0
821,2020Q4,Asia,United Arab Emirates,5218.651
822,2020Q4,Asia,Uzbekistan,0.0
823,2020Q4,Asia,Vietnam,32.751999999999995
824,2020Q4,Asia,Yemen,1644.325
825,2020Q4,Europe,Albania,22250.499
826,2020Q4,Europe,Andorra,82762.417
827,2020Q4,Europe,Austria,32395.909
828,2020Q4,Europe,Belarus,10441.474
829,2020Q4,Europe,Belgium,114278.467
830,2020Q4,Europe,Bosnia and Herzegovina,59799.972
831,2020Q4,Europe,Bulgaria,38898.672
832,2020Q4,Europe,Croatia,32309.758
833,2020Q4,Europe,Cyprus,5010.021
834,2020Q4,Europe,Czechia,52940.392
835,2020Q4,Europe,Denmark,12822.115
836,2020Q4,Europe,England,0.0
837,2020Q4,Europe,Estonia,12252.046
838,2020Q4,Europe,Faeroe Islands,0.0
839,2020Q4,Europe,Finland,7464.883
840,2020Q4,Europe,France,55751.092
841,2020Q4,Europe,Germany,23283.519
842,2020Q4,Europe,Gibraltar,6854.975
843,2020Q4,Europe,Greece,15859.845
844,2020Q4,Europe,Guernsey,23243.708
845,2020Q4,Europe,Hungary,36139.565
846,2020Q4,Europe,Iceland,5073.716
847,2020Q4,Europe,Ireland,36511.657
848,2020Q4,Europe,Isle of Man,37629.85
849,2020Q4,Europe,Italy,76746.155
850,2020Q4,Europe,Jersey,27455.854
851,2020Q4,Europe,Kosovo,45566.083
852,2020Q4,Europe,Latvia,9750.603
853,2020Q4,Europe,Liechtenstein,27747.433
854,2020Q4,Europe,Lithuania,18010.166
855,2020Q4,Europe,Luxembourg,24305.092
856,2020Q4,Europe,Malta,18472.025
857,2020Q4,Europe,Moldova,59046.567
858,2020Q4,Europe,Monaco,6248.112
859,2020Q4,Europe,Montenegro,44662.426999999996
860,2020Q4,Europe,Netherlands,45603.967
861,2020Q4,Europe,North Macedonia,70615.49100000001
862,2020Q4,Europe,Northern Ireland,0.0
863,2020Q4,Europe,Norway,5476.66
864,2020Q4,Europe,Poland,29158.209
865,2020Q4,Europe,Portugal,33271.719
866,2020Q4,Europe,Romania,44137.805
867,2020Q4,Europe,Russia,22526.759000000002
868,2020Q4,Europe,San Marino,125051.962
869,2020Q4,Europe,Scotland,0.0
870,2020Q4,Europe,Serbia,19004.746
871,2020Q4,Europe,Slovakia,10935.673999999999
872,2020Q4,Europe,Slovenia,48443.213
873,2020Q4,Europe,Spain,84838.134
874,2020Q4,Europe,Sweden,60320.789
875,2020Q4,Europe,Switzerland,41101.332
876,2020Q4,Europe,Ukraine,17482.099000000002
877,2020Q4,Europe,United Kingdom,97581.956
878,2020Q4,Europe,Vatican,0.0
879,2020Q4,Europe,Wales,0.0
880,2020Q4,North America,Anguilla,0.0
881,2020Q4,North America,Antigua and Barbuda,3625.807
882,2020Q4,North America,Aruba,34783.348
883,2020Q4,North America,Bahamas,32649.670000000002
884,2020Q4,North America,Barbados,2286.5679999999998
885,2020Q4,North America,Belize,24834.377
886,2020Q4,North America,Bermuda,12958.119999999999
887,2020Q4,North America,Bonaire Sint Eustatius and Saba,9315.431999999999
888,2020Q4,North America,British Virgin Islands,2936.272
889,2020Q4,North America,Canada,27144.408
890,2020Q4,North America,Cayman Islands,1978.98
891,2020Q4,North America,Costa Rica,27235.564
892,2020Q4,North America,Cuba,1076.333
893,2020Q4,North America,Curacao,2060.976
894,2020Q4,North America,Dominica,0.0
895,2020Q4,North America,Dominican Republic,18676.763
896,2020Q4,North America,El Salvador,15321.967
897,2020Q4,North America,Greenland,0.0
898,2020Q4,North America,Grenada,0.0
899,2020Q4,North America,Guadeloupe,30275.779
900,2020Q4,North America,Guatemala,20442.207
901,2020Q4,North America,Haiti,1843.686
902,2020Q4,North America,Honduras,24451.016
903,2020Q4,North America,Jamaica,7182.967
904,2020Q4,North America,Martinique,8508.567000000001
905,2020Q4,North America,Mexico,85289.68
906,2020Q4,North America,Montserrat,20847.476000000002
907,2020Q4,North America,Nicaragua,2094.008
908,2020Q4,North America,Panama,61268.224
909,2020Q4,North America,Puerto Rico,31188.240999999998
910,2020Q4,North America,Saint Barthelemy,0.0
911,2020Q4,North America,Saint Kitts and Nevis,0.0
912,2020Q4,North America,Saint Lucia,872.8489999999999
913,2020Q4,North America,Saint Martin (French part),30519.26
914,2020Q4,North America,Saint Pierre and Miquelon,0.0
915,2020Q4,North America,Saint Vincent and the Grenadines,0.0
916,2020Q4,North America,Sint Maarten (Dutch part),49398.096
917,2020Q4,North America,Trinidad and Tobago,6560.887
918,2020Q4,North America,Turks and Caicos Islands,12071.872000000001
919,2020Q4,North America,United States,71402.105
920,2020Q4,North America,United States Virgin Islands,20416.389
921,2020Q4,Oceania,American Samoa,0.0
922,2020Q4,Oceania,Australia,3217.631
923,2020Q4,Oceania,Cook Islands,0.0
924,2020Q4,Oceania,Fiji,197.892
925,2020Q4,Oceania,French Polynesia,16458.149
926,2020Q4,Oceania,Guam,49306.394
927,2020Q4,Oceania,Kiribati,0.0
928,2020Q4,Oceania,Marshall Islands,0.0
929,2020Q4,Oceania,Micronesia (country),0.0
930,2020Q4,Oceania,Nauru,0.0
931,2020Q4,Oceania,New Caledonia,0.0
932,2020Q4,Oceania,New Zealand,443.532
933,2020Q4,Oceania,Niue,0.0
934,2020Q4,Oceania,Northern Mariana Islands,3711.648
935,2020Q4,Oceania,Palau,0.0
936,2020Q4,Oceania,Papua New Guinea,66.44
937,2020Q4,Oceania,Pitcairn,0.0
938,2020Q4,Oceania,Samoa,0.0
939,2020Q4,Oceania,Solomon Islands,0.0
940,2020Q4,Oceania,Tokelau,0.0
941,2020Q4,Oceania,Tonga,0.0
942,2020Q4,Oceania,Tuvalu,0.0
943,2020Q4,Oceania,Vanuatu,0.0
944,2020Q4,Oceania,Wallis and Futuna,0.0
945,2020Q4,South America,Argentina,82230.461
946,2020Q4,South America,Bolivia,65793.567
947,2020Q4,South America,Brazil,71158.237
948,2020Q4,South America,Chile,69163.042
949,2020Q4,South America,Colombia,59992.196
950,2020Q4,South America,Ecuador,66514.743
951,2020Q4,South America,Falkland Islands,0.0
952,2020Q4,South America,French Guiana,21105.304
953,2020Q4,South America,Guyana,15094.094
954,2020Q4,South America,Paraguay,21079.547
955,2020Q4,South America,Peru,237747.017
956,2020Q4,South America,Suriname,16838.526
957,2020Q4,South America,Uruguay,1991.065
958,2020Q4,South America,Venezuela,2723.906
959,2021Q1,Africa,Algeria,5879.996
960,2021Q1,Africa,Angola,1215.007
961,2021Q1,Africa,Benin,429.495
962,2021Q1,Africa,Botswana,8760.213
963,2021Q1,Africa,Burkina Faso,503.75
964,2021Q1,Africa,Burundi,21.333000000000002
965,2021Q1,Africa,Cameroon,1739.879
966,2021Q1,Africa,Cape Verde,21026.289
967,2021Q1,Africa,Central African Republic,1031.334
968,2021Q1,Africa,Chad,664.715
969,2021Q1,Africa,Comoros,11200.052
970,2021Q1,Africa,Congo,1869.707
971,2021Q1,Africa,Cote d'Ivoire,565.399
972,2021Q1,Africa,Democratic Republic of Congo,618.915
973,2021Q1,Africa,Djibouti,5030.983
974,2021Q1,Africa,Egypt,8047.579
975,2021Q1,Africa,Equatorial Guinea,4886.816
976,2021Q1,Africa,Eritrea,161.779
977,2021Q1,Africa,Eswatini,41001.77
978,2021Q1,Africa,Ethiopia,1653.817
979,2021Q1,Africa,Gabon,3009.221
980,2021Q1,Africa,Gambia,4695.498
981,2021Q1,Africa,Ghana,1433.209
982,2021Q1,Africa,Guinea,586.457
983,2021Q1,Africa,Guinea-Bissau,2071.651
984,2021Q1,Africa,Kenya,3045.3759999999997
985,2021Q1,Africa,Lesotho,8358.388
986,2021Q1,Africa,Liberia,1529.41
987,2021Q1,Africa,Libya,26808.539
988,2021Q1,Africa,Madagascar,913.052
989,2021Q1,Africa,Malawi,3459.191
990,2021Q1,Africa,Mali,1340.919
991,2021Q1,Africa,Mauritania,8031.85
992,2021Q1,Africa,Mauritius,692.5500000000001
993,2021Q1,Africa,Mayotte,25301.046
994,2021Q1,Africa,Morocco,20065.21
995,2021Q1,Africa,Mozambique,1342.845
996,2021Q1,Africa,Namibia,13532.398
997,2021Q1,Africa,Niger,555.98
998,2021Q1,Africa,Nigeria,709.069
999,2021Q1,Africa,Reunion,5280.978
1000,2021Q1,Africa,Rwanda,1422.033
1001,2021Q1,Africa,Saint Helena,0.0
1002,2021Q1,Africa,Sao Tome and Principe,9239.5
1003,2021Q1,Africa,Senegal,3851.89
1004,2021Q1,Africa,Seychelles,7308.522
1005,2021Q1,Africa,Sierra Leone,818.653
1006,2021Q1,Africa,Somalia,1149.864
1007,2021Q1,Africa,South Africa,67575.061
1008,2021Q1,Africa,South Sudan,676.42
1009,2021Q1,Africa,Sudan,3533.2219999999998
1010,2021Q1,Africa,Tanzania,28.89
1011,2021Q1,Africa,Togo,849.172
1012,2021Q1,Africa,Tunisia,52036.739
1013,2021Q1,Africa,Uganda,617.591
1014,2021Q1,Africa,Zambia,3923.684
1015,2021Q1,Africa,Zimbabwe,6567.192
1016,2021Q1,Asia,Afghanistan,5251.358
1017,2021Q1,Asia,Armenia,101705.755
1018,2021Q1,Asia,Azerbaijan,27293.004
1019,2021Q1,Asia,Bahrain,25481.633
1020,2021Q1,Asia,Bangladesh,4343.93
1021,2021Q1,Asia,Bhutan,106.074
1022,2021Q1,Asia,Brunei,601.29
1023,2021Q1,Asia,Cambodia,5.31
1024,2021Q1,Asia,China,304.829
1025,2021Q1,Asia,Georgia,79319.3
1026,2021Q1,Asia,Hong Kong,0.0
1027,2021Q1,Asia,India,9881.713
1028,2021Q1,Asia,Indonesia,10646.98
1029,2021Q1,Asia,Iran,59925.913
1030,2021Q1,Asia,Iraq,26933.359
1031,2021Q1,Asia,Israel,48690.97
1032,2021Q1,Asia,Japan,4809.513
1033,2021Q1,Asia,Jordan,37521.239
1034,2021Q1,Asia,Kazakhstan,16040.069
1035,2021Q1,Asia,Kuwait,22075.783
1036,2021Q1,Asia,Kyrgyzstan,0.0
1037,2021Q1,Asia,Laos,0.0
1038,2021Q1,Asia,Lebanon,63385.648
1039,2021Q1,Asia,Macao,0.0
1040,2021Q1,Asia,Malaysia,2433.453
1041,2021Q1,Asia,Maldives,9809.14
1042,2021Q1,Asia,Mongolia,67.402
1043,2021Q1,Asia,Myanmar,5155.476
1044,2021Q1,Asia,Nepal,8719.447
1045,2021Q1,Asia,North Korea,0.0
1046,2021Q1,Asia,Northern Cyprus,0.0
1047,2021Q1,Asia,Oman,30612.94
1048,2021Q1,Asia,Pakistan,4669.06
1049,2021Q1,Asia,Palestine,37083.083
1050,2021Q1,Asia,Philippines,8852.363
1051,2021Q1,Asia,Qatar,8571.759
1052,2021Q1,Asia,Saudi Arabia,15915.676
1053,2021Q1,Asia,Singapore,174.92999999999998
1054,2021Q1,Asia,South Korea,2544.975
1055,2021Q1,Asia,Sri Lanka,1629.984
1056,2021Q1,Asia,Syria,3948.753
1057,2021Q1,Asia,Taiwan,0.0
1058,2021Q1,Asia,Tajikistan,822.7700000000001
1059,2021Q1,Asia,Thailand,99.979
1060,2021Q1,Asia,Timor,0.0
1061,2021Q1,Asia,Turkey,28330.61
1062,2021Q1,Asia,Turkmenistan,0.0
1063,2021Q1,Asia,United Arab Emirates,9988.942
1064,2021Q1,Asia,Uzbekistan,0.464
1065,2021Q1,Asia,Vietnam,12.104
1066,2021Q1,Asia,Yemen,1741.512
1067,2021Q1,Europe,Albania,51093.863
1068,2021Q1,Europe,Andorra,115990.132
1069,2021Q1,Europe,Austria,97457.313
1070,2021Q1,Europe,Belarus,17342.713
1071,2021Q1,Europe,Belgium,167564.073
1072,2021Q1,Europe,Bosnia and Herzegovina,138926.19
1073,2021Q1,Europe,Bulgaria,128023.572
1074,2021Q1,Europe,Croatia,115399.833
1075,2021Q1,Europe,Cyprus,21208.541
1076,2021Q1,Europe,Czechia,164062.579
1077,2021Q1,Europe,Denmark,32458.446
1078,2021Q1,Europe,England,0.0
1079,2021Q1,Europe,Estonia,39179.106
1080,2021Q1,Europe,Faeroe Islands,1581.384
1081,2021Q1,Europe,Finland,12568.528
1082,2021Q1,Europe,France,116058.885
1083,2021Q1,Europe,Germany,76787.869
1084,2021Q1,Europe,Gibraltar,192949.163
1085,2021Q1,Europe,Greece,53774.072
1086,2021Q1,Europe,Guernsey,23464.75
1087,2021Q1,Europe,Hungary,127895.365
1088,2021Q1,Europe,Iceland,6993.758
1089,2021Q1,Europe,Ireland,69465.954
1090,2021Q1,Europe,Isle of Man,37665.347
1091,2021Q1,Europe,Italy,140921.549
1092,2021Q1,Europe,Jersey,52637.277
1093,2021Q1,Europe,Kosovo,78130.761
1094,2021Q1,Europe,Latvia,71212.653
1095,2021Q1,Europe,Liechtenstein,122246.224
1096,2021Q1,Europe,Lithuania,96856.507
1097,2021Q1,Europe,Luxembourg,52066.009
1098,2021Q1,Europe,Malta,51883.293
1099,2021Q1,Europe,Moldova,108824.858
1100,2021Q1,Europe,Monaco,44476.692
1101,2021Q1,Europe,Montenegro,114476.25
1102,2021Q1,Europe,Netherlands,75548.241
1103,2021Q1,Europe,North Macedonia,151038.452
1104,2021Q1,Europe,Northern Ireland,0.0
1105,2021Q1,Europe,Norway,9653.267
1106,2021Q1,Europe,Poland,91692.822
1107,2021Q1,Europe,Portugal,116912.825
1108,2021Q1,Europe,Romania,88644.392
1109,2021Q1,Europe,Russia,49358.166
1110,2021Q1,Europe,San Marino,190887.503
1111,2021Q1,Europe,Scotland,0.0
1112,2021Q1,Europe,Serbia,55364.974
1113,2021Q1,Europe,Slovakia,95380.223
1114,2021Q1,Europe,Slovenia,164979.667
1115,2021Q1,Europe,Spain,129709.667
1116,2021Q1,Europe,Sweden,105352.285
1117,2021Q1,Europe,Switzerland,95007.465
1118,2021Q1,Europe,Ukraine,49342.597
1119,2021Q1,Europe,United Kingdom,178299.136
1120,2021Q1,Europe,Vatican,0.0
1121,2021Q1,Europe,Wales,0.0
1122,2021Q1,North America,Anguilla,0.0
1123,2021Q1,North America,Antigua and Barbuda,12807.658
1124,2021Q1,North America,Aruba,55411.007
1125,2021Q1,North America,Bahamas,39344.968
1126,2021Q1,North America,Barbados,7385.166
1127,2021Q1,North America,Belize,66644.45
1128,2021Q1,North America,Bermuda,16602.59
1129,2021Q1,North America,Bonaire Sint Eustatius and Saba,14749.378
1130,2021Q1,North America,British Virgin Islands,2872.44
1131,2021Q1,North America,Canada,47265.655
1132,2021Q1,North America,Cayman Islands,2619.27
1133,2021Q1,North America,Costa Rica,46193.507
1134,2021Q1,North America,Cuba,2160.861
1135,2021Q1,North America,Curacao,9943.866
1136,2021Q1,North America,Dominica,0.0
1137,2021Q1,North America,Dominican Republic,22991.815
1138,2021Q1,North America,El Salvador,24385.165
1139,2021Q1,North America,Greenland,0.0
1140,2021Q1,North America,Grenada,693.477
1141,2021Q1,North America,Guadeloupe,36756.942
1142,2021Q1,North America,Guatemala,29979.579999999998
1143,2021Q1,North America,Haiti,1908.503
1144,2021Q1,North America,Honduras,33158.599
1145,2021Q1,North America,Jamaica,12706.811
1146,2021Q1,North America,Martinique,11058.144
1147,2021Q1,North America,Mexico,137700.137
1148,2021Q1,North America,Montserrat,20394.27
1149,2021Q1,North America,Nicaragua,2217.635
1150,2021Q1,North America,Panama,110038.331
1151,2021Q1,North America,Puerto Rico,54712.009
1152,2021Q1,North America,Saint Barthelemy,1637.2620000000002
1153,2021Q1,North America,Saint Kitts and Nevis,0.0
1154,2021Q1,North America,Saint Lucia,13565.212
1155,2021Q1,North America,Saint Martin (French part),33945.21
1156,2021Q1,North America,Saint Pierre and Miquelon,0.0
1157,2021Q1,North America,Saint Vincent and the Grenadines,4261.289
1158,2021Q1,North America,Sint Maarten (Dutch part),54987.3
1159,2021Q1,North America,Trinidad and Tobago,7972.3460000000005
1160,2021Q1,North America,Turks and Caicos Islands,21891.273
1161,2021Q1,North America,United States,126896.087
1162,2021Q1,North America,United States Virgin Islands,22195.631
1163,2021Q1,Oceania,American Samoa,0.0
1164,2021Q1,Oceania,Australia,3175.136
1165,2021Q1,Oceania,Cook Islands,0.0
1166,2021Q1,Oceania,Fiji,193.58999999999997
1167,2021Q1,Oceania,French Polynesia,39220.739
1168,2021Q1,Oceania,Guam,67887.982
1169,2021Q1,Oceania,Kiribati,0.0
1170,2021Q1,Oceania,Marshall Islands,0.0
1171,2021Q1,Oceania,Micronesia (country),0.0
1172,2021Q1,Oceania,Nauru,0.0
1173,2021Q1,Oceania,New Caledonia,0.0
1174,2021Q1,Oceania,New Zealand,442.382
1175,2021Q1,Oceania,Niue,0.0
1176,2021Q1,Oceania,Northern Mariana Islands,3630.96
1177,2021Q1,Oceania,Palau,0.0
1178,2021Q1,Oceania,Papua New Guinea,30.158
1179,2021Q1,Oceania,Pitcairn,0.0
1180,2021Q1,Oceania,Samoa,0.0
1181,2021Q1,Oceania,Solomon Islands,0.0
1182,2021Q1,Oceania,Tokelau,0.0
1183,2021Q1,Oceania,Tonga,0.0
1184,2021Q1,Oceania,Tuvalu,0.0
1185,2021Q1,Oceania,Vanuatu,0.0
1186,2021Q1,Oceania,Wallis and Futuna,0.0
1187,2021Q1,South America,Argentina,109648.548
1188,2021Q1,South America,Bolivia,79913.44
1189,2021Q1,South America,Brazil,101130.898
1190,2021Q1,South America,Chile,89654.853
1191,2021Q1,South America,Colombia,95914.492
1192,2021Q1,South America,Ecuador,76501.022
1193,2021Q1,South America,Falkland Islands,0.0
1194,2021Q1,South America,French Guiana,23810.766
1195,2021Q1,South America,Guyana,20876.019
1196,2021Q1,South America,Paraguay,39527.665
1197,2021Q1,South America,Peru,300575.059
1198,2021Q1,South America,Suriname,23140.636
1199,2021Q1,South America,Uruguay,13532.503
1200,2021Q1,South America,Venezuela,4029.587
1201,2021Q2,Africa,Algeria,6826.121
1202,2021Q2,Africa,Angola,1761.105
1203,2021Q2,Africa,Benin,678.961
1204,2021Q2,Africa,Botswana,28003.286
1205,2021Q2,Africa,Burkina Faso,648.005
1206,2021Q2,Africa,Burundi,46.371
1207,2021Q2,Africa,Cameroon,3798.762
1208,2021Q2,Africa,Cape Verde,36211.017
1209,2021Q2,Africa,Central African Republic,1485.875
1210,2021Q2,Africa,Chad,878.453
1211,2021Q2,Africa,Comoros,15877.498000000001
1212,2021Q2,Africa,Congo,2286.256
1213,2021Q2,Africa,Cote d'Ivoire,937.088
1214,2021Q2,Africa,Democratic Republic of Congo,728.444
1215,2021Q2,Africa,Djibouti,11155.817
1216,2021Q2,Africa,Egypt,11616.497
1217,2021Q2,Africa,Equatorial Guinea,6130.451
